*ドラりん降臨！【攻撃強化】  [#ieff2e83]

|~名称		|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|龍騎士？ 地獄級	|50|5|16900|3700|&color(#080){''&calc(3700/50,1);''};|
|龍騎士？ 超級		|30|5|14300|2100|&color(#080){''&calc(2100/30,1);''};|

- 2016/02/08 リニューアル（[[ドラりん降臨！/旧ver>スペシャルダンジョン/ドラりん降臨！/旧ver]]）
-- コスト制限を廃止、攻撃タイプ強化（HP・攻撃・回復1.5倍）に変更

&color(#b00){''TIPS''}; [[精霊の宝玉イベント>スペシャルダンジョン/精霊の宝玉イベント]]

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|~|&mons037; %%%[[デカホノりん>モンスター図鑑/0037]]%%%	|バランス|BGCOLOR(#f1bba6):火|&color(#b00){''7283''};|&color(#b00){2};|110833|200||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):膨れ上がる（次回攻撃力2倍）|
|~|&mons039; %%%[[デカアワりん>モンスター図鑑/0039]]%%%	|バランス|BGCOLOR(#a6f1f1):水|&color(#b00){''7408''};|&color(#b00){2};|138875|195||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):膨れ上がる（次回攻撃力2倍）|
|~|&mons041; %%%[[デカモリりん>モンスター図鑑/0041]]%%%	|バランス|BGCOLOR(#bbf1a6):木|&color(#b00){''7395''};|&color(#b00){2};|156445|180||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):膨れ上がる（次回攻撃力2倍）|
|~|&mons043; %%%[[デカヒカりん>モンスター図鑑/0043]]%%%	|バランス|BGCOLOR(#f1f1a6):光|&color(#b00){''7245''};|&color(#b00){2};|181125|170||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):膨れ上がる（次回攻撃力2倍）|
|~|&mons045; %%%[[デカワルりん>モンスター図鑑/0045]]%%%	|バランス|BGCOLOR(#bba6f1):闇|&color(#b00){''7083''};|&color(#b00){2};|182985|150||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):膨れ上がる（次回攻撃力2倍）|
|4|&mons684; %%%[[キングホノりん>モンスター図鑑/0684]]%%%	|攻撃|BGCOLOR(#f1bba6):火|&color(#b00){''3778''};|&color(#b00){2};|238223|60||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):孤軍奮闘（1体の時、999ターン攻撃力3倍）&br;楽しそうに跳ねている（何もしない）&br;ムカ着火ファイアー！（計5292の連続攻撃）==HP50％以下で使用==|
|~|&mons685; %%%[[キングアワりん>モンスター図鑑/0685]]%%%	|体力|BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){2};|238223|60||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):孤軍奮闘（1体の時、999ターン攻撃力3倍）&br;ぐうぐう眠っている（何もしない）==HP100％で使用==&br;おはようアタック！（10500）&br;みずびたし（火属性2～4ターンバインド）==HP50％以下で使用、1度きり==|
|~|&mons686; %%%[[キングモリりん>モンスター図鑑/0686]]%%%	|バランス|BGCOLOR(#bbf1a6):木|&color(#b00){''3630''};|&color(#b00){2};|238223|60||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):孤軍奮闘（1体の時、999ターン攻撃力3倍）&br;膨れ上がる（次回攻撃力2倍）&br;いただきまーす！（1体を5ターンバインド）==HP50％以下で使用、1度きり==|
|5|&mons744; %%%[[エンシェントドラりんナイト>モンスター図鑑/0744]]%%%	|ドラゴン|BGCOLOR(#bbf1a6):木|&color(#b00){''3890''};|&color(#b00){1};|1118435|114||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):虚無の波動（補助スキル解除）&br;火属性はキライっ！（火属性2～4ターンバインド）==1度きり==&br;どらごんふぁんぐ（計4668の連続攻撃）&br;ドラゴンエンハンス（999ターン攻撃力2倍）==HP50％以下で使用==&br;ドラゴンファング（2倍時、計13228の連続攻撃）==HP25％以下で使用==|

- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||	||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||

** チーム編成例 [#d4220e50]

*** 地獄級 [#r2ddee94]

|~Ver|~チーム編成（左右がリーダー）|~HP|~石|~備考|
|||RIGHT:|RIGHT:||c

//| |&mons000; &mons000; &mons000; &mons000; &mons000; &mons000;| | | |

#include(Parts/チーム編成例の注意,notitle)

* コメント [#zabf7b55]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
