* 一度きりチャレンジ！4 [#m659871c]

#ginclude(Parts/関連,notitle,or,onechance)

- [[一度きりチャレンジ！>スペシャルダンジョン/一度きりチャレンジ！]]の''2016/08/04版です。''

|~名称			|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|~クリア報酬|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|BGCOLOR(#ffd):|c
|超絶決戦【同キャラ禁止】	|99|20|300000|165000|&color(#080){''&calc(165000/99,1);''};|[[タマゾーＸ覚醒オーディン>モンスター図鑑/3095]]|

- 2016年08月04日 21:00～23:59限定のダンジョン
- 配信されるダンジョン内容は人により異なる場合がある [[一度きりチャレンジ！ダンジョン登場:http://pad.gungho.jp/member/challenge/160729_once.html]]
- 今までの一度きりチャレンジ！と異なりコンティニュー可能
- &color(#b00){''協力プレイ不可''};
- ゲーム開始で選んだ「ティラ（火）」「プレシィ（水）」「ブラッキィ（木）」によってダンジョン構成が一部異なる

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===クルーエルウォー（7656ダメージ＆ドロップが見えなくなる）==HP50％以下で再使用==&br;<火>破壊の炎槍（残りHP99％ダメージ）&br;<火>狂乱の闇槍（15311ダメージ＆ランダム1色→お邪魔ドロップ）&br;<闇>ウォールブレイカー（計22966の連続攻撃）|
|~|&mons890; %%%[[夢来の商業神・ヘルメス>モンスター図鑑/0890]]%%%	|神/体力|BGCOLOR(#a6f1f1):水光|&color(#b00){''13481''};|&color(#b00){1};|2850937|1470||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===スピードスター（6741ダメージ＆ランダム1色→お邪魔ドロップ）&br;トリックスター（5ターンお邪魔ドロップが25％で出現）&br;ブラックレター（10111ダメージ＆ドロップが見えなくなる）&br;ラヴレター（20222ダメージ＆ランダム1色→回復ドロップ）&br;ヒュプノスレター（6741ダメージ＆4体1～2ターンバインド）&br;タナトスレター（13481ダメージ＆ランダム1色→お邪魔ドロップ）&br;アルゲイポンテース（計26964の連続攻撃）==HP30％以下で使用==|
|~|&mons891; %%%[[聖弓の狩猟神・アルテミス>モンスター図鑑/0891]]%%%	|神/バランス|BGCOLOR(#bbf1a6):木光|&color(#b00){''-''};|&color(#b00){1};|2545937|5880||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===狩猟の極意（10ターンお邪魔ドロップ出現率上昇）&br;ヘッドスナイプ（7503ダメージ＆リーダー2ターンバインド）==3回に1度使用==&br;<木>バラージショット（計12004～18006の連続攻撃）&br;<光>ジャッジメントアロー（22509）|
|~|&mons892; %%%[[天弓の光明神・アポロン>モンスター図鑑/0892]]%%%	|神/体力|BGCOLOR(#f1f1a6):光火|&color(#b00){''11292''};|&color(#b00){1};|2444270|4410||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===焔の檻（木属性3ターンバインド）==木属性モンスターがいる場合==&br;===先制===ライトニングアロー（12398ダメージ＆ランダム1色→光ドロップ）==木属性モンスターがいない場合==&br;陽光の魔弾（20664ダメージ＆ランダム1色→火ドロップ）&br;光明のリュラー（悪魔タイプ3ターンバインド）==HP50％以下で使用==&br;灰塵と成り果てろ（何もしない）==HP30％以下で使用==&br;グランド・サン（計165310の連続攻撃）==HP30％以下で使用==|
|9|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons746; %%%[[天導の朱雀・レイラン>モンスター図鑑/0746]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''12546''};|&color(#b00){1};|2951485|434||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===封印の波動（5ターンスキル使用不可）&br;南方七星陣（計70259の連続攻撃）==HP20％以下で使用==|
|~|&mons748; %%%[[命護の青龍・カリン>モンスター図鑑/0748]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''12546''};|&color(#b00){1};|2951485|434||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===封印の波動（5ターンスキル使用不可）&br;東方七星陣（計61474の連続攻撃）==HP20％以下で使用==|
|~|&mons750; %%%[[地鎮の玄武・メイメイ>モンスター図鑑/0750]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''12546''};|&color(#b00){1};|2951485|434||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===封印の波動（5ターンスキル使用不可）&br;北方七星陣（計26348の連続攻撃）==HP20％以下で使用==|
|~|&mons752; %%%[[極光の麒麟・サクヤ>モンスター図鑑/0752]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''12546''};|&color(#b00){1};|2951485|434||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===封印の波動（5ターンスキル使用不可）&br;四源の舞（計100368の連続攻撃）==HP20％以下で使用==|
|~|&mons754; %%%[[霊護の白虎・ハク>モンスター図鑑/0754]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''12546''};|&color(#b00){1};|2951485|434||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===封印の波動（5ターンスキル使用不可）&br;西方七星陣（計61474の連続攻撃）==HP20％以下で使用==|
|10|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現&br;火：メジェドラ、水：酒呑童子、木：周瑜|
|~|&mons1837; %%%[[冥穣の守護神・メジェドラ>モンスター図鑑/1837]]%%%	|神/バランス|BGCOLOR(#bbf1a6):木火|&color(#b00){''-''};|&color(#b00){1};|7089869|752||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===メジェリュージョン（サブ1体とリーダーを3ターン入れ替え）==再使用あり==&br;うつろわざる霊魂（99ターン4コンボ以下の攻撃吸収）&br;不可視の一瞥（4747ダメージ＆回復ドロップ→お邪魔ドロップ）&br;メジェビーム（以下がランダムで発動）&br;　・18986ダメージ＆ランダム1色→闇ドロップ&br;　・残りHP99％ダメージ&br;　・14240ダメージ＆ドロップが見えなくなる&br;メジェ・ド・エンド（計45567の連続攻撃）==HP30％以下で使用==|
|~|&mons2805; %%%[[悪鬼の首領・酒呑童子>モンスター図鑑/2805]]%%%		|悪魔/攻撃|BGCOLOR(#f1bba6):火闇|&color(#b00){''-''};|&color(#b00){1};|7089304|684||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=HP50％以上で、HPが0になる攻撃を受けてもHPが1残る&br;#group#===先制===大江山の霊護（5ターン状態異常無効）&br;【2】からいずれか1つ使用#group#&br;【1】からいずれか1つ使用&br;【2】からいずれか1つ使用&br;百鬼夜行（計176420の連続攻撃）==HP20％以下で使用==&br;|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):【1】&br;鬼相の暴圧（17642ダメージ＆全員のスキル1ターン遅延）&br;呪面の封術（17642ダメージ＆1ターンスキル使用不可）&br;忌才の大太刀（17642ダメージ＆1ターン覚醒スキル無効）&br;怨恨の瘴気（17642ダメージ＆ドロップが見えなくなる）&br;破骸の拳（17642ダメージ＆1ターンドロップ操作時間2秒短縮）&br;|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):【2】&br;熱鬼の酒（1ターン火属性吸収）&br;凍鬼の酒（1ターン水属性吸収）&br;嵐鬼の酒（1ターン木属性吸収）&br;陽鬼の酒（1ターン光属性吸収）&br;陰鬼の酒（1ターン闇属性吸収）&br;鋼鬼の酒（1ターン50万以上のダメージ無効化）&br;鎧鬼の酒（1ターン被ダメージ75％減）&br;錬鬼の酒（1ターン7コンボ以下の攻撃吸収）&br;|
|~|&mons2104; %%%[[秀麗の智将軍・周瑜>モンスター図鑑/2104]]%%%	|回復/ドラゴン|BGCOLOR(#a6f1f1):水木|&color(#b00){''-''};|&color(#b00){1};|4280858|432||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=HP50％以上で、HPが0になる攻撃を受けてもHPが1残る&br;#group#守護龍の壁陣（5ターン被ダメージ50％減）==先制で下記と同時に使用==&br;この周公瑾の知略、お見せしよう！（ドロップが見えなくなる）#group#&br;#group#結界陣（999ターン状態異常無効）==下記と同時に使用、1度きり==&br;伏兵の奇襲（計18635の連続攻撃）#group#&br;剣の舞（計14535～24225の連続攻撃）&br;落石の計（22361ダメージ＆ドロップ5個→お邪魔ドロップ）&br;守護龍の毒爪（14907ダメージ＆ドロップ4個→毒ドロップ）&br;#group#火攻めの包囲陣（11180ダメージ＆横1,5列目→火ドロップ）==HP75％以下で下記と同時に使用、3回に1度==&br;君に突破できるかな？（11180ダメージ＆縦1,6列目→火ドロップ）#group#&br;星乱の天舞（計55902の連続攻撃）==HP20％以下で使用==|
|11|&mons1954; %%%[[覚醒シヴァ>モンスター図鑑/1954]]%%%	|攻撃/悪魔|BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|7190260|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=火と水属性のダメージ50％減&br;#group#第三の目（全員のスキル2ターン遅延）==先制で下記と同時に使用==&br;破壊神の天力（99ターン4コンボ以下の攻撃吸収）&br;ダムルー（残りHP75％ダメージ）#group#&br;ニーラカンタ（45550ダメージ＆毒ドロップ→回復ドロップ）==毒ドロップがある時に使用==&br;トリシューラ（22775ダメージ＆縦1,3,5列目→火ドロップ）&br;ピナーカ（計27330の連続攻撃）&br;ハラーハラ（11388ダメージ＆ドロップ7個→毒ドロップ）&br;マハーカーラ（17081ダメージ＆ドロップが見えなくなる）&br;#group#ダムルー（残りHP75％ダメージ）==HP30％以下で下記と同時に使用==&br;爆滅の三眼（68325ダメージ＆全ドロップ→火ドロップ）#group#|
|12|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons1536; %%%[[覚醒ヘラ・ウルズ↑↑>モンスター図鑑/1536]]%%%	|悪魔/神|BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|7327930|5460||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===情熱☆ヘラチューン（火とお邪魔ドロップの出現率10％上昇）&br;スイートデビル♪（25254ダメージ＆水ドロップ→お邪魔ドロップ）==水ドロップがある場合に使用==&br;ハートフルアロー（25254ダメージ＆ランダム1色→火ドロップ）&br;ダブリット☆ミラー（999ターン5コンボ以下の攻撃吸収）==HP50％以下で使用==&br;ウルズ↑↑フィーバー☆（計37881の連続攻撃）==HP50％以下で使用==|
|~|&mons1737; %%%[[澪王妃・ヘラ・イース>モンスター図鑑/1737]]%%%	|悪魔/神|BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};|7241513|27300||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===澪王妃の世界（5ターンスキル使用不可）&br;ブルーブリザード（23729ダメージ＆ランダム1色→水ドロップ）&br;フリーズブラスト（20170ダメージ＆1体2～4ターンバインド）==HP75％以下で使用==&br;アイスコフィン（5932ダメージ＆5体1～3ターンバインド）==HP50％以下で使用、1度きり==&br;アブソリュートゼロ（残りHP100％ダメージ）==HP30％以下で使用==|
|~|&mons985; %%%[[神王妃・ヘラ>モンスター図鑑/0985]]%%%	|悪魔/神|BGCOLOR(#bba6f1):闇|&color(#b00){''19455''};|&color(#b00){1};|5138296|696||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===神王妃の洗礼（38910）&br;ブラックナイトメア（17510ダメージ＆光ドロップ→お邪魔ドロップ）&br;神王妃の吐息（神タイプ5ターンバインド）==HP50％以下で使用、1度きり==&br;ギガグラビティ（残りHP99％ダメージ）==HP30％以下で使用、1度きり==&br;ギガグラビトンボム（97275） ==HP30％以下で使用==|
|13|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons1750; %%%[[紅輪の魔導姫・テウルギア>モンスター図鑑/1750]]%%%	|攻撃/悪魔|BGCOLOR(#f1bba6):火水|&color(#b00){''16348''};|&color(#b00){1};|5885077|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=光と闇属性のダメージ50％減&br;===先制===ソロモンの小さな鍵（999ターン状態異常無効）&br;グリモワール・オブ・フレイム（8174ダメージ＆回復ドロップ→火ドロップ）&br;ヴォルニックスモーク（12261ダメージ＆ドロップが見えなくなる）==HP75％以下で使用==&br;フレイムエヴォケーション（火ドロップの出現率25％上昇）==HP50％以下で使用==&br;バーニングブリザード（32696ダメージ＆ランダム1色→火または水ドロップ）==HP30％以下で使用==|
|~|&mons1752; %%%[[蒼刻の魔導姫・アルス＝パウリナ>モンスター図鑑/1752]]%%%	|体力/悪魔|BGCOLOR(#a6f1f1):水木|&color(#b00){''16348''};|&color(#b00){1};|6017243|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=光と闇属性のダメージ50％減&br;===先制===ソロモンの小さな鍵（999ターン状態異常無効）&br;グリモワール・オブ・アクア（8174ダメージ＆回復ドロップ→水ドロップ）&br;ポイズンレイン（4087ダメージ＆ドロップ5個→毒ドロップ）==HP75％以下で使用==&br;アクアエヴォケーション（水ドロップの出現率25％上昇）==HP50％以下で使用==&br;タイダルハリケーン（32696ダメージ＆ランダム1色→水または木ドロップ）==HP30％以下で使用==|
|~|&mons1754; %%%[[碧精の魔導姫・アルマデル>モンスター図鑑/1754]]%%%	|バランス/悪魔|BGCOLOR(#bbf1a6):木火|&color(#b00){''16348''};|&color(#b00){1};|5915577|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=光と闇属性のダメージ50％減&br;===先制===ソロモンの小さな鍵（999ターン状態異常無効）&br;グリモワール・オブ・アース（8174ダメージ＆回復ドロップ→木ドロップ）&br;テンタクルケイジ（8174ダメージ＆1体1～2ターンバインド）==HP75％以下で使用==&br;アースエヴォケーション（木ドロップの出現率25％上昇）==HP50％以下で使用==&br;グラウンドエクスプロージョン（32696ダメージ＆ランダム1色→火または木ドロップ）==HP30％以下で使用==|
|14|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons647; %%%[[災禍の魔神王・サタン>モンスター図鑑/0647]]%%%	|悪魔|BGCOLOR(#bba6f1):闇水|&color(#b00){''-''};|&color(#b00){1};|8682014|670||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===魔王の眼光（8250）&br;悪魔の結界（999ターン状態異常無効）&br;恐怖の波動（8250ダメージ＆1体1ターンバインド）&br;ワールドエンド（計89100の連続攻撃）==3回に1度==|
|~|&mons1371; %%%[[獄羅苦狂魔皇・ベルゼブブ>モンスター図鑑/1371]]%%%	|悪魔/攻撃|BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|6565876|4680||
