* &font2(60%){うら・じゅすいのほこら};裏・樹水の祠【同キャラ禁止】 [#me88176a]

|~名称		|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|祠の砦龍	|25|10|51000|25000|&color(#080){''&calc(25000/25,1);''};|
|双魚の間	|25|7|34000|16000|&color(#080){''&calc(16000/25,1);''};|
|風水の妖魔	|25|7|35000|10500|&color(#080){''&calc(10500/25,1);''};|
|大花の妖精	|25|7|36000|16000|&color(#080){''&calc(16000/25,1);''};|
|豹紋と水皿	|25|7|35000|14500|&color(#080){''&calc(14500/25,1);''};|

- テクニカルダンジョン「[[樹水の祠>テクニカルダンジョン/樹水の祠]]」のモンスターが大幅に強化されている。
- &mons1548; %%%[[ミズピィ>モンスター図鑑/1548]]%%%が極稀に出現
- 2015/12/21 [[コインダンジョン]]から[[協力プレイダンジョン]]向けにリニューアル。スタミナ消費が25に統一。同キャラ禁止。
-- 水花の双獣→風水の妖魔、木と水の双玉→豹紋と水皿

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons1548; %%%[[ミズピィ>モンスター図鑑/1548]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''7707''};|&color(#b00){1};|36|600000|※稀に出現|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||>|>|>|>|>|>|>|BGCOLOR(#ffffff):風水の妖魔以降で出現|
||&mons2306; %%%[[河童>モンスター図鑑/2306]]%%%		||BGCOLOR(#a6f1f1):水|&color(#b00){''9257''};|&color(#b00){1};|1396460|216||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===推して参る（3ターン操作時間1秒短縮）==既に短縮している場合3703==&br;幽水の皿（99ターン水ドロップの出現率15％増加）==1ターン目に使用==|
||&mons2308; %%%[[風狸>モンスター図鑑/2308]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''8710''};|&color(#b00){1};|1232460|216||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===怖いでありんす（999ターン状態異常無効）&br;命乞い（1ターン被ダメージ50％減）==1ターン目に使用==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):豹紋と水皿|
|7|&mons2307; %%%[[水皿の神使・河童>モンスター図鑑/2307]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''11116''};|&color(#b00){1};|1507433|360||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===どいたどいたぁ！（5558ダメージ＆ドロップ10個→お邪魔ドロップ）&br;幽水の皿（99ターン水ドロップの出現率15％増加）==初回に使用、1度きり==&br;シャケナソード（16674ダメージ＆縦4列目→水ドロップ）|
|~|&mons2309; %%%[[豹紋の妖異・風狸>モンスター図鑑/2309]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''10059''};|&color(#b00){1};|1266900|360||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===風に乗るでありんす（5ターン4コンボ以下の攻撃吸収）&br;不思議な小枝（計16094の連続攻撃）&br;命乞い（1ターン被ダメージ50％減）==HP50％以下で使用、1度きり==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):大花の妖精|
|7|&mons203; %%%[[大樹の精霊・アルラウネ>モンスター図鑑/0203]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''19913''};|&color(#b00){1};|1764530|1620||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):やさしく微笑んでいる&br;ドロップ排除・火==HP75％以下で使用==&br;リザレクション==HP20％以下で使用、1度きり==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):風水の妖魔|
|7|&mons2307; %%%[[水皿の神使・河童>モンスター図鑑/2307]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''11116''};|&color(#b00){1};|1507433|360||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===どいたどいたぁ！（5558ダメージ＆ドロップ10個→お邪魔ドロップ）&br;幽水の皿（99ターン水ドロップの出現率15％増加）==初回に使用、1度きり==&br;シャケナソード（16674ダメージ＆縦4列目→水ドロップ）|
|~|&mons2309; %%%[[豹紋の妖異・風狸>モンスター図鑑/2309]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''10059''};|&color(#b00){1};|1266900|360||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===風に乗るでありんす（5ターン4コンボ以下の攻撃吸収）&br;不思議な小枝（計16094の連続攻撃）&br;命乞い（1ターン被ダメージ50％減）==HP50％以下で使用、1度きり==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):双魚の間|
|6|&mons291; %%%[[シャードラ>モンスター図鑑/0291]]%%%x2		||BGCOLOR(#a6f1f1):水|&color(#b00){''7992''};|&color(#b00){1};|927960|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):バインドアタック|
|~|&mons295; %%%[[トイケラトプス>モンスター図鑑/0295]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''18056''};|&color(#b00){2};|560180|15680||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):気合溜め（次回攻撃力2倍）|
|7|&mons292; %%%[[シャードラン>モンスター図鑑/0292]]%%%x2	||BGCOLOR(#a6f1f1):水|&color(#b00){''12136''};|&color(#b00){1};|1300180|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):連続攻撃（16990）|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):祠の砦龍|
|9|&mons202; %%%[[大海の歌姫・セイレーン>モンスター図鑑/0202]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''16872''};|&color(#b00){1};|1523660|1440||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):鼻歌を口ずさんでいる&br;ドロップ排除・木==HP75％以下で使用==&br;リザレクション==HP20％以下で使用、1度きり==|
|10|&mons296; %%%[[フォートトイトプス>モンスター図鑑/0296]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''30957''};|&color(#b00){2};|1472533|25200||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ファイアバインド&br;気合溜め（次回攻撃力2倍）|

- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||	||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||

* コメント [#i9efc84b]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
