* &font2(60%){うら・ねれうすのいりえ};裏・ネレウスの入江【同キャラ禁止】 [#me88176a]

|~名称		|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|破龍の皇帝	|25|10|44000|20000|&color(#080){''&calc(20000/25,1);''};|
|入江の守護神	|25|7|30000|12800|&color(#080){''&calc(12800/25,1);''};|
|海辺の狩人	|25|7|30000|13000|&color(#080){''&calc(13000/25,1);''};|
|青の勇者	|25|7|29000|14000|&color(#080){''&calc(14000/25,1);''};|
|入江の海龍	|25|7|27000|13000|&color(#080){''&calc(13000/25,1);''};|

- テクニカルダンジョン「[[ネレウスの入江>テクニカルダンジョン/ネレウスの入江]]」のモンスターが大幅に強化されている。
- &mons1548; %%%[[ミズピィ>モンスター図鑑/1548]]%%%が極稀に出現
- 2015/12/21 [[コインダンジョン]]から[[協力プレイダンジョン]]向けにリニューアル。スタミナ消費が25に統一。同キャラ禁止。
-- 海神の使い→破龍の皇帝、水精の誘い→青の勇者

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):リーフバインド|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):入江の海龍|
|7|&mons008; %%%[[氷塊龍プレシオス>モンスター図鑑/0008]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''45758''};|&color(#b00){3};|1356458|1350||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):アクアストーム（計61773の連続攻撃）==HP40％以下で使用==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):青の勇者|
|7|&mons692; %%%[[破龍皇帝・グランドジークフリート>モンスター図鑑/0692]]%%%	||BGCOLOR(#a6f1f1):水火|&color(#b00){''-''};|&color(#b00){2};|3129375|210||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):いざ、尋常に勝負！（先制・プレイヤーのHP全回復）&br;仁王立ちしている（何もしない）==HP100％で使用==&br;キングアワりんのエンハンス！（999ターン攻撃力3倍）&br;<水>スプラッシュブレード（3倍時、24413ダメージ＆ランダム1色→水ドロップ）&br;<火>破龍紅蓮刃（3倍時、30690）|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):海辺の狩人|
|7|&mons230; %%%[[フェンリルナイト・カムイ>モンスター図鑑/0230]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''25315''};|&color(#b00){1};|1908654|28500||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):攻撃態勢（5ターン攻撃力1.25倍）==HP50％以下で使用==&br;氷刃乱舞（計40504の連続攻撃）==HP25％以下で使用==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):入江の守護神|
|7|&mons317; %%%[[水の機神兵・ミズガルズ>モンスター図鑑/0317]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''65331''};|&color(#b00){3};|4915295|2860||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ハイプレッシャー（残りHP99％ダメージ）&br;ミズガルズフロスト（65331ダメージ＆ドロップ5個→水ドロップ）|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):破龍の皇帝|
|9|&mons354; %%%[[ウンディーネ>モンスター図鑑/0354]]%%%x2	||BGCOLOR(#a6f1f1):水|&color(#b00){''28220''};|&color(#b00){2};|1283733|1260||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):スキルガード（10ターン状態異常無効）&br;キュアー==HP30％以下で使用、1度きり==|
|10|&mons692; %%%[[破龍皇帝・グランドジークフリート>モンスター図鑑/0692]]%%%	||BGCOLOR(#a6f1f1):水火|&color(#b00){''-''};|&color(#b00){2};|5307420|336||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):いざ、尋常に勝負！（先制・プレイヤーのHP全回復）&br;仁王立ちしている（何もしない）==HP100％で使用==&br;キングアワりんのエンハンス！（999ターン攻撃力3倍）&br;<水>スプラッシュブレード（3倍時、41404ダメージ＆ランダム1色→水ドロップ）&br;<火>破龍紅蓮刃（3倍時、52050）|

- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||	||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||

* コメント [#i9efc84b]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
