* 無限回廊 [#d6ba05dd]

|~名称		|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|無限回廊		|0|50|0|0|&color(#080){''0''};|

- [[無限回廊>スペシャルダンジョン/無限回廊]]

- 初心者のパズル練習、上級者のやり込み要素的なダンジョン。
- マイナーチェンジでダンジョン報酬無しに変更
- クリアすると[[真・無限回廊>スペシャルダンジョン/真・無限回廊]]が出現
- Ver.7.7で新・無限回廊から無限回廊に名称変更

|~面|~名前	|~ |~属性|~攻撃力|~後|~HP|~防御|~備考|
|~|&mons072; %%%[[アースファイター>モンスター図鑑/0072]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''1320''};|&color(#b00){3};|4350|100||
|~|&mons074; %%%[[ホワイトファイター>モンスター図鑑/0074]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''1140''};|&color(#b00){3};|4950|100||
|~|&mons076; %%%[[ブラックファイター>モンスター図鑑/0076]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''1350''};|&color(#b00){3};|5250|100||
|~|&mons057; %%%[[武者ゴブリン>モンスター図鑑/0057]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''1557''};|&color(#b00){4};|5707|56||
|~|&mons059; %%%[[マリンゴブリン>モンスター図鑑/0059]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''1632''};|&color(#b00){4};|5973|56||
|~|&mons061; %%%[[ホブゴブリン>モンスター図鑑/0061]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''1717''};|&color(#b00){4};|6240|56||
|~|&mons062; %%%[[レッドオーガ>モンスター図鑑/0062]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''2070''};|&color(#b00){4};|9900|0||
|~|&mons064; %%%[[ブルーオーガ>モンスター図鑑/0064]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''2160''};|&color(#b00){4};|10650|0||
|~|&mons066; %%%[[オーガ>モンスター図鑑/0066]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''2310''};|&color(#b00){4};|11400|0||
|~|&mons110; %%%[[ヴァンパイア>モンスター図鑑/0110]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''1749''};|&color(#b00){3};|32480|72||
|25|&mons120; %%%[[バジリスク>モンスター図鑑/0120]]%%%x2	||BGCOLOR(#bba6f1):闇|&color(#b00){''1243''};|&color(#b00){2};|45076|66||
|~|&mons111; %%%[[ヴァンパイアロード>モンスター図鑑/0111]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''3029''};|&color(#b00){3};|214080|280||
|26～29|&mons191; %%%[[パイロデビル>モンスター図鑑/0191]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''1611''};|&color(#b00){1};|8819|700||
|~|&mons193; %%%[[フロストデビル>モンスター図鑑/0193]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''1625''};|&color(#b00){1};|8889|700||
|~|&mons195; %%%[[タウロスデビル>モンスター図鑑/0195]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''1653''};|&color(#b00){1};|8958|700||
|~|&mons197; %%%[[ハーピィデビル>モンスター図鑑/0197]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''1667''};|&color(#b00){1};|9097|700||
|~|&mons199; %%%[[ブラッドデビル>モンスター図鑑/0199]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''1708''};|&color(#b00){1};|9167|700||
|~|&mons069; %%%[[フレイムナイト>モンスター図鑑/0069]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''2278''};|&color(#b00){2};|11042|135||
|~|&mons071; %%%[[アクアナイト>モンスター図鑑/0071]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''2319''};|&color(#b00){2};|11389|135||
|~|&mons073; %%%[[アースナイト>モンスター図鑑/0073]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''2375''};|&color(#b00){2};|11736|135||
|~|&mons075; %%%[[ホワイトナイト>モンスター図鑑/0075]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''2444''};|&color(#b00){2};|12083|135||
|~|&mons077; %%%[[ブラックナイト>モンスター図鑑/0077]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''2486''};|&color(#b00){2};|12431|135||
|~|&mons063; %%%[[サムライオーガ>モンスター図鑑/0063]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''6250''};|&color(#b00){4};|28470|0||
|~|&mons065; %%%[[アイスオーガ>モンスター図鑑/0065]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''6361''};|&color(#b00){4};|28819|0||
|~|&mons067; %%%[[アーマーオーガ>モンスター図鑑/0067]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''6458''};|&color(#b00){4};|29167|0||
|30|&mons143; %%%[[氷龍・ニブルヘイム>モンスター図鑑/0143]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''39304''};|&color(#b00){8};|276430|186||
|31～34|&mons047; %%%[[ルビーカーバンクル>モンスター図鑑/0047]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''3030''};|&color(#b00){2};|9300|140||
|~|&mons049; %%%[[サファイアカーバンクル>モンスター図鑑/0049]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''3120''};|&color(#b00){2};|9450|140||
|~|&mons051; %%%[[エメラルドカーバンクル>モンスター図鑑/0051]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''3210''};|&color(#b00){2};|9600|140||
|~|&mons057; %%%[[武者ゴブリン>モンスター図鑑/0057]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''4380''};|&color(#b00){4};|16050|140||
|~|&mons059; %%%[[マリンゴブリン>モンスター図鑑/0059]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''4590''};|&color(#b00){4};|16800|140||
|~|&mons061; %%%[[ホブゴブリン>モンスター図鑑/0061]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''4830''};|&color(#b00){4};|17550|140||
|35|&mons112; %%%[[サラマンダー>モンスター図鑑/0112]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''3210''};|&color(#b00){3};|121650|447||
|~|&mons116; %%%[[ドラゴネット>モンスター図鑑/0116]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''5460''};|&color(#b00){3};|166650|107||
|~|&mons114; %%%[[シーサーペント>モンスター図鑑/0114]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''5910''};|&color(#b00){4};|151650|220||
|36～39|&mons191; %%%[[パイロデビル>モンスター図鑑/0191]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''3480''};|&color(#b00){1};|19050|1400||
|~|&mons193; %%%[[フロストデビル>モンスター図鑑/0193]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''3510''};|&color(#b00){1};|19200|1400||
|~|&mons195; %%%[[タウロスデビル>モンスター図鑑/0195]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''3570''};|&color(#b00){1};|19350|1400||
|~|&mons197; %%%[[ハーピィデビル>モンスター図鑑/0197]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''3600''};|&color(#b00){1};|19650|1400||
|~|&mons199; %%%[[ブラッドデビル>モンスター図鑑/0199]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''3690''};|&color(#b00){1};|19800|1400||
|~|&mons069; %%%[[フレイムナイト>モンスター図鑑/0069]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''4920''};|&color(#b00){2};|23850|270||
|~|&mons071; %%%[[アクアナイト>モンスター図鑑/0071]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''5010''};|&color(#b00){2};|24600|270||
|~|&mons073; %%%[[アースナイト>モンスター図鑑/0073]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''5130''};|&color(#b00){2};|25350|270||
|~|&mons075; %%%[[ホワイトナイト>モンスター図鑑/0075]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''5280''};|&color(#b00){2};|26100|270||
|~|&mons077; %%%[[ブラックナイト>モンスター図鑑/0077]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''5370''};|&color(#b00){2};|26850|270||
|~|&mons063; %%%[[サムライオーガ>モンスター図鑑/0063]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''13500''};|&color(#b00){4};|61500|0||
|~|&mons065; %%%[[アイスオーガ>モンスター図鑑/0065]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''13740''};|&color(#b00){4};|62250|0||
|~|&mons067; %%%[[アーマーオーガ>モンスター図鑑/0067]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''13950''};|&color(#b00){4};|63000|0||
|40|&mons146; %%%[[邪龍・ヘルヘイム>モンスター図鑑/0146]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''7503''};|&color(#b00){2};|308152|434||
|41～43|&mons191; %%%[[パイロデビル>モンスター図鑑/0191]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''3480''};|&color(#b00){1};|19050|1400||
|~|&mons193; %%%[[フロストデビル>モンスター図鑑/0193]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''3510''};|&color(#b00){1};|19200|1400||
|~|&mons195; %%%[[タウロスデビル>モンスター図鑑/0195]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''3570''};|&color(#b00){1};|19350|1400||
|~|&mons197; %%%[[ハーピィデビル>モンスター図鑑/0197]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''3600''};|&color(#b00){1};|19650|1400||
|~|&mons199; %%%[[ブラッドデビル>モンスター図鑑/0199]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''3690''};|&color(#b00){1};|19800|1400||
|~|&mons192; %%%[[パイロデーモン>モンスター図鑑/0192]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''5460''};|&color(#b00){2};|46650|2200||
|~|&mons194; %%%[[フロストデーモン>モンスター図鑑/0194]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''5490''};|&color(#b00){2};|48150|2200||
|~|&mons196; %%%[[タウロスデーモン>モンスター図鑑/0196]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''5670''};|&color(#b00){2};|49650|2200||
|~|&mons198; %%%[[ハーピィデーモン>モンスター図鑑/0198]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''5550''};|&color(#b00){2};|51150|2200||
|~|&mons200; %%%[[ブラッドデーモン>モンスター図鑑/0200]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''5580''};|&color(#b00){2};|52650|2200||
|~|&mons098; %%%[[炎の魔剣士>モンスター図鑑/0098]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''6480''};|&color(#b00){3};|76350|900||
|~|&mons100; %%%[[氷の魔剣士>モンスター図鑑/0100]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''6540''};|&color(#b00){3};|76350|900||
|~|&mons102; %%%[[岩の魔剣士>モンスター図鑑/0102]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''6630''};|&color(#b00){3};|76350|900||
|~|&mons104; %%%[[光の魔剣士>モンスター図鑑/0104]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''6660''};|&color(#b00){3};|76350|900||
|~|&mons108; %%%[[闇の魔剣士>モンスター図鑑/0108]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''6720''};|&color(#b00){3};|76350|900||
|44|&mons128; %%%[[ヴィーナス>モンスター図鑑/0128]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''7773''};|&color(#b00){1};|591244|1600||
|45|&mons122; %%%[[ミネルヴァ>モンスター図鑑/0122]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''19433''};|&color(#b00){3};|709022|1600||
|46|&mons126; %%%[[セレス>モンスター図鑑/0126]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''14840''};|&color(#b00){2};|709022|1600||
|47|&mons124; %%%[[ネプチューン>モンスター図鑑/0124]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''25439''};|&color(#b00){4};|61244|96000||
|48|&mons130; %%%[[ハーデス>モンスター図鑑/0130]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''113064''};|&color(#b00){6};|826800|1600||
|49|&mons189; %%%[[ヘラ>モンスター図鑑/0189]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''17007''};|&color(#b00){1};|3536984|496||
|50|&mons187; %%%[[ゼウス>モンスター図鑑/0187]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''25487''};|&color(#b00){1};|5305418|7360||

- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||	||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||

** チーム編成例 [#me485941]

- コンティニュー不可なので、後半楽な編成がおすすめ。

|~Ver|~チーム編成（左右がリーダー）|~HP|~石|~備考|
|||RIGHT:|RIGHT:||c
|v5.0|&mons566; &mons512; &mons512; &mons135; &mons135; &mons566;||-|スキルが発動すれば快適。ゼウスまでスキルが温存できればクリアできそう。|
|v5.1.2|&mons629; &mons188; &mons190; &mons190; &mons190; &mons629;|52000|-|ゼウス突入時にスキルがすべて貯まっている状態が望ましい&br; ラスゴ×1+ギガグラ×3+明星×2でゼウスを倒せる&br; 変換が無いので、クリアできるかはドロップ運(回復)とパズル力による|
|v6.1 |&mons917; &mons694; &mons825; &mons201; &mons986; &mons917;| |- |ネプで変換で貫通、ヘラで威嚇＆変換、ゼウスで威圧＆ラスゴ×２＆変換。|

//| |&mons000; &mons000; &mons000; &mons000; &mons000; &mons000;| | | |

- 編成の参考に。左右がリーダー。HPはフレンドを含めたもの。
- レベルやスキルレベルは省略しているので&color(#dc143c){あくまで参考程度に。};

* コメント [#d254cea3]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
