* 龍騎姫の聖地【同キャラ禁止】 [#hb476f1b]

|~名称		|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|古の月影		|50|7|35000|11500|&color(#080){''230''};|
|古の聖刻		|50|7|36000|11000|&color(#080){''220''};|
|古の天風		|50|7|37000|13000|&color(#080){''260''};|
|古の秘海		|50|7|37000|13000|&color(#080){''260''};|
|古の焔土		|50|7|39000|12000|&color(#080){''240''};|

- 「[[戦国龍の領土>テクニカルダンジョン/戦国龍の領土]]」のクリアで出現
- スペシャルダンジョン「[[焔の龍騎姫>スペシャルダンジョン/焔の龍騎姫]]」「[[海の龍騎姫>スペシャルダンジョン/海の龍騎姫]]」「[[風の龍騎姫>スペシャルダンジョン/風の龍騎姫]]」「[[聖の龍騎姫>スペシャルダンジョン/聖の龍騎姫]]」「[[影の龍騎姫>スペシャルダンジョン/影の龍騎姫]]」の地獄級と同じ構成。
- 道中でフェアリーシリーズが稀に出現

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ラッキーエンカウント（先制・プレイヤーのHP全回復）&br;闇精の筆跡（2814ダメージ＆ランダム1色→闇ドロップ）&br;マジカルブック♪（880）==HP50％以下で使用==&br;秘密の箱（ドロップ6個→毒ドロップ）==HP50％以下で使用==|
|3|&mons910; %%%[[ブラックバロン>モンスター図鑑/0910]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|139931|60000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ポイズンエッジ（先制・6469ダメージ＆ドロップ3個→毒ドロップ）&br;カオスエッジ（7611ダメージ＆ランダム1色→お邪魔ドロップ）|
|5|&mons1370; %%%[[シャドロン>モンスター図鑑/1370]]%%%x2		||BGCOLOR(#bba6f1):闇|&color(#b00){''4770''};|&color(#b00){1};|135900|120||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):プチダーク（3816ダメージ＆ランダム1色→闇ドロップ）&br;武器をふりまわした（連続攻撃3816～7632）==HP50％以下で使用==|
|~|&mons588; %%%[[月夜の魔人・ワーウルフ>モンスター図鑑/0588]]%%% 	||BGCOLOR(#bba6f1):闇|&color(#b00){''6840''};|&color(#b00){2};|36|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):怒りの遠吠え（1体の時、10ターン攻撃力3倍）&br;ウルフコンボ（連続攻撃8550）==HP70％以下で使用==|
|6|&mons387; %%%[[グリプスライダー・フィン>モンスター図鑑/0387]]%%%	||BGCOLOR(#bba6f1):闇光|&color(#b00){''4590''};|&color(#b00){1};|1503300|1100||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):グリフォンネイル（先制・2295ダメージ＆ドロップ3個→毒ドロップ）&br;老兵の魔槍（3443ダメージ＆ランダム1色→闇ドロップ）&br;黄金騎士の覚醒（999ターン攻撃力2倍）==HP50％以下で使用==&br;マック・ア・ルイン（2倍時、13770ダメージ＆ランダム1色→光ドロップ）==HP50％以下で使用==|
|7|&mons1365; %%%[[月影の龍騎姫・ムーラン>モンスター図鑑/1365]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|2780400|1800||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):参ります（先制・5ターン状態異常無効）&br;月花の瞳（4ターン操作時間1秒短縮）&br;月天衝（6554ダメージ＆光ドロップ→闇ドロップ）&br;九龍爪牙（連続攻撃9252）&br;お覚悟（771ダメージ＆ドロップが見えなくなる）==HP50％以下で使用==&br;月影の舞（連続攻撃12336）==HP50％以下で使用==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):古の聖刻|
||&mons053; %%%[[トパーズカーバンクル>モンスター図鑑/0053]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''6844''};|&color(#b00){2};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons268; %%%[[ボルトキメラ>モンスター図鑑/0268]]%%%		||BGCOLOR(#f1f1a6):光|&color(#b00){''7890''};|&color(#b00){2};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):連続攻撃（攻撃力0.7倍x2回）|
||&mons793; %%%[[サイクロプス>モンスター図鑑/0793]]%%%		||BGCOLOR(#f1f1a6):光|&color(#b00){''10260''};|&color(#b00){3};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ヘビーブロウ（残りHP75％ダメージ）&br;メガインパクト（15390）==HP30％以下で使用==|
||&mons249; %%%[[ダブトパリット>モンスター図鑑/0249]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''9629''};|&color(#b00){3};|11|155556||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons1185; %%%[[光の精・サンリッチ>モンスター図鑑/1185]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''3213''};|&color(#b00){1};|1018192|210|※稀に出現、確定ドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ラッキーエンカウント（先制・プレイヤーのHP全回復）&br;光精の筆跡（2570ダメージ＆ランダム1色→光ドロップ）&br;マジカルブック♪（803）==HP50％以下で使用==&br;如意棒（連続攻撃8996）==HP50％以下で使用==|
|3|&mons909; %%%[[ホワイトバロン>モンスター図鑑/0909]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};||75000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):騎士道精神（先制・プレイヤーのHP全回復）&br;サンダーフォース（6089ダメージ＆ランダム1色→光ドロップ）&br;エンパイアソード（11417）==HP25％以下で使用==|
|5|&mons1369; %%%[[シャイロン>モンスター図鑑/1369]]%%%x2		||BGCOLOR(#f1f1a6):光|&color(#b00){''5670''};|&color(#b00){2};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):プチサンダー（4368ダメージ＆ランダム1色→光ドロップ）&br;武器をふりまわした（連続攻撃4368～9072）==HP50％以下で使用==|
|~|&mons586; %%%[[光の妖精・ピクシー>モンスター図鑑/0586]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''5490''};|&color(#b00){2};|24|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):妖精のいたずら（先制・5490ダメージ＆ランダム1色→お邪魔ドロップ）&br;眠りのまじない（2体2ターンバインド）==HP25％以下で使用==|
|6|&mons385; %%%[[ドラゴンライダー・アーサー>モンスター図鑑/0385]]%%%	||BGCOLOR(#f1f1a6):光闇|&color(#b00){''7290''};|&color(#b00){1};|1203300|440||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):<光>ドラゴニックハウリング（先制・ランダム3色→お邪魔ドロップ）&br;<光>ライトニングウイング（5468ダメージ＆闇ドロップ→光ドロップ）&br;<闇>宝剣を引き抜いた（何もしない、1度きり）&br;<闇>エクスカリバー（10935ダメージ＆ランダム1色→光ドロップ）|
|7|&mons1364; %%%[[聖刻の龍騎姫・ジャンヌダルク>モンスター図鑑/1364]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|3005400|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):問答無用！（先制・残りHP75％ダメージ）&br;赤龍兵ヴァロワ（6459ダメージ＆木ドロップ→火ドロップ）&br;青龍兵ジルドレ（6459ダメージ＆火ドロップ→水ドロップ）&br;突撃あるのみ！（連続攻撃8612）&br;火気厳禁っ！！！！（火属性2～3ターンバインド、1度きり）==HP50％以下で使用==&br;今こそ好機！ 攻めるのよ！（3ターン攻撃力2倍）==HP50％以下で使用==&br;進撃のラ・ピュセル（連続攻撃12920）==HP50％以下で使用==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):古の天風|
||&mons196; %%%[[タウロスデーモン>モンスター図鑑/0196]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''5670''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ファイアバインド|
||&mons061; %%%[[ホブゴブリン>モンスター図鑑/0061]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''6386''};|&color(#b00){3};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):回復妨害（回復ドロップ→お邪魔ドロップ）|
||&mons067; %%%[[アーマーオーガ>モンスター図鑑/0067]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''13950''};|&color(#b00){5};||0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):気合溜め（次回攻撃力2倍）|
||&mons1183; %%%[[木の精・リリー>モンスター図鑑/1183]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''3050''};|&color(#b00){1};||0|※稀に出現、確定ドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ラッキーエンカウント（先制・プレイヤーのHP全回復）&br;木精の筆跡（2440ダメージ＆ランダム1色→木ドロップ）&br;マジカルブック♪（763）==HP50％以下で使用==&br;碧星の剛剣（9150ダメージ）==HP50％以下で使用==|
|1|&mons193; %%%[[タウロスデビル>モンスター図鑑/0193]]%%%x3	||BGCOLOR(#bbf1a6):木|&color(#b00){''3570''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):怒り（3ターン攻撃力1.3倍）|
|~|&mons199; %%%[[ブラッドデビル>モンスター図鑑/0199]]%%%x2	||BGCOLOR(#bba6f1):闇|&color(#b00){''3690''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):怒り（3ターン攻撃力1.3倍）|
|3|&mons312; %%%[[炎のアーマーオーガ>モンスター図鑑/0312]]%%%	||BGCOLOR(#bbf1a6):木火|&color(#b00){''12840''};|&color(#b00){3};||0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):<木>ウォーターバインド&br;<火>フレイムストライク（19260）|
|~|&mons313; %%%[[氷のアーマーオーガ>モンスター図鑑/0313]]%%%	||BGCOLOR(#bbf1a6):木水|&color(#b00){''12840''};|&color(#b00){3};||0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|5|&mons1368; %%%[[ウィンロン>モンスター図鑑/1368]]%%%x2		||BGCOLOR(#bbf1a6):木|&color(#b00){''5460''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):プチウィンド（4368ダメージ＆ランダム1色→木ドロップ）&br;武器をふりまわした（連続攻撃4368～8736）==HP50％以下で使用==|
|~|&mons584; %%%[[森の賢人・トレント>モンスター図鑑/0584]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''29319''};|&color(#b00){4};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):絡みつく根（3体2～4ターンバインド、1度きり）==HP25％以下で使用==|
|6|&mons383; %%%[[マリンライダー・ロビン>モンスター図鑑/0383]]%%%	||BGCOLOR(#bbf1a6):木水|&color(#b00){''6840''};|&color(#b00){1};|1128300|||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):狩猟の妙技（先制・3ターンお邪魔ドロップが10％で出現）&br;レッグスナイプ（フレンドを2ターンバインド）&br;ライド・オン・アタック（1710、1度きり）==HP50％以下で使用==&br;クリティカルアロー（10260）==HP50％以下で使用==|
|7|&mons1363; %%%[[天風の龍騎姫・イシュタル>モンスター図鑑/1363]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''5220''};|&color(#b00){1};|2522250|||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):風戦神のお守り（先制・4ターン状態異常無効）&br;いくよ！ニヌルタ！（3ターン攻撃力3倍）&br;サンドストーム（2610ダメージ＆ドロップが見えなくなる）&br;ガストシュート（3915ダメージ＆ランダム1色→木ドロップ）&br;ゲイルスラスト（連続攻撃5220）&br;ちょ、ちょっと、休憩を･･･（何もしない、次回から通常攻撃）&br;な、なんて手強いのっ！（何もしない）&br;ううっ･･･助けてお父さんっ！！（何もしない、アヌの裁きと交互に使用）==HP30％以下で使用==&br;アヌの裁き（連続攻撃62640）==HP30％以下で使用==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):古の秘海|
||&mons194; %%%[[フロストデーモン>モンスター図鑑/0194]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''5490''};|&color(#b00){1};|48150|2200||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):リーフバインド|
||&mons059; %%%[[マリンゴブリン>モンスター図鑑/0059]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''6069''};|&color(#b00){3};|22213|182||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):回復妨害（回復ドロップ→お邪魔ドロップ）|
||&mons065; %%%[[アイスオーガ>モンスター図鑑/0065]]%%%		||BGCOLOR(#a6f1f1):水|&color(#b00){''13740''};|&color(#b00){5};|62250|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):気合溜め（次回攻撃力2倍）|
||&mons1181; %%%[[水の精・シャルル>モンスター図鑑/1181]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''3213''};|&color(#b00){1};|792187|0|※稀に出現、確定ドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ラッキーエンカウント（先制・プレイヤーのHP全回復）&br;水精の筆跡（2570ダメージ＆ランダム1色→水ドロップ）&br;マジカルブック♪（803）==HP50％以下で使用==&br;蒼聖の鎖（4820ダメージ＆1体3ターンバインド）==HP50％以下で使用==|
|1|&mons193; %%%[[フロストデビル>モンスター図鑑/0193]]%%%x3	||BGCOLOR(#a6f1f1):水|&color(#b00){''3510''};|&color(#b00){1};|19200|1400||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):怒り（3ターン攻撃力1.3倍）|
|~|&mons199; %%%[[ブラッドデビル>モンスター図鑑/0199]]%%%x2	||BGCOLOR(#bba6f1):闇|&color(#b00){''3690''};|&color(#b00){1};|19800|1400||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):怒り（3ターン攻撃力1.3倍）|
|3|&mons312; %%%[[炎のアイスオーガ>モンスター図鑑/0312]]%%%	||BGCOLOR(#a6f1f1):水火|&color(#b00){''16440''};|&color(#b00){3};|45250|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):<水>羽交い絞め（1体10ターンバインド、1度きり）&br;<火>フレイムストライク（24660）|
|~|&mons313; %%%[[樹のアイスオーガ>モンスター図鑑/0313]]%%%	||BGCOLOR(#a6f1f1):水木|&color(#b00){''16440''};|&color(#b00){3};|45250|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|5|&mons1367; %%%[[ウォーロン>モンスター図鑑/1367]]%%%x2		||BGCOLOR(#a6f1f1):水|&color(#b00){''5670''};|&color(#b00){1};|173400|120||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):プチアイス（4536ダメージ＆ランダム1色→水ドロップ）&br;武器をふりまわした（連続攻撃4536～9072）==HP50％以下で使用==|
|~|&mons582; %%%[[湖の幻馬・ケルピー>モンスター図鑑/0582]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''18694''};|&color(#b00){2};|14375|54000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):水馬の嘶き（1体の時、6ターン攻撃力2倍）|
|6|&mons381; %%%[[ビーストライダー・マーリン>モンスター図鑑/0381]]%%%	||BGCOLOR(#a6f1f1):水火|&color(#b00){''7080''};|&color(#b00){1};|1053300|440||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ミステリー☆イリュージョン（先制・ランダム2色→お邪魔ドロップ）&br;マジカル☆ウォッシュ（6372ダメージ＆木ドロップ→水ドロップ）&br;ライド☆オン（何もしない、1度きり）==HP50％以下で使用==&br;ツイン☆クロス☆ボム（連続攻撃10620）==HP50％以下で使用==|
|7|&mons1362; %%%[[秘海の龍騎姫・クレオパトラ>モンスター図鑑/1362]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};|2222250|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):エゴイストヒール（先制・5ターン状態異常無効）&br;愛のムチ（9338ダメージ＆ランダム1色→回復ドロップ）&br;水ドロップキック（7470ダメージ＆ランダム1色→水ドロップ）&br;ブルードラゴンスクリュー（連続攻撃11205）&br;氷結コブラツイスト（3735ダメージ＆フレンド1ターンバインド）&br;毒霧（5603ダメージ＆ドロップが見えなくなる）&br;サーペント・トップ（何もしない、1度きり）==HP50％以下で使用==&br;ナイル式ムーンサルトプレス（1868ダメージ＆6体1～2ターンバインド）==HP50％以下で使用==&br;このまま眠りなさい（何もしない、ピンフォールと交互に使用）==HP50％以下で使用==&br;ピンフォール（373500）==HP50％以下で使用==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):古の焔土|
||&mons545; %%%[[火の下忍>モンスター図鑑/0545]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''6390''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):影縫いの術（1体5ターンバインド）==HP25％以下で使用==|
||&mons057; %%%[[武者ゴブリン>モンスター図鑑/0057]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''5791''};|&color(#b00){3};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):回復妨害（回復ドロップ→お邪魔ドロップ）|
||&mons063; %%%[[サムライオーガ>モンスター図鑑/0063]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''13500''};|&color(#b00){3};||0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):気合溜め（次回攻撃力2倍）|
||&mons1179; %%%[[火の精・パロット>モンスター図鑑/1179]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''3213''};|&color(#b00){1};||0|※稀に出現、確定ドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ラッキーエンカウント（先制・プレイヤーのHP全回復）&br;火精の筆跡（2570ダメージ＆ランダム1色→火ドロップ）&br;マジカルブック♪（803）==HP50％以下で使用==&br;草薙の剣（連続攻撃4821～6428）==HP50％以下で使用==|
|1|&mons545; %%%[[火の下忍>モンスター図鑑/0545]]%%%x2		||BGCOLOR(#f1bba6):火|&color(#b00){''6390''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):影縫いの術（1体5ターンバインド）==HP25％以下で使用==|
|~|&mons551; %%%[[光の下忍>モンスター図鑑/0551]]%%%x2		||BGCOLOR(#f1f1a6):光|&color(#b00){''6540''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===電光石火（3270）|
|3|&mons310; %%%[[氷のサムライオーガ>モンスター図鑑/0310]]%%%	||BGCOLOR(#f1bba6):火水|&color(#b00){''13500''};|&color(#b00){3};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):<火>気合溜め（次回攻撃力2倍）&br;<水>フリーズストライク（20250）|
|~|&mons311; %%%[[樹のサムライオーガ>モンスター図鑑/0311]]%%%	||BGCOLOR(#f1bba6):火木|&color(#b00){''13500''};|&color(#b00){3};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):<火>気合溜め（次回攻撃力2倍）&br;<木>ロックストライク（20250）|
|5|&mons1366; %%%[[ファイロン>モンスター図鑑/1366]]%%%x2		||BGCOLOR(#f1bba6):火|&color(#b00){''5910''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):プチファイア（4728ダメージ＆ランダム1色→火ドロップ）&br;武器をふりまわした（連続攻撃4728～9456）==HP50％以下で使用==|
|~|&mons580; %%%[[焔の霊魂・ウィルオーウィスプ>モンスター図鑑/0580]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''9528''};|&color(#b00){1};||54000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ファイアボール（11910）==HP25％以下で使用==|
|6|&mons379; %%%[[ディノライダー・ドレーク>モンスター図鑑/0379]]%%%	||BGCOLOR(#f1bba6):火木|&color(#b00){''14490''};|&color(#b00){2};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):<火>ジュラシックハウリング（先制・ランダム2色→お邪魔ドロップ）&br;<火>ヒートアックス（13041ダメージ＆水ドロップ→火ドロップ）&br;<木>ライド・オン（何もしない、1度きり）&br;<木>ゴールデン・ハインド（21735）|
|7|&mons1361; %%%[[焔土の龍騎姫・卑弥呼>モンスター図鑑/1361]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''8370''};|&color(#b00){1};|1880400|||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ごっど・びーすと・みらー（先制・3ターン状態異常無効）&br;ふれいむ・こふん（4185ダメージ＆1体2ターンバインド）&br;ハニたま投擲（6696ダメージ＆ランダム1色→火ドロップ）&br;どぐう・おん・どらぐーん（何もしない、1度きり）==HP30％以下で使用==&br;ばーにんぐ・やまたいこく（連続攻撃16740）==HP30％以下で使用==|

- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||	||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||

* コメント [#g00ab687]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
