* 火と影の犬龍【同キャラ禁止】 [#y630d9b6]

#ginclude(Parts/関連,notitle,or,spd14)

|~名称			|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|燃忍犬龍 超地獄級（テクニカル）	|50|7|48000|23000|&color(#080){''&calc(23000/50,1);''};|
|燃忍犬龍 地獄級（テクニカル）	|45|7|40000|16000|&color(#080){''&calc(16000/45,1);''};|
|燃忍犬龍 超級（テクニカル）		|40|7|20000|8600|&color(#080){''&calc(8600/40,1);''};|
|燃忍犬龍 上級（テクニカル）		|25|7|9500|3500|&color(#080){''&calc(3500/25,1);''};|
|燃忍犬龍 中級（テクニカル）		|15|6|1600|1300|&color(#080){''&calc(1300/15,1);''};|

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
||&mons1780; %%%[[紫の丼魔・スキドン>モンスター図鑑/1780]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|2319900|0|※稀に出現、確定ドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ヤミートスマッシュ（10770ダメージ＆闇ドロップ→お邪魔ドロップ）&br;テイスティンガー！（21540）==HP50％以下で使用==&br;もぐもぐタイム（HP50％回復）==HP50％以下で使用==|
|2|&mons717; %%%[[ねねこ>モンスター図鑑/0717]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''7816''};|&color(#b00){2};|41055|1365||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ファイアバインド&br; 暗黒変化の術・水（闇ドロップ→水ドロップ）|
|~|&mons779; %%%[[こだま>モンスター図鑑/0779]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''9956''};|&color(#b00){3};|21222|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ウォーターバインド&br;流水変化の術・木（水ドロップ→木ドロップ）|
|~|&mons718; %%%[[はまひめ>モンスター図鑑/0718]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''11146''};|&color(#b00){1};|50972|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):フラッシュバインド&br;業炎変化の術・闇（火ドロップ→闇ドロップ）|
|4|&mons1527; %%%[[水の上忍>モンスター図鑑/1527]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''6853''};|&color(#b00){1};|705972|800||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===忍法・霧隠れ（5ターン闇属性吸収）&br;お色気の術（3292ダメージ＆サブ3体1～2ターンバインド）==HP75％以下で使用==|
|~|&mons2309; %%%[[豹紋の妖異・風狸>モンスター図鑑/2309]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''7391''};|&color(#b00){1};|620575|270||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===風に乗るでありんす（5ターン4コンボ以下の攻撃吸収）&br;不思議な小枝（計11826の連続攻撃）&br;命乞い（1ターン被ダメージ50％減）==HP50％以下で使用、1度きり==|
|6|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons556; %%%[[紅焔の巫女・望月千代女>モンスター図鑑/0556]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''11013''};|&color(#b00){1};|1267156|1380||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):鳳仙火（8810ダメージ＆ランダム1色→火ドロップ）&br;火遁・旱魃陣（水属性2～3ターンバインド）==HP50％以下で使用==&br;炎遁・桜火炎舞（計17620の連続攻撃）==HP30％以下で使用==|
|~|&mons564; %%%[[朧夜の闇忍・服部半蔵>モンスター図鑑/0564]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''12880''};|&color(#b00){1};|784933|13800||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===電光石火（6440）&br;真・影縫いの術（光属性1～4ターンバインド）==HP75％以下で使用、1度きり==&br;朧連斬（15456～30912の連続攻撃）==HP50％以下で使用==|
|7|&mons2429; %%%[[火の犬龍・トサワンドラ>モンスター図鑑/2429]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|2538450|460||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ガン飛ばし（3ターンスキル使用不可）&br;バトルソウル（1体の時、999ターン攻撃力3倍）&br;剛吠（全員のスキル1～2ターン遅延）==HP50％以下で使用、1度きり==&br;フレイムバイト（12240ダメージ＆ドロップ4個→火ドロップ）&br;御手（8568）&br;丘割（17136）&br;猛突進（計36720の連続攻撃）==HP10％以下で使用==|
|~|&mons2432; %%%[[影の犬龍・シババウドラ>モンスター図鑑/2432]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|2133450|460||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===つぶらな瞳（999ターン状態異常無効）&br;仲間思い（1体の時、他方をHP45％で復活）&br;耐える（5ターン被ダメージ30％減）==HP70％以下で使用、1度きり==&br;甘噛み（4095ダメージ＆1体2ターンバインド）&br;スラッシュ・ワン（9009）&br;プレゼントボーン（8190ダメージ＆横3行目→闇ドロップ）&br;穴掘り（ドロップが見えなくなる）&br;必殺ワン打フル（残りHP100％ダメージ）==HP10％以下で使用==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):燃忍犬龍 地獄級|
||&mons545; %%%[[火の下忍>モンスター図鑑/0545]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''6390''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):影縫いの術（1体5ターンバインド）==HP25％以下で使用、1度きり==|
||&mons553; %%%[[闇の下忍>モンスター図鑑/0553]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''6480''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):煙幕（ドロップが見えなくなる）|
||&mons546; %%%[[火の中忍>モンスター図鑑/0546]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''4050''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):剛力の丸薬（5ターン攻撃力3倍）==HP25％以下で使用==|
||&mons554; %%%[[闇の中忍>モンスター図鑑/0554]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){6};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):鮮血の鉤爪（計82620の連続攻撃）|
||&mons2435; %%%[[ホノシバマル>モンスター図鑑/2435]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''4331''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ワオン！（3465）&br;炎術の巻物（5197ダメージ＆ランダム1色→火ドロップ）|
||&mons2439; %%%[[ヤミシバマル>モンスター図鑑/2439]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''4982''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===クゥン（残りHP30％ダメージ）&br;呪術の巻物（全員のスキル1～2ターン遅延）|
||&mons1772; %%%[[炎の丼魔・カルドン>モンスター図鑑/1772]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|||※稀に出現、確定ドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ミートスマッシュ（7361ダメージ＆火ドロップ→お邪魔ドロップ）&br;テイスティンガー！（14722）==HP50％以下で使用==&br;もぐもぐタイム（HP50％回復）==HP50％以下で使用==|
||&mons1780; %%%[[紫の丼魔・スキドン>モンスター図鑑/1780]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|||※稀に出現、確定ドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ヤミートスマッシュ（7300ダメージ＆闇ドロップ→お邪魔ドロップ）&br;テイスティンガー！（14600）==HP50％以下で使用==&br;もぐもぐタイム（HP50％回復）==HP50％以下で使用==|
|2|&mons717; %%%[[ねねこ>モンスター図鑑/0717]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''4064''};|&color(#b00){2};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ファイアバインド&br; 暗黒変化の術・水（闇ドロップ→水ドロップ）|
|~|&mons779; %%%[[こだま>モンスター図鑑/0779]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''5104''};|&color(#b00){3};||0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ウォーターバインド&br;流水変化の術・木（水ドロップ→木ドロップ）|
|~|&mons718; %%%[[はまひめ>モンスター図鑑/0718]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''5714''};|&color(#b00){1};||0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):フラッシュバインド&br;業炎変化の術・闇（火ドロップ→闇ドロップ）|
|4|&mons1527; %%%[[水の上忍>モンスター図鑑/1527]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''3529''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===忍法・霧隠れ（5ターン闇属性吸収）&br;お色気の術（1765ダメージ＆サブ3体1～2ターンバインド）==HP75％以下で使用==|
|~|&mons2309; %%%[[豹紋の妖異・風狸>モンスター図鑑/2309]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''5612''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===風に乗るでありんす（5ターン4コンボ以下の攻撃吸収）&br;不思議な小枝（計8980の連続攻撃）&br;命乞い（1ターン被ダメージ50％減）==HP50％以下で使用、1度きり==|
|6|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons556; %%%[[紅焔の巫女・望月千代女>モンスター図鑑/0556]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''8162''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):鳳仙火（6350ダメージ＆ランダム1色→火ドロップ）&br;火遁・旱魃陣（水属性2～3ターンバインド）==HP50％以下で使用==&br;炎遁・桜火炎舞（計13060の連続攻撃）==HP30％以下で使用==|
|~|&mons564; %%%[[朧夜の闇忍・服部半蔵>モンスター図鑑/0564]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''9545''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===電光石火（4773）&br;真・影縫いの術（光属性1～4ターンバインド）==HP75％以下で使用、1度きり==&br;朧連斬（11454～22908の連続攻撃）==HP50％以下で使用==|
|7|&mons2429; %%%[[火の犬龍・トサワンドラ>モンスター図鑑/2429]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|1720505|322||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ガン飛ばし（3ターンスキル使用不可）&br;バトルソウル（1体の時、999ターン攻撃力3倍）&br;剛吠（全員のスキル1～2ターン遅延）==HP50％以下で使用、1度きり==&br;フレイムバイト（8296ダメージ＆ドロップ4個→火ドロップ）&br;御手（5807）&br;丘割（11614）&br;猛突進（計24888の連続攻撃）==HP10％以下で使用==|
|~|&mons2432; %%%[[影の犬龍・シババウドラ>モンスター図鑑/2432]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|1446005|322||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===つぶらな瞳（999ターン状態異常無効）&br;仲間思い（1体の時、他方をHP45％で復活）&br;耐える（5ターン被ダメージ30％減）==HP70％以下で使用、1度きり==&br;甘噛み（2776ダメージ＆1体2ターンバインド）&br;スラッシュ・ワン（6106）&br;プレゼントボーン（5551ダメージ＆横3行目→闇ドロップ）&br;穴掘り（ドロップが見えなくなる）&br;必殺ワン打フル（残りHP100％ダメージ）==HP10％以下で使用==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):燃忍犬龍 超級|
||&mons545; %%%[[火の下忍>モンスター図鑑/0545]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''3645''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):影縫いの術（1体5ターンバインド）==HP25％以下で使用、1度きり==|
||&mons553; %%%[[闇の下忍>モンスター図鑑/0553]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''3696''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):煙幕（ドロップが見えなくなる）|
||&mons546; %%%[[火の中忍>モンスター図鑑/0546]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''2310''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):剛力の丸薬（5ターン攻撃力3倍）==HP25％以下で使用==|
||&mons554; %%%[[闇の中忍>モンスター図鑑/0554]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){6};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):鮮血の鉤爪（計47124の連続攻撃）|
||&mons2435; %%%[[ホノシバマル>モンスター図鑑/2435]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''2272''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ワオン！（1818）&br;炎術の巻物（2726ダメージ＆ランダム1色→火ドロップ）|
||&mons2439; %%%[[ヤミシバマル>モンスター図鑑/2439]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''2613''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===クゥン（残りHP30％ダメージ）&br;呪術の巻物（全員のスキル1～2ターン遅延）|
||&mons1772; %%%[[炎の丼魔・カルドン>モンスター図鑑/1772]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|||※稀に出現、確定ドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ミートスマッシュ（5028ダメージ＆火ドロップ→お邪魔ドロップ）&br;テイスティンガー！（10056）==HP50％以下で使用==&br;もぐもぐタイム（HP50％回復）==HP50％以下で使用==|
||&mons1780; %%%[[紫の丼魔・スキドン>モンスター図鑑/1780]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|||※稀に出現、確定ドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ヤミートスマッシュ（4986ダメージ＆闇ドロップ→お邪魔ドロップ）&br;テイスティンガー！（9972）==HP50％以下で使用==&br;もぐもぐタイム（HP50％回復）==HP50％以下で使用==|
|2|&mons717; %%%[[ねねこ>モンスター図鑑/0717]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''2813''};|&color(#b00){2};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ファイアバインド&br; 暗黒変化の術・水（闇ドロップ→水ドロップ）|
|~|&mons779; %%%[[こだま>モンスター図鑑/0779]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''3486''};|&color(#b00){3};||0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ウォーターバインド&br;流水変化の術・木（水ドロップ→木ドロップ）|
|~|&mons718; %%%[[はまひめ>モンスター図鑑/0718]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''3903''};|&color(#b00){1};||0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):フラッシュバインド&br;業炎変化の術・闇（火ドロップ→闇ドロップ）|
|4|&mons1527; %%%[[水の上忍>モンスター図鑑/1527]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''2001''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===忍法・霧隠れ（5ターン闇属性吸収）&br;お色気の術（1001ダメージ＆サブ3体1～2ターンバインド）==HP75％以下で使用==|
|~|&mons2309; %%%[[豹紋の妖異・風狸>モンスター図鑑/2309]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''2944''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===風に乗るでありんす（5ターン4コンボ以下の攻撃吸収）&br;不思議な小枝（計4710の連続攻撃）&br;命乞い（1ターン被ダメージ50％減）==HP50％以下で使用、1度きり==|
|6|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons556; %%%[[紅焔の巫女・望月千代女>モンスター図鑑/0556]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''2458''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):鳳仙火（1966ダメージ＆ランダム1色→火ドロップ）&br;火遁・旱魃陣（水属性2～3ターンバインド）==HP50％以下で使用==&br;炎遁・桜火炎舞（計3932の連続攻撃）==HP30％以下で使用==|
|~|&mons564; %%%[[朧夜の闇忍・服部半蔵>モンスター図鑑/0564]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''2875''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===電光石火（1438）&br;真・影縫いの術（光属性1～4ターンバインド）==HP75％以下で使用、1度きり==&br;朧連斬（3450～6900の連続攻撃）==HP50％以下で使用==|
|7|&mons2429; %%%[[火の犬龍・トサワンドラ>モンスター図鑑/2429]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|902560|184||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ガン飛ばし（3ターンスキル使用不可）&br;バトルソウル（1体の時、999ターン攻撃力3倍）&br;剛吠（全員のスキル1～2ターン遅延）==HP50％以下で使用、1度きり==&br;フレイムバイト（4352ダメージ＆ドロップ4個→火ドロップ）&br;御手（3046）&br;丘割（6093）&br;猛突進（計13056の連続攻撃）==HP10％以下で使用==|
|~|&mons2432; %%%[[影の犬龍・シババウドラ>モンスター図鑑/2432]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|758560|184||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===つぶらな瞳（999ターン状態異常無効）&br;仲間思い（1体の時、他方をHP45％で復活）&br;耐える（5ターン被ダメージ30％減）==HP70％以下で使用、1度きり==&br;甘噛み（1456ダメージ＆1体2ターンバインド）&br;スラッシュ・ワン（3203）&br;プレゼントボーン（2912ダメージ＆横3行目→闇ドロップ）&br;穴掘り（ドロップが見えなくなる）&br;必殺ワン打フル（残りHP100％ダメージ）==HP10％以下で使用==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):燃忍犬龍 上級|
||&mons545; %%%[[火の下忍>モンスター図鑑/0545]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''899''};|&color(#b00){1};||||
||&mons553; %%%[[闇の下忍>モンスター図鑑/0553]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''912''};|&color(#b00){1};||||
||&mons546; %%%[[火の中忍>モンスター図鑑/0546]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''570''};|&color(#b00){1};||||
||&mons554; %%%[[闇の中忍>モンスター図鑑/0554]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''3230''};|&color(#b00){6};||||
||&mons2435; %%%[[ホノシバマル>モンスター図鑑/2435]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''899''};|&color(#b00){1};||||
||&mons2439; %%%[[ヤミシバマル>モンスター図鑑/2439]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''1034''};|&color(#b00){1};||||
||&mons1772; %%%[[炎の丼魔・カルドン>モンスター図鑑/1772]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''1528''};|&color(#b00){1};|||※稀に出現、確定ドロップ|
||&mons1780; %%%[[紫の丼魔・スキドン>モンスター図鑑/1780]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''1516''};|&color(#b00){1};|||※稀に出現、確定ドロップ|
|2|&mons717; %%%[[ねねこ>モンスター図鑑/0717]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''936''};|&color(#b00){2};||||
|~|&mons779; %%%[[こだま>モンスター図鑑/0779]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''1060''};|&color(#b00){3};||0||
|~|&mons718; %%%[[はまひめ>モンスター図鑑/0718]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''1186''};|&color(#b00){1};||0||
|4|&mons546; %%%[[火の中忍>モンスター図鑑/0546]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''570''};|&color(#b00){1};||||
|~|&mons554; %%%[[闇の中忍>モンスター図鑑/0554]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''3230''};|&color(#b00){6};||||
|~|&mons2309; %%%[[豹紋の妖異・風狸>モンスター図鑑/2309]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''1165''};|&color(#b00){1};||||
|6|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons556; %%%[[紅焔の巫女・望月千代女>モンスター図鑑/0556]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''747''};|&color(#b00){1};||||
|~|&mons564; %%%[[朧夜の闇忍・服部半蔵>モンスター図鑑/0564]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''874''};|&color(#b00){1};||||
|7|&mons2429; %%%[[火の犬龍・トサワンドラ>モンスター図鑑/2429]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''1723''};|&color(#b00){1};||||
|~|&mons2432; %%%[[影の犬龍・シババウドラ>モンスター図鑑/2432]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''1153''};|&color(#b00){1};||||
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):燃忍犬龍 中級|
||&mons545; %%%[[火の下忍>モンスター図鑑/0545]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''213''};|&color(#b00){1};||||
||&mons553; %%%[[闇の下忍>モンスター図鑑/0553]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''216''};|&color(#b00){1};||||
||&mons546; %%%[[火の中忍>モンスター図鑑/0546]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''135''};|&color(#b00){1};||||
||&mons554; %%%[[闇の中忍>モンスター図鑑/0554]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''765''};|&color(#b00){6};||||
||&mons2435; %%%[[ホノシバマル>モンスター図鑑/2435]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''213''};|&color(#b00){1};||||
||&mons2439; %%%[[ヤミシバマル>モンスター図鑑/2439]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''245''};|&color(#b00){1};||||
||&mons1772; %%%[[炎の丼魔・カルドン>モンスター図鑑/1772]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''362''};|&color(#b00){1};|||※稀に出現、確定ドロップ|
||&mons1780; %%%[[紫の丼魔・スキドン>モンスター図鑑/1780]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''359''};|&color(#b00){1};|||※稀に出現、確定ドロップ|
|4|&mons717; %%%[[ねねこ>モンスター図鑑/0717]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''311''};|&color(#b00){2};||||
|~|&mons779; %%%[[こだま>モンスター図鑑/0779]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''281''};|&color(#b00){3};||0||
|6|&mons2429; %%%[[火の犬龍・トサワンドラ>モンスター図鑑/2429]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''408''};|&color(#b00){1};||||
|~|&mons2432; %%%[[影の犬龍・シババウドラ>モンスター図鑑/2432]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''273''};|&color(#b00){1};||||


