* 超絶ドラゴンラッシュ2！ [#i4a17381]

|~名称			|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|五龍鳴動 地獄級（テクニカル）	|50|5|49700|26000|&color(#080){''520''};|
|五龍鳴動 超級（テクニカル）		|40|5|24700|17000|&color(#080){''425''};|
|五龍鳴動 上級（テクニカル）		|25|5|21000|8700|&color(#080){''348''};|
|五龍鳴動 中級（テクニカル）		|15|5|12000|4300|&color(#080){''286''};|

- フォーミュラーはドロップすることがあるのを確認
- デモンハダルのアルティメット・ストリームはリミッター解除と交互に使用

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|~|&mons283; %%%[[砲炎機龍・ベテルギウス>モンスター図鑑/0283]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''7208''};|&color(#b00){2};|524722|560|エネルギーチャージ（次回攻撃力3倍）&br;オートリペア（HP中回復）==HP50％以下で使用==&br;メギドキャノン（連続攻撃20182）==HP25％以下で使用==|
|~|&mons284; %%%[[氷砕機龍・アルデバラン>モンスター図鑑/0284]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''7000''};|&color(#b00){2};|507361|560|エネルギーチャージ（次回攻撃力3倍）&br;オートリペア（HP中回復）==HP50％以下で使用==&br;アイスクラッシャー（4900x2～5の連続攻撃）==HP25％以下で使用==|
|~|&mons285; %%%[[旋風機龍・カノープス>モンスター図鑑/0285]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''4917''};|&color(#b00){1};|490000|560|エネルギーチャージ（次回攻撃力3倍）&br;オートリペア（HP中回復）==HP50％以下で使用==&br;サイクロンブラスト（連続攻撃12295）==HP25％以下で使用==|
|~|&mons286; %%%[[皇爪機龍・レグルス>モンスター図鑑/0286]]%%% 		||BGCOLOR(#f1f1a6):光|&color(#b00){''3250''};|&color(#b00){1};|479583|560|連続攻撃（4550）&br;オートリペア（HP中回復）==HP50％以下で使用==&br;皇爪連牙（連続攻撃9100）==HP25％以下で使用==|
|~|&mons287; %%%[[殲滅機龍・ハダル>モンスター図鑑/0287]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''7417''};|&color(#b00){2};|559444|560|エネルギーチャージ（次回攻撃力3倍）&br;オートリペア（HP中回復）==HP50％以下で使用==&br;ジェノサイドミサイル（連続攻撃20025）==HP25％以下で使用==|
|2|&mons351; %%%[[炎聖騎龍・フォーミュラー>モンスター図鑑/0351]]%%%	||BGCOLOR(#f1f1a6):光火|&color(#b00){''3644''};|&color(#b00){1};|317194|0|<光>光の翼（先制攻撃3644）&br;<光>スパークエッジ（計4374の連続攻撃）&br;<火>フレイムバースト（7288）|
|3|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons974; %%%[[紅の海賊龍・バーソロミュー>モンスター図鑑/0974]]%%%	||BGCOLOR(#f1bba6):火水|&color(#b00){''5542''};|&color(#b00){1};|1183750|2300|ダイヤモンドクロス（先制・20ターン状態異常無効）&br;ブラック・バート（3ターン攻撃力3倍、初回1度きり）&br;主砲発射（6928ダメージ＆ランダム1色→火ドロップ）&br;ロイヤル・フォーチュン（連続攻撃8868）==HP50％以下で使用==|
|~|&mons975; %%%[[蒼の海賊龍・アルビダ>モンスター図鑑/0975]]%%%		||BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};|1392083|2300|踏んで差し上げますわ（先制・7376ダメージ＆ランダム1色→回復ドロップ）==初回以外にも使用==&br;ハニーポイズン（回復ドロップ→毒ドロップ）&br;ブルースラッシュ（4917ダメージ＆ランダム1色→水ドロップ）&br;魅惑の抱擁（リーダーを3ターンバインド、1度きり）==HP60％以下で使用==&br;プリンセスの号令（次回から海龍大進撃を使用、1度きり）==HP30％以下で使用==&br;海龍大進撃（連続攻撃73755）|
|~|&mons976; %%%[[碧の海賊龍・キャプテンキッド>モンスター図鑑/0976]]%%%	||BGCOLOR(#bbf1a6):木水|&color(#b00){''-''};|&color(#b00){1};|975417|2300|パイレーツフォッグ（先制・10ターン状態異常無効）&br;アイアンバケット（残りHP99％ダメージ）&br;バッドスラッシュ（3614ダメージ＆ランダム1色排除）&br;アドベンチャーギャリー（連続攻撃8673)==HP30％以下で使用==|
|~|&mons977; %%%[[金の海賊龍・アン＆メアリー>モンスター図鑑/0977]]%%%	||BGCOLOR(#f1f1a6):光水|&color(#b00){''3875''};|&color(#b00){1};|1461528|2300|ブリッツアタック（先制攻撃5673）&br;ラカムの重撃（残りHP99％ダメージ）==HP50～100％で使用==&br;クロスカットラス（連続攻撃4650）&br;トリプルコンビネーション（5ターン攻撃力1.5倍）==HP50％以下で使用==|
|~|&mons978; %%%[[黒の海賊龍・黒髭ティーチ>モンスター図鑑/0978]]%%%	||BGCOLOR(#bba6f1):闇水|&color(#b00){''-''};|&color(#b00){1};|1381739|2300|邪鬼眼の呪縛（5ターン状態異常無効）&br;そうか・・・お前らガ・・・（ドロップが見えなくなる）&br;女王に仇なス愚か者メ・・・（ドロップが見えなくなる）&br;冥海ノ塵二ナレ！（ドロップが見えなくなる）&br;クイーン・アンズ・リベンジ（連続攻撃61500）&br;この程度ノ闇モ拭えぬカ・・・（何もしない）|
|4|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons483; %%%[[太陽龍・ソルプテラドス>モンスター図鑑/0483]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|1024393|126|光の翼（先制攻撃3864）&br;ホーリーブレス（連続攻撃3864）&br;加速（999ターン攻撃力2倍）==HP50％以下で使用==&br;ゴッドホーリーブレス（連続攻撃5795）==HP25％以下で使用==|
|~|&mons484; %%%[[月光龍・ルナデスピナス>モンスター図鑑/0484]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){2};|1166954|0|ヘルブレス（連続攻撃8056）&br;グラビティブレス（残りHP99％ダメージ）==HP75％以下で使用==&br;ゴッドヘルブレス（連続攻撃18123）==HP25％以下で使用==|
|5|&mons1207; %%%[[五機龍融合・デモンハダル>モンスター図鑑/1207]]%%%	||BGCOLOR(#bba6f1):闇火|&color(#b00){''-''};|&color(#b00){1};|2210426|402|バリアフィールド（先制・999ターン状態異常無効）&br;ジェノサイドミサイル・零式（3231ダメージ＆ドロップ6つ→毒ドロップ）&br;皇爪連牙・改（連続攻撃4848～5656）&br;ダークサイクロンブラスト（4039ダメージ＆ドロップが見えなくなる）&br;ハイメギドキャノン（連続攻撃6462）&br;フリーズクラッシャー（2423ダメージ＆サブ全員2ターンバインド）&br;リミッター解除（次回アルティメット・ストリーム）==HP25％以下で使用==&br;アルティメット・ストリーム（連続攻撃29079）|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):五龍鳴動 上級|
|1|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons283; %%%[[砲炎機龍・ベテルギウス>モンスター図鑑/0283]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''2191''};|&color(#b00){2};|159516|224||
|~|&mons284; %%%[[氷砕機龍・アルデバラン>モンスター図鑑/0284]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''2128''};|&color(#b00){2};|154238|224||
|~|&mons285; %%%[[旋風機龍・カノープス>モンスター図鑑/0285]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''1495''};|&color(#b00){1};|148960|224||
|~|&mons286; %%%[[皇爪機龍・レグルス>モンスター図鑑/0286]]%%% 		||BGCOLOR(#f1f1a6):光|&color(#b00){''988''};|&color(#b00){1};|145793|224||
|~|&mons287; %%%[[殲滅機龍・ハダル>モンスター図鑑/0287]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''2255''};|&color(#b00){2};|170071|224||
|2|&mons350; %%%[[フォーミュラー>モンスター図鑑/0350]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''3606''};|&color(#b00){1};|313070|0||
|3|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons974; %%%[[紅の海賊龍・バーソロミュー>モンスター図鑑/0974]]%%%	||BGCOLOR(#f1bba6):火水|&color(#b00){''1685''};|&color(#b00){1};|359860|920||
|~|&mons975; %%%[[蒼の海賊龍・アルビダ>モンスター図鑑/0975]]%%%		||BGCOLOR(#a6f1f1):水|&color(#b00){''1495''};|&color(#b00){1};|423193|920||
|~|&mons976; %%%[[碧の海賊龍・キャプテンキッド>モンスター図鑑/0976]]%%%	||BGCOLOR(#bbf1a6):木水|&color(#b00){''1465''};|&color(#b00){1};|296527|920||
|~|&mons977; %%%[[金の海賊龍・アン＆メアリー>モンスター図鑑/0977]]%%%	||BGCOLOR(#f1f1a6):光水|&color(#b00){''1178''};|&color(#b00){1};|444304|920||
|~|&mons978; %%%[[黒の海賊龍・黒髭ティーチ>モンスター図鑑/0978]]%%%	||BGCOLOR(#bba6f1):闇水|&color(#b00){''1558''};|&color(#b00){1};|405607|920||
|4|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons483; %%%[[太陽龍・ソルプテラドス>モンスター図鑑/0483]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''2191''};|&color(#b00){1};|581000|84||
|~|&mons484; %%%[[月光龍・ルナデスピナス>モンスター図鑑/0484]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''4568''};|&color(#b00){2};|661855|0||
|5|&mons1207; %%%[[五機龍融合・デモンハダル>モンスター図鑑/1207]]%%%	||BGCOLOR(#bba6f1):闇火|&color(#b00){''1832''};|&color(#b00){1};|1156375|268||
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):五龍鳴動 中級|
|1|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons283; %%%[[砲炎機龍・ベテルギウス>モンスター図鑑/0283]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''519''};|&color(#b00){2};|37780|112||
|~|&mons284; %%%[[氷砕機龍・アルデバラン>モンスター図鑑/0284]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''504''};|&color(#b00){2};|36530|112||
|~|&mons285; %%%[[旋風機龍・カノープス>モンスター図鑑/0285]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''354''};|&color(#b00){1};|35280|112||
|~|&mons286; %%%[[皇爪機龍・レグルス>モンスター図鑑/0286]]%%% 		||BGCOLOR(#f1f1a6):光|&color(#b00){''234''};|&color(#b00){1};|34530|112||
|~|&mons287; %%%[[殲滅機龍・ハダル>モンスター図鑑/0287]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''534''};|&color(#b00){2};|40280|112||
|2|&mons350; %%%[[フォーミュラー>モンスター図鑑/0350]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''854''};|&color(#b00){1};|75095|0||
|3|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons974; %%%[[紅の海賊龍・バーソロミュー>モンスター図鑑/0974]]%%%	||BGCOLOR(#f1bba6):火水|&color(#b00){''399''};|&color(#b00){1};|85230|460||
|~|&mons975; %%%[[蒼の海賊龍・アルビダ>モンスター図鑑/0975]]%%%		||BGCOLOR(#a6f1f1):水|&color(#b00){''354''};|&color(#b00){1};|100230|460||
|~|&mons976; %%%[[碧の海賊龍・キャプテンキッド>モンスター図鑑/0976]]%%%	||BGCOLOR(#bbf1a6):木水|&color(#b00){''347''};|&color(#b00){1};|70230|460||
|~|&mons977; %%%[[金の海賊龍・アン＆メアリー>モンスター図鑑/0977]]%%%	||BGCOLOR(#f1f1a6):光水|&color(#b00){''279''};|&color(#b00){1};|105230|460||
|~|&mons978; %%%[[黒の海賊龍・黒髭ティーチ>モンスター図鑑/0978]]%%%	||BGCOLOR(#bba6f1):闇水|&color(#b00){''369''};|&color(#b00){1};|80230|460||
|4|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons483; %%%[[太陽龍・ソルプテラドス>モンスター図鑑/0483]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''519''};|&color(#b00){1};|137605|42||
|~|&mons484; %%%[[月光龍・ルナデスピナス>モンスター図鑑/0484]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''1082''};|&color(#b00){2};|156755|0||
|5|&mons1207; %%%[[五機龍融合・デモンハダル>モンスター図鑑/1207]]%%%	||BGCOLOR(#bba6f1):闇火|&color(#b00){''434''};|&color(#b00){1};|102325|134||

- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||	||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||

* コメント [#d27ec958]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
