* ガイノウト降臨！【特殊】 [#lb428afc]

|~名称			|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|頑龍王 超絶地獄級		|50|10|92228|56929|&color(#080){''&calc(56929/50,1);''};|
|頑龍王 絶地獄級		|40|9|68442|44661|&color(#080){''&calc(44661/40,1);''};|

- [[協力プレイダンジョン]]
//2016年01月31日配信
- チームモンスターがLv1の状態からスタートする特殊なダンジョン（[[レジェンドダンジョン仕様>スペシャルダンジョン/レジェンドダンジョン仕様]]）

//&color(#b00){''TIPS''}; [[精霊の宝玉イベント>スペシャルダンジョン/精霊の宝玉イベント]]

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===超古代の英知（9079ダメージ＆3ターン覚醒スキル無効）&br;#group#キャトルミューティレーション（25940ダメージ＆ドロップが見えなくなる）&br;フルエレメント（自身の属性を変更）#group#&br;トリリトンの重圧（残りHP99％ダメージ）&br;強奪の地上絵・モンキー（10376ダメージ＆ランダム1色→お邪魔ドロップ）&br;クリスタルファング（計15564の連続攻撃）&br;プレアデスの殲光（計18158の連続攻撃）&br;ロストテクノロジー（5ターンドロップ操作時間2秒短縮）==HP50％以下で使用、1度きり==&br;ギア・テンペスト（計38910の連続攻撃）==HP20％以下で使用==|
|9|&mons1838; %%%[[頑龍王・ガイノウト>モンスター図鑑/1838]]%%%		|ドラゴン|BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|8243845|1218||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):#group#===先制===龍王に刃向うとはいい度胸だ！（3ターン被ダメージ35％減）&br;燃えるがいい！！（15474ダメージ＆横4行目→火ドロップ）#group#&br;焦砲（11606ダメージ＆全員のスキル2ターン遅延）==3ターンに1回==&br;灼渦（12379ダメージ＆1体3ターンバインド）&br;獄火（計15474の連続攻撃）&br;ぐぉおおお！！許さんぞ！！（999ターン攻撃力2倍）==HP50％以下で使用、1度きり==&br;猛焔（2倍時、計92844の連続攻撃）==HP20％以下で使用==&br;|
|10|&mons1839; %%%[[雷天の頑龍王・ガイノウト>モンスター図鑑/1839]]%%%	|ドラゴン/体力|BGCOLOR(#f1bba6):火光|&color(#b00){''-''};|&color(#b00){1};|13328297|1372||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):#group#この輝きを見るがいい！！（99ターンドロップがロック状態で落ち てくる）&br;クリスタルオーラ（999ターン状態異常無効）#group#&br;力が欲しくばその身を龍に捧げよ！（計16714の連続攻撃）==チームに（*ガディウス）がいると使用、1度きり==&br;悪魔に唆された愚かな契約者め！（計16714の連続攻撃）==チームに（*サリア）がいると使用、1度きり==&br;ブリリアントフレア（36771ダメージ＆お邪魔ドロップをロック）==お邪魔ドロップがあると使用==&br;リフレクションレイ（23400ダメージ＆縦ランダム1列→お邪魔ドロップ）&br;エヴァポレイト（水属性5ターンバインド）==HP70％以下で使用==&br;イレースライト（補助スキル解除）==HP70％以下で使用==&br;ポイズンミスト（2ターン猛毒ドロップの出現率20％上昇）==HP70％以下で使用==&br;リフレクションレイ（26742ダメージ＆縦1,4or2,5or4,6列→お邪魔ドロップ）==HP50％以下で使用==&br;クロッシングレイ（計100284の連続攻撃）==HP20％以下で使用==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):頑龍王 絶地獄級|
|1|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか4体が出現|
|~|&mons252; %%%[[ルビードラゴン>モンスター図鑑/0252]]%%%	|強化用|BGCOLOR(#f1bba6):火|&color(#b00){''3735''};|&color(#b00){1};|231|44444||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|~|&mons255; %%%[[サファイアドラゴン>モンスター図鑑/0255]]%%%	|強化用|BGCOLOR(#a6f1f1):水|&color(#b00){''3735''};|&color(#b00){1};|231|44444||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|~|&mons258; %%%[[エメラルドドラゴン>モンスター図鑑/0258]]%%%	|強化用|BGCOLOR(#bbf1a6):木|&color(#b00){''3735''};|&color(#b00){1};|231|44444||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|~|&mons179; %%%[[ゴールドドラゴン>モンスター図鑑/0179]]%%%	|強化用|BGCOLOR(#f1f1a6):光|&color(#b00){''3735''};|&color(#b00){1};|231|44444||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|~|&mons176; %%%[[メタルドラゴン>モンスター図鑑/0176]]%%%	|強化用|BGCOLOR(#bba6f1):闇|&color(#b00){''3735''};|&color(#b00){1};|231|44444||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|~|&mons303; %%%[[ホノペンドラ>モンスター図鑑/0303]]%%%		|強化用|BGCOLOR(#f1bba6):火|&color(#b00){''10098''};|&color(#b00){2};|70550|180||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ようすを見ている（何もしない）|
|~|&mons305; %%%[[ペンペンドラ>モンスター図鑑/0305]]%%%		|強化用|BGCOLOR(#a6f1f1):水|&color(#b00){''9407''};|&color(#b00){2};|68244|180||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ようすを見ている（何もしない）|
|~|&mons307; %%%[[ジュペンドラ>モンスター図鑑/0307]]%%%		|強化用|BGCOLOR(#bbf1a6):木|&color(#b00){''8715''};|&color(#b00){2};|65939|180||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ようすを見ている（何もしない）|
|~|&mons600; %%%[[ピカペンドラ>モンスター図鑑/0600]]%%%		|強化用|BGCOLOR(#f1f1a6):光|&color(#b00){''10098''};|&color(#b00){2};|70550|180||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ようすを見ている（何もしない）|
|~|&mons602; %%%[[ヤミペンドラ>モンスター図鑑/0602]]%%%		|強化用|BGCOLOR(#bba6f1):闇|&color(#b00){''10098''};|&color(#b00){2};|70550|180||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ようすを見ている（何もしない）|
|2|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか3体が出現|
|~|&mons1962; %%%[[アカデビニャン>モンスター図鑑/1962]]%%%	|悪魔|BGCOLOR(#f1bba6):火|&color(#b00){''12631''};|&color(#b00){1};|221200|440||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):にゃん撃態勢・火（12631ダメージ＆回復ドロップ→火ドロップ）&br;いかく（2ターンスキル使用不可）==HP50％以下で使用==&br;不機嫌ねこパンチ（計126310の連続攻撃）==HP1％以下で使用==|
|~|&mons1963; %%%[[アオデビニャン>モンスター図鑑/1963]]%%%	|悪魔|BGCOLOR(#a6f1f1):水|&color(#b00){''12258''};|&color(#b00){1};|361200|440||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):にゃん撃態勢・水（12258ダメージ＆回復ドロップ→水ドロップ）&br;いかく（2ターンスキル使用不可）==HP50％以下で使用==&br;不機嫌ねこパンチ（計122580の連続攻撃）==HP1％以下で使用==|
|~|&mons1964; %%%[[ミドリデビニャン>モンスター図鑑/1964]]%%%	|悪魔|BGCOLOR(#bbf1a6):木|&color(#b00){''12258''};|&color(#b00){1};|361200|440||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):にゃん撃態勢・木（12258ダメージ＆回復ドロップ→木ドロップ）&br;いかく（2ターンスキル使用不可）==HP50％以下で使用==&br;不機嫌ねこパンチ（計122580の連続攻撃）==HP1％以下で使用==|
|~|&mons1965; %%%[[シロデビニャン>モンスター図鑑/1965]]%%%	|悪魔|BGCOLOR(#f1f1a6):光|&color(#b00){''12258''};|&color(#b00){1};|361200|440||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):にゃん撃態勢・光（12258ダメージ＆回復ドロップ→光ドロップ）&br;いかく（2ターンスキル使用不可）==HP50％以下で使用==&br;不機嫌ねこパンチ（計122580の連続攻撃）==HP1％以下で使用==|
|~|&mons1966; %%%[[クロデビニャン>モンスター図鑑/1966]]%%%	|悪魔|BGCOLOR(#bba6f1):闇|&color(#b00){''12258''};|&color(#b00){1};|361200|440||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):にゃん撃態勢・闇（12258ダメージ＆回復ドロップ→闇ドロップ）&br;いかく（2ターンスキル使用不可）==HP50％以下で使用==&br;不機嫌ねこパンチ（計122580の連続攻撃）==HP1％以下で使用==|
|3|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか2体が出現|
|~|&mons310; %%%[[氷のサムライオーガ>モンスター図鑑/0310]]%%%	|体力/悪魔|BGCOLOR(#f1bba6):火水|&color(#b00){''42500''};|&color(#b00){3};|1352917|900||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):<火>気合溜め（次回攻撃力2倍）&br;<水>フリーズストライク（計63750の連続攻撃）|
|~|&mons311; %%%[[樹のサムライオーガ>モンスター図鑑/0311]]%%%	|体力/悪魔|BGCOLOR(#f1bba6):火木|&color(#b00){''42500''};|&color(#b00){3};|1352917|900||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):<火>気合溜め（次回攻撃力2倍）&br;<木>ロックストライク（計63750の連続攻撃）|
|~|&mons312; %%%[[炎のアイスオーガ>モンスター図鑑/0312]]%%%	|体力/悪魔|BGCOLOR(#a6f1f1):水火|&color(#b00){''51756''};|&color(#b00){4};|1423750|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):<水>羽交い絞め（1体10ターンバインド）&br;<火>フレイムストライク（計77634の連続攻撃）|
|~|&mons313; %%%[[樹のアイスオーガ>モンスター図鑑/0313]]%%%	|体力/悪魔|BGCOLOR(#a6f1f1):水木|&color(#b00){''51756''};|&color(#b00){4};|1423750|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):<水>羽交い絞め（1体10ターンバインド）&br;<木>ロックストライク（計77634の連続攻撃）|
|~|&mons314; %%%[[炎のアーマーオーガ>モンスター図鑑/0314]]%%%	|体力/悪魔|BGCOLOR(#bbf1a6):木火|&color(#b00){''40422''};|&color(#b00){3};|1305694|4500||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):<木>ウォーターバインド&br;<火>フレイムストライク（計60633の連続攻撃）|
|~|&mons315; %%%[[氷のアーマーオーガ>モンスター図鑑/0315]]%%%	|体力/悪魔|BGCOLOR(#bbf1a6):木水|&color(#b00){''40422''};|&color(#b00){3};|1305694|4500||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):<木>ウォーターバインド&br;<水>フリーズストライク（計60633の連続攻撃）|
|4|&mons1109; %%%[[炎天双極星・イフリート>モンスター図鑑/1109]]%%%	|ドラゴン/悪魔|BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){2};|50|2500000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):こちらに気付いた（999ターン状態異常無効）==HP100％で使用、1度きり==&br;じっとこちら見ている（何もしない）==HP100％で使用==&br;獰猛なる炎（13153ダメージ＆全員のスキル2ターン遅延）==2ターンに1回==&br;コロナブロー（21045）&br;魔龍炎（24991ダメージ＆ドロップ6個→火・闇ドロップ）==HP50％以下で使用==|
|5|&mons759; %%%[[角砦龍・フォートトイトプス>モンスター図鑑/0759]]%%%	|ドラゴン/バランス|BGCOLOR(#bbf1a6):木水|&color(#b00){''-''};|&color(#b00){1};|3745556|44556||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ディフェンディング（999ターン状態異常無効）&br;スーパーホーン（9950）&br;グランドラッシュ（8292ダメージ＆ドロップ6個→お邪魔ドロップ）&br;アブソリュートガード（1ターン被ダメージ75％減）==HP50％以下で使用、1度きり==&br;デスクラッシュ（16584ダメージ＆10ターンスキル使用不可）==HP30％以下で使用==&br;デスクラッシュ（計49752の連続攻撃）==HP30％以下で使用==|
|6|&mons619; %%%[[超キングエメラルドドラゴン>モンスター図鑑/0619]]%%%	|強化用|BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|57895|180000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):連続かみつき（計44668の連続攻撃）|
|~|&mons618; %%%[[超キングサファイアドラゴン>モンスター図鑑/0618]]%%%	|強化用|BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};|57895|180000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):連続かみつき（計44668の連続攻撃）|
|7|&mons1458; %%%[[五天の神秘龍・フォークロア>モンスター図鑑/1458]]%%%	|ドラゴン/悪魔/マシン|BGCOLOR(#a6f1f1):水火|&color(#b00){''10528''};|&color(#b00){1};|6108472|420||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===超古代の英知（7370ダメージ＆3ターン覚醒スキル無効）&br;#group#キャトルミューティレーション（21056ダメージ＆ドロップが見えなくなる）&br;フルエレメント（自身の属性を変更）#group#&br;トリリトンの重圧（残りHP99％ダメージ）&br;強奪の地上絵・モンキー（8422ダメージ＆ランダム1色→お邪魔ドロップ）&br;クリスタルファング（計12634の連続攻撃）&br;プレアデスの殲光（計14742の連続攻撃）&br;ロストテクノロジー（5ターンドロップ操作時間2秒短縮）==HP50％以下で使用、1度きり==&br;ギア・テンペスト（計31584の連続攻撃）==HP20％以下で使用==|
|8|&mons1838; %%%[[頑龍王・ガイノウト>モンスター図鑑/1838]]%%%		|ドラゴン|BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|5631042|870||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):#group#===先制===龍王に刃向うとはいい度胸だ！（3ターン被ダメージ35％減）&br;燃えるがいい！！（10569ダメージ＆横4行目→火ドロップ）#group#&br;焦砲（7927ダメージ＆全員のスキル2ターン遅延）==3ターンに1回==&br;灼渦（8455ダメージ＆1体3ターンバインド）&br;獄火（計10570の連続攻撃）&br;ぐぉおおお！！許さんぞ！！（999ターン攻撃力2倍）==HP50％以下で使用、1度きり==&br;猛焔（2倍時、計63414の連続攻撃）==HP20％以下で使用==|
|9|&mons1839; %%%[[雷天の頑龍王・ガイノウト>モンスター図鑑/1839]]%%%	|ドラゴン/体力|BGCOLOR(#f1bba6):火光|&color(#b00){''-''};|&color(#b00){1};|9104028|980||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):#group#この輝きを見るがいい！！（99ターンドロップがロック状態で落ち てくる）&br;クリスタルオーラ（999ターン状態異常無効）#group#&br;力が欲しくばその身を龍に捧げよ！（計11417の連続攻撃）==チームに（*ガディウス）がいると使用、1度きり==&br;悪魔に唆された愚かな契約者め！（計11417の連続攻撃）==チームに（*サリア）がいると使用、1度きり==&br;ブリリアントフレア（25117ダメージ＆お邪魔ドロップをロック）==お邪魔ドロップがあると使用==&br;リフレクションレイ（15984ダメージ＆縦ランダム1列→お邪魔ドロップ）&br;エヴァポレイト（水属性5ターンバインド）==HP70％以下で使用==&br;イレースライト（補助スキル解除）==HP70％以下で使用==&br;ポイズンミスト（2ターン猛毒ドロップの出現率20％上昇）==HP70％以下で使用==&br;リフレクションレイ（18267ダメージ＆縦1,4or2,5or4,6列→お邪魔ドロップ）==HP50％以下で使用==&br;クロッシングレイ（計68502の連続攻撃）==HP20％以下で使用==|

