* ケプリ降臨！【操作時間4秒固定】 [#lb428afc]

|~名称			|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|蒼空神 絶地獄級		|50|8|83624|40221|&color(#080){''&calc(83624/50,1);''};|
|蒼空神 超地獄級		|50|8|59392|29063|&color(#080){''&calc(29063/50,1);''};|

- 2016年08月25日配信 [[公式:http://pad.gungho.jp/member/advent/160818_khepri.html]]

- 操作時間が4秒に固定された制限ダンジョン
-- 覚醒・潜在覚醒・スキル・リーダースキル等による操作時間延長の効果は発動しない

//&color(#b00){''TIPS''}; [[精霊の宝玉イベント>スペシャルダンジョン/精霊の宝玉イベント]]

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|~|&mons2724; %%%[[ミズタン>モンスター図鑑/2724]]%%%		|強化用|BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};|25|5133333||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):スイソウルキャリー（16000ダメージ＆ドロップ1個→水ドロップ）|
|~|&mons2725; %%%[[モクタン>モンスター図鑑/2725]]%%%		|強化用|BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|25|5133333||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ジュソウルキャリー（16000ダメージ＆ドロップ1個→木ドロップ）|
|~|&mons2726; %%%[[ヒカタン>モンスター図鑑/2726]]%%%		|強化用|BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|25|5133333||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):コウソウルキャリー（16000ダメージ＆ドロップ1個→光ドロップ）|
|~|&mons2727; %%%[[ヤミタン>モンスター図鑑/2727]]%%%		|強化用|BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|25|5133333||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):メイソウルキャリー（16000ダメージ＆ドロップ1個→闇ドロップ）|
|4|&mons1169; %%%[[橙の華龍・ヘリアンタス>モンスター図鑑/1169]]%%%	|ドラゴン|BGCOLOR(#f1f1a6):光木|&color(#b00){''-''};|&color(#b00){1};|6178013|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===豊穣の守り（999ターン状態異常無効）&br;ぺタルストーム（11988ダメージ＆ランダム1色→光ドロップ）&br;フラワーテイル（15984ダメージ＆ランダム1色→回復ドロップ）&br;ソールハウリング（闇属性3ターンバインド）==HP75％以下で使用、1度きり==&br;大地の力を蓄えた（何もしない、アースライトブラスターと交互に使用）==HP50％以下で使用==&br;アースライトブラスター（計28770の連続攻撃）==HP50％以下で使用==|
|5|&mons1187; %%%[[闇の精・カトレヤ>モンスター図鑑/1187]]%%%	|回復|BGCOLOR(#bba6f1):闇|&color(#b00){''8535''};|&color(#b00){1};|3095150|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===重愛の筆先（3ターン特定位置のドロップ5個が見えなくなる）&br;消滅の筆跡（残りHP99％ダメージ）&br;闇精の筆跡（9503ダメージ＆ランダム1色→闇ドロップ）&br;ワンダーブック♪（1ターン毒ドロップの出現率20％上昇）==HP25％以下で使用、1度きり==&br;秘密の箱（23758ダメージ＆ドロップ6個→毒ドロップ）==HP25％以下で使用==&br;フヒヒ・・・（ドロップ3個→猛毒ドロップ）==HP0で使用==&br;|
|6|&mons585; %%%[[ピクシー>モンスター図鑑/0585]]%%%x2		|回復|BGCOLOR(#f1f1a6):光|&color(#b00){''6669''};|&color(#b00){2};|28|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===妖精のいたずら（5335ダメージ＆ランダム1色→お邪魔ドロップ）==2ターンに1度==&br;眠りのまじない（ランダム2体2ターンバインド）==HP25％以下で使用==|
|~|&mons1836; %%%[[メジェドラ>モンスター図鑑/1836]]%%%		|神/バランス|BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|5712243|504||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===メジェティックアイ（毒と猛毒ドロップをロック）&br;===先制===メジェティックアイ（2ターン覚醒スキル無効）==毒と猛毒ドロップがないと使用==&br;メジェキック（16043ダメージ＆ドロップ1個をロック）&br;メジェタックル（12834ダメージ＆全員のスキル1ターン遅延）&br;メジェリュージョン（サブ1体とリーダーを3ターン入れ替え）==HP50％以下で使用、1度きり==&br;マガマガ（5ターンスキル使用不可）==HP15％以下で使用、1度きり==&br;メジェ・ド・エンド（計38502の連続攻撃）==HP15％以下で使用==&br;|
|7|&mons2008; %%%[[覚醒スフィンクス>モンスター図鑑/2008]]%%%	|悪魔/体力|BGCOLOR(#f1bba6):火光|&color(#b00){''-''};|&color(#b00){1};|4367269|552||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===守護陣（5ターン4コンボ以下の攻撃吸収）&br;砂塵咆哮（10164ダメージ＆ランダム1色→お邪魔ドロップ）&br;王獣の眼光（全員のスキル2ターン遅延）==HP80％以下で使用、1度きり==&br;ファラオの意向（サブ1体とリーダーを2ターン入れ替え）==HP50％以下で使用、1度きり==&br;憤怒の突進（計121968の連続攻撃）==HP10％以下で使用==|
|8|&mons3159; %%%[[暁天の蒼空神・ケプリ>モンスター図鑑/3159]]%%%	|神/攻撃|BGCOLOR(#a6f1f1):水光|&color(#b00){''-''};|&color(#b00){1};|11768222|798||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):#group#===先制===神授の朝光（3ターン100万以上のダメージ吸収）&br;おはようございます♪（999ターン状態異常無効）#group#&br;#group#コロ、コロ、コロ♪（1ターン縦1列目が操作できなくなる）==1ターン目に使用==&br;えいっ！（19813ダメージ＆縦6列目→回復またはお邪魔ドロップ）#group#&br;天転水珠（21464ダメージ＆お邪魔→毒ドロップ）==2ターン目でお邪魔ドロップがあると使用==&br;陽天神光（21464ダメージ＆ドロップが見えなくなる）==2ターン目でお邪魔ドロップがないと使用==&br;スカラベの天翼（3ターン覚醒スキル無効）==3ターン目に使用==&br;#group#せっせっせ♪（1ターン横1行目が操作できなくなる）==4ターン目に使用==&br;えいっ！（19813ダメージ＆縦6列目→回復またはお邪魔ドロップ）#group#&br;天転水珠（23115ダメージ＆お邪魔→毒ドロップ）==5ターン目でお邪魔ドロップがあると使用==&br;陽天神光（23115ダメージ＆ドロップが見えなくなる）==5ターン目でお邪魔ドロップがないと使用==&br;アッシャムスの神衣（3ターン被ダメージ75％減）==6ターン目に使用==&br;#group#コロ、コロ、コロ、コロ♪（1ターン縦6列目が操作できなくなる）==7ターン目に使用==&br;えいっ！（19813ダメージ＆縦6列目→回復またはお邪魔ドロップ）#group#&br;天転水珠（24767ダメージ＆お邪魔→毒ドロップ）==8ターン目でお邪魔ドロップがあると使用==&br;陽天神光（24767ダメージ＆ドロップが見えなくなる）==8ターン目でお邪魔ドロップがないと使用==&br;いっきますよ?♪（1ターン5コンボ以下の攻撃吸収）==9ターン目に使用==&br;朝焼けコメット（計412775の連続攻撃）==10ターン目またはHP10％以下で使用==&br;|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):蒼空神 超地獄級|
|1|&mons788; %%%[[迷宮の獣人・ミノタウロス>モンスター図鑑/0788]]%%%x3	|攻撃|BGCOLOR(#f1bba6):火|&color(#b00){''13412''};|&color(#b00){3};|640511|360||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===クイックスタンプ（2682）&br;フルスイング（20118）==HP40％以下で使用==&br;羽交い絞め（1体10ターンバインド）==HP10％以下で使用、1度きり==|
|2|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか3体が出現|
|~|&mons1171; %%%[[プチリップ>モンスター図鑑/1171]]%%%	|ドラゴン|BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|537000|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===スネークフレア（3487ダメージ＆横1行目→火ドロップ）&br;華蛇の眼光（全員のスキル1ターン遅延）==HP100％で使用==&br;フラワーテイル（8137ダメージ＆ランダム1色→回復ドロップ）|
|~|&mons1172; %%%[[プチローズ>モンスター図鑑/1172]]%%%	|ドラゴン|BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};|537000|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===スネークアクア（3487ダメージ＆横2行目→水ドロップ）&br;華蛇の眼光（全員のスキル1ターン遅延）==HP100％で使用==&br;フラワーテイル（8137ダメージ＆ランダム1色→回復ドロップ）|
|~|&mons1173; %%%[[プチリウム>モンスター図鑑/1173]]%%%	|ドラゴン|BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|537000|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===スネークゲイル（3487ダメージ＆横3行目→木ドロップ）&br;華蛇の眼光（全員のスキル1ターン遅延）==HP100％で使用==&br;フラワーテイル（8137ダメージ＆ランダム1色→回復ドロップ）|
|~|&mons1174; %%%[[プチアンサス>モンスター図鑑/1174]]%%%	|ドラゴン|BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|537000|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===スネークレイ（3487ダメージ＆横4行目→光ドロップ）&br;華蛇の眼光（全員のスキル1ターン遅延）==HP100％で使用==&br;フラワーテイル（8137ダメージ＆ランダム1色→回復ドロップ）|
|~|&mons1175; %%%[[プチラン>モンスター図鑑/1175]]%%%	|ドラゴン|BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|537000|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===スネークカオス（3487ダメージ＆横5行目→闇ドロップ）&br;華蛇の眼光（全員のスキル1ターン遅延）==HP100％で使用==&br;フラワーテイル（8137ダメージ＆ランダム1色→回復ドロップ）|
|3|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか3体が出現（タンは1体のみ）|
|~|&mons1542; %%%[[ガイアシールドナイト>モンスター図鑑/1542]]%%%	|体力|BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|202573|20000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ウィンドシールド（10ターン木属性吸収）&br;シールドバッシュ（6800）&br;グリーンタックル（5100ダメージ＆ランダム1色→木ドロップ）|
|~|&mons1466; %%%[[ラーたまドラ>モンスター図鑑/1466]]%%%	|神|BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){2};|30|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===サイレントスマイル（5ターンスキル使用不可）==スキル封印されていない場合に使用==&br;===先制===立チ去レたまぁ･･･（何もしない）==スキル封印されている場合に使用==&br;ソーラーレーザー（7777）|
|~|&mons2723; %%%[[ホノタン>モンスター図鑑/2723]]%%%		|強化用|BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|20|3488889||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):エンソウルキャリー（11167ダメージ＆ドロップ1個→火ドロップ）|
|~|&mons2724; %%%[[ミズタン>モンスター図鑑/2724]]%%%		|強化用|BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};|20|3488889||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):スイソウルキャリー（11167ダメージ＆ドロップ1個→水ドロップ）|
|~|&mons2725; %%%[[モクタン>モンスター図鑑/2725]]%%%		|強化用|BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|20|3488889||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ジュソウルキャリー（11167ダメージ＆ドロップ1個→木ドロップ）|
|~|&mons2726; %%%[[ヒカタン>モンスター図鑑/2726]]%%%		|強化用|BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|20|3488889||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):コウソウルキャリー（11167ダメージ＆ドロップ1個→光ドロップ）|
|~|&mons2727; %%%[[ヤミタン>モンスター図鑑/2727]]%%%		|強化用|BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|20|3488889||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):メイソウルキャリー（11167ダメージ＆ドロップ1個→闇ドロップ）|
|4|&mons1169; %%%[[橙の華龍・ヘリアンタス>モンスター図鑑/1169]]%%%	|ドラゴン|BGCOLOR(#f1f1a6):光木|&color(#b00){''-''};|&color(#b00){1};|3756900|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===豊穣の守り（999ターン状態異常無効）&br;ぺタルストーム（7290ダメージ＆ランダム1色→光ドロップ）&br;フラワーテイル（9720ダメージ＆ランダム1色→回復ドロップ）&br;ソールハウリング（闇属性3ターンバインド）==HP75％以下で使用、1度きり==&br;大地の力を蓄えた（何もしない、アースライトブラスターと交互に使用）==HP50％以下で使用==&br;アースライトブラスター（計17496の連続攻撃）==HP50％以下で使用==|
|5|&mons1187; %%%[[闇の精・カトレヤ>モンスター図鑑/1187]]%%%	|回復|BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|2804667|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===重愛の筆先（3ターン特定位置のドロップ5個が見えなくなる）&br;消滅の筆跡（残りHP99％ダメージ）&br;闇精の筆跡（8611ダメージ＆ランダム1色→闇ドロップ）&br;ワンダーブック♪（1ターン毒ドロップの出現率20％上昇）==HP25％以下で使用、1度きり==&br;秘密の箱（21528ダメージ＆ドロップ6個→毒ドロップ）==HP25％以下で使用==&br;フヒヒ・・・（ドロップ3個→猛毒ドロップ）==HP0で使用==&br;|
|6|&mons585; %%%[[ピクシー>モンスター図鑑/0585]]%%%x2		|回復|BGCOLOR(#f1f1a6):光|&color(#b00){''6669''};|&color(#b00){2};|20|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===妖精のいたずら（3449ダメージ＆ランダム1色→お邪魔ドロップ）==2ターンに1度==&br;眠りのまじない（ランダム2体2ターンバインド）==HP25％以下で使用==|
|~|&mons1836; %%%[[メジェドラ>モンスター図鑑/1836]]%%%		|神/バランス|BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|3901806|360||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===メジェティックアイ（毒と猛毒ドロップをロック）&br;===先制===メジェティックアイ（2ターン覚醒スキル無効）==毒と猛毒ドロップがないと使用==&br;メジェキック（10958ダメージ＆ドロップ1個をロック）&br;メジェタックル（8766ダメージ＆全員のスキル1ターン遅延）&br;メジェリュージョン（サブ1体とリーダーを3ターン入れ替え）==HP50％以下で使用、1度きり==&br;マガマガ（5ターンスキル使用不可）==HP15％以下で使用、1度きり==&br;メジェ・ド・エンド（計26298の連続攻撃）==HP15％以下で使用==&br;|
|7|&mons2008; %%%[[覚醒スフィンクス>モンスター図鑑/2008]]%%%	|悪魔/体力|BGCOLOR(#f1bba6):火光|&color(#b00){''-''};|&color(#b00){1};|2722453|368||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===守護陣（5ターン4コンボ以下の攻撃吸収）&br;砂塵咆哮（6336ダメージ＆ランダム1色→お邪魔ドロップ）&br;王獣の眼光（全員のスキル2ターン遅延）==HP80％以下で使用、1度きり==&br;ファラオの意向（サブ1体とリーダーを2ターン入れ替え）==HP50％以下で使用、1度きり==&br;憤怒の突進（計76032の連続攻撃）==HP10％以下で使用==|
|8|&mons3159; %%%[[暁天の蒼空神・ケプリ>モンスター図鑑/3159]]%%%	|神/攻撃|BGCOLOR(#a6f1f1):水光|&color(#b00){''-''};|&color(#b00){1};|8038403|570||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):#group#===先制===神授の朝光（3ターン100万以上のダメージ吸収）&br;おはようございます♪（999ターン状態異常無効）#group#&br;#group#コロ、コロ、コロ♪（1ターン縦1列目が操作できなくなる）==1ターン目に使用==&br;えいっ！（13534ダメージ＆縦6列目→回復またはお邪魔ドロップ）#group#&br;天転水珠（14661ダメージ＆お邪魔→毒ドロップ）==2ターン目でお邪魔ドロップがあると使用==&br;陽天神光（14661ダメージ＆ドロップが見えなくなる）==2ターン目でお邪魔ドロップがないと使用==&br;スカラベの天翼（3ターン覚醒スキル無効）==3ターン目に使用==&br;#group#せっせっせ♪（1ターン横1行目が操作できなくなる）==4ターン目に使用==&br;えいっ！（13534ダメージ＆縦6列目→回復またはお邪魔ドロップ）#group#&br;天転水珠（15789ダメージ＆お邪魔→毒ドロップ）==5ターン目でお邪魔ドロップがあると使用==&br;陽天神光（15789ダメージ＆ドロップが見えなくなる）==5ターン目でお邪魔ドロップがないと使用==&br;アッシャムスの神衣（3ターン被ダメージ75％減）==6ターン目に使用==&br;#group#コロ、コロ、コロ、コロ♪（1ターン縦6列目が操作できなくなる）==7ターン目に使用==&br;えいっ！（13534ダメージ＆縦6列目→回復またはお邪魔ドロップ）#group#&br;天転水珠（16917ダメージ＆お邪魔→毒ドロップ）==8ターン目でお邪魔ドロップがあると使用==&br;陽天神光（16917ダメージ＆ドロップが見えなくなる）==8ターン目でお邪魔ドロップがないと使用==&br;いっきますよ?♪（1ターン5コンボ以下の攻撃吸収）==9ターン目に使用==&br;朝焼けコメット（計281950の連続攻撃）==10ターン目またはHP10％以下で使用==&br;|

//|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):#group#===先制===行動1（プレイヤーのHP全回復）&br;行動2（999ターン状態異常無効）#group#&br;&color(#999){特殊行動（ドロップ3個→回復ドロップ）};==チームに（*1）がいると使用、1度きり==&br;スキル1（9263ダメージ＆ドロップ3個→木ドロップ）&br;スキル2（計12350の連続攻撃）&br;スキル3（2ターンスキル使用不可）==HP70％以下で使用==&br;スキル4（5ターンドロップ操作時間2秒短縮）==HP70％以下で使用、1度きり==&br;スキル5（計30876の連続攻撃）==HP20％以下で使用==|

//=1=常時=1=木と光属性のダメージ50％減&br;
//===先制===ゲヒャハー！（全員のスキル1～4ターン遅延）&br;
//#group#===先制===行動1（プレイヤーのHP全回復）&br;
//行動2（999ターン状態異常無効）#group#&br;
//特殊行動（ドロップ3個→回復ドロップ）==チームに（*1）がいると使用、1度きり==&br;
//スキル1（9263ダメージ＆ドロップ3個→木ドロップ）&br;
//スキル2（計12350の連続攻撃）&br;
//スキル3（2ターンスキル使用不可）==HP70％以下で使用==&br;
//スキル4（5ターンドロップ操作時間2秒短縮）==HP50％以下で使用、1度きり==&br;
//スキル5（計30876の連続攻撃）==HP20％以下で使用==

- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||
//|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
//&br;

//*** 特殊行動の条件 [#xe8ecae4]

//- （*1）&mons1947; &mons1949; のいずれか
//- （*2）&mons1951; &mons1953; &mons2069; &mons2206; &mons2263; のいずれか

** チーム編成例 [#k1bb9830]

//- 

*** 超地獄級 [#vf132631]

|~Ver|~チーム編成（左右がリーダー）|~HP|~石|~備考|
|||RIGHT:|RIGHT:||c

//| |&mons000; &mons000; &mons000; &mons000; &mons000; &mons000;| | | |

#include(Parts/チーム編成例の注意,notitle)

* コメント [#x33afcb3]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
