* 超絶・無限回廊 [#e3e7c440]

|~名称		|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|超絶・無限回廊	|0|30|0|0|&color(#080){''0''};|

- [[無限回廊>スペシャルダンジョン/無限回廊]]
- [[協力プレイダンジョン]]限定

- [[絶・無限回廊>スペシャルダンジョン/絶・無限回廊]]の強化版。一部登場モンスターが異なる。
-- 21F メジェドラ→覚醒シヴァ
-- 30F ソニア＝グラン→光カーリーor闇カーリー

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):フラワーテイル（7992ダメージ＆ランダム1色→回復ドロップ）|
|~|&mons1175; %%%[[プチラン>モンスター図鑑/1175]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''7992''};|&color(#b00){1};|88307|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):フラワーテイル（7992ダメージ＆ランダム1色→回復ドロップ）|
|2|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons211; %%%[[メテオボルケーノドラゴン>モンスター図鑑/0211]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''35647''};|&color(#b00){2};|1830544|11000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|~|&mons212; %%%[[クリスタルオーロラドラゴン>モンスター図鑑/0212]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''20930''};|&color(#b00){1};|53156|220000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|~|&mons213; %%%[[グラビトンアースドラゴン>モンスター図鑑/0213]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''50830''};|&color(#b00){3};|1996656|11000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|3|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons480; %%%[[爆炎龍・グランティラノス>モンスター図鑑/0480]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|3041140|336||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):マグマブレス（計13640の連続攻撃）&br;紅蓮のアギト（6820ダメージ＆回復ドロップ→火ドロップ）==HP75％以下で使用==&br;ゴッドマグマブレス（計20458の連続攻撃）==HP25％以下で使用==|
|~|&mons481; %%%[[氷塊龍・デプスプレシオス>モンスター図鑑/0481]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){2};|3565251|840||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ブリザードブレス（計22826の連続攻撃）&br;氷結ブレス（18260ダメージ＆ランダム1色→お邪魔ドロップ）==HP75％以下で使用==&br;ゴッドブリザードブレス（計228250の連続攻撃）==HP25％以下で使用==|
|~|&mons482; %%%[[大花龍・ガイアブラキオス>モンスター図鑑/0482]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){3};|3918584|336||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ガイアブレス（計39620の連続攻撃）&br;スリーピングパウダー（全モンスター1～4ターンバインド）==HP50％以下で使用==&br;ゴッドガイアブレス（計59430の連続攻撃）==HP25％以下で使用==|
|4|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons906; %%%[[フレイムバロン>モンスター図鑑/0906]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''12908''};|&color(#b00){1};|237322|120000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===騎士道精神（プレイヤーのHP全回復）&br;フレイムフォース（10326ダメージ＆ランダム1色→火ドロップ）&br;エンパイアソード（19362）==HP25％以下で使用==|
|~|&mons907; %%%[[アクアバロン>モンスター図鑑/0907]]%%%		||BGCOLOR(#a6f1f1):水|&color(#b00){''12908''};|&color(#b00){1};|237322|120000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===騎士道精神（プレイヤーのHP全回復）&br;アイスフォース（10326ダメージ＆ランダム1色→水ドロップ）&br;オーシャンスピアー（16135ダメージ＆ランダム1色→水ドロップ）==HP25％以下で使用==|
|~|&mons908; %%%[[アースバロン>モンスター図鑑/0908]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''12908''};|&color(#b00){1};|237322|120000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===騎士道精神（プレイヤーのHP全回復）&br;ウィンドフォース（10326ダメージ＆ランダム1色→木ドロップ）&br;エンパイアソード（19362）==HP25％以下で使用==|
|~|&mons909; %%%[[ホワイトバロン>モンスター図鑑/0909]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''12908''};|&color(#b00){1};|237322|120000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===騎士道精神（プレイヤーのHP全回復）&br;サンダーフォース（10326ダメージ＆ランダム1色→光ドロップ）&br;エンパイアソード（19362）==HP25％以下で使用==|
|~|&mons910; %%%[[ブラックバロン>モンスター図鑑/0910]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|237322|120000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ポイズンエッジ（10972ダメージ＆ドロップ3個→毒ドロップ）&br;カオスエッジ（12908ダメージ＆ランダム1色→お邪魔ドロップ）|
|5|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons823; %%%[[フラッドフェンリルナイト・カムイ>モンスター図鑑/0823]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};|2748050|4200||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===攻勢の狼煙（3ターン操作時間1秒短縮）&br;一撃（6832）&br;二撃（計13664の連続攻撃）&br;三撃（計20496の連続攻撃）&br;四撃（計27328の連続攻撃）&br;終撃（計170800の連続攻撃）|
|~|&mons826; %%%[[カオスドラゴンナイト・ヴォイス>モンスター図鑑/0826]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|3154717|4200||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===混沌の衣（3ターン闇属性吸収）&br;カオスサイス（16165ダメージ＆ランダム1色→お邪魔ドロップ）&br;ブラックストーム（32330ダメージ＆お邪魔ドロップ→闇ドロップ）==お邪魔ドロップがある時に使用==|
|6|&mons895; %%%[[魔焉皇帝・ヴァンパイアデューク>モンスター図鑑/0895]]%%%	||BGCOLOR(#a6f1f1):水闇|&color(#b00){''15291''};|&color(#b00){1};|3054168|2870||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===控えよ（残りHP99％ダメージ）&br;フリーズペイン（11468ダメージ＆ランダム1色→水ドロップ）&br;魔皇帝の暗影（闇属性3ターンバインド）==HP50％以下で使用、1度きり==&br;格の違いを見せてやろう（何もしない）==HP50％以下で使用==&br;インフィニティブレード（計30584の連続攻撃）==HP50％以下で使用==|
|7|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか2体が出現|
|~|&mons310; %%%[[氷のサムライオーガ>モンスター図鑑/0310]]%%%	||BGCOLOR(#f1bba6):火水|&color(#b00){''22200''};|&color(#b00){3};|706700|480||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):<火>気合溜め（次回攻撃力2倍）&br;<水>フリーズストライク（33300）==HP50％以下で使用==|
|~|&mons311; %%%[[樹のサムライオーガ>モンスター図鑑/0311]]%%%	||BGCOLOR(#f1bba6):火木|&color(#b00){''22200''};|&color(#b00){3};|706700|480||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):<火>気合溜め（次回攻撃力2倍）&br;<木>ロックストライク（33300）==HP50％以下で使用==|
|~|&mons314; %%%[[炎のアーマーオーガ>モンスター図鑑/0314]]%%%	||BGCOLOR(#bbf1a6):木火|&color(#b00){''21115''};|&color(#b00){3};|682033|2400||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):<木>ウォーターバインド&br;<火>フレイムストライク（31673）==HP50％以下で使用==|
|~|&mons315; %%%[[氷のアーマーオーガ>モンスター図鑑/0315]]%%%	||BGCOLOR(#bbf1a6):木水|&color(#b00){''21115''};|&color(#b00){3};|682033|2400||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):<木>ウォーターバインド&br;<水>フリーズストライク（31673）==HP50％以下で使用==|
|8|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons889; %%%[[狂荒の戦軍神・アレス>モンスター図鑑/0889]]%%%	||BGCOLOR(#f1bba6):火闇|&color(#b00){''-''};|&color(#b00){1};|3054270|2940||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===クルーエルウォー（7656ダメージ＆ドロップが見えなくなる）==HP50％以下で再使用==&br;<火>破壊の炎槍（残りHP99％ダメージ）&br;<火>狂乱の闇槍（15311ダメージ＆ランダム1色→お邪魔ドロップ）&br;<闇>ウォールブレイカー（計22966の連続攻撃）|
|~|&mons890; %%%[[夢来の商業神・ヘルメス>モンスター図鑑/0890]]%%%	||BGCOLOR(#a6f1f1):水光|&color(#b00){''13481''};|&color(#b00){1};|2850937|1470||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===スピードスター（6741ダメージ＆ランダム1色→お邪魔ドロップ）&br;トリックスター（5ターンお邪魔ドロップが25％で出現）&br;ブラックレター（10111ダメージ＆ドロップが見えなくなる）&br;ラヴレター（20222ダメージ＆ランダム1色→回復ドロップ）&br;ヒュプノスレター（6741ダメージ＆4体1～2ターンバインド）&br;タナトスレター（13481ダメージ＆ランダム1色→お邪魔ドロップ）&br;アルゲイポンテース（計26964の連続攻撃）==HP30％以下で使用==|
|~|&mons891; %%%[[聖弓の狩猟神・アルテミス>モンスター図鑑/0891]]%%%	||BGCOLOR(#bbf1a6):木光|&color(#b00){''-''};|&color(#b00){1};|2545937|5880||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===狩猟の極意（10ターンお邪魔ドロップ出現率上昇）&br;ヘッドスナイプ（7503ダメージ＆リーダー2ターンバインド）==3回に1度使用==&br;<木>バラージショット（計12004～18006の連続攻撃）&br;<光>ジャッジメントアロー（22509）|
|~|&mons892; %%%[[天弓の光明神・アポロン>モンスター図鑑/0892]]%%%	||BGCOLOR(#f1f1a6):光火|&color(#b00){''11292''};|&color(#b00){1};|2444270|4410||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===焔の檻（木属性3ターンバインド）==木属性モンスターがいる場合==&br;===先制===ライトニングアロー（12398ダメージ＆ランダム1色→光ドロップ）==木属性モンスターがいない場合==&br;陽光の魔弾（20664ダメージ＆ランダム1色→火ドロップ）&br;光明のリュラー（悪魔タイプ3ターンバインド）==HP50％以下で使用==&br;灰塵と成り果てろ（何もしない）==HP30％以下で使用==&br;グランド・サン（計165310の連続攻撃）==HP30％以下で使用==|
|9|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons1536; %%%[[覚醒ヘラ・ウルズ↑↑>モンスター図鑑/1536]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|7327930|5460||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===情熱☆ヘラチューン（火とお邪魔ドロップの出現率10％上昇）&br;スイートデビル♪（25254ダメージ＆水ドロップ→お邪魔ドロップ）==水ドロップがある場合に使用==&br;ハートフルアロー（25254ダメージ＆ランダム1色→火ドロップ）&br;ダブリット☆ミラー（999ターン5コンボ以下の攻撃吸収）==HP50％以下で使用==&br;ウルズ↑↑フィーバー☆（計37881の連続攻撃）==HP50％以下で使用==|
|~|&mons1737; %%%[[澪王妃・ヘラ・イース>モンスター図鑑/1737]]%%%	|悪魔/神|BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};|7241513|27300||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===澪王妃の世界（5ターンスキル使用不可）&br;ブルーブリザード（23729ダメージ＆ランダム1色→水ドロップ）&br;フリーズブラスト（20170ダメージ＆1体2～4ターンバインド）==HP75％以下で使用==&br;アイスコフィン（5932ダメージ＆5体1～3ターンバインド）==HP50％以下で使用、1度きり==&br;アブソリュートゼロ（残りHP100％ダメージ）==HP30％以下で使用==|
|~|&mons1189; %%%[[覚醒ヘラ・ベオーク>モンスター図鑑/1189]]%%%	||BGCOLOR(#bbf1a6):木闇|&color(#b00){''22184''};|&color(#b00){1};|5242645|4690||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===光合成（10ターン光属性吸収）&br;縛り上げる（8874ダメージ＆1体3ターンバインド）&br;<木>創樹妃の色香（15529ダメージ＆火ドロップ→木ドロップ）&br;<闇>創樹妃の誘惑（22184ダメージ＆闇ドロップ→光ドロップ）&br;<闇>ジュピタージェネシス（44368）==HP30％以下で使用==|
|~|&mons1250; %%%[[覚醒ヘラ・ソエル>モンスター図鑑/1250]]%%%	||BGCOLOR(#f1f1a6):光闇|&color(#b00){''17914''};|&color(#b00){1};|4581812|4690||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===耀冥妃のささやき（5ターンスキル使用不可）&br;神々の守り（999ターン状態異常無効）&br;<光>シャインブラスト（17914ダメージ＆闇ドロップ→光ドロップ）&br;<光>サンダーアロー（8957ダメージ＆サブ1体2ターンバインド）&br;<闇>耀冥妃の試練（5ターン5コンボ以下の攻撃吸収）&br;<闇>耀冥妃の裁き（3カウント後、計89570の連続攻撃）|
|~|&mons985; %%%[[神王妃・ヘラ>モンスター図鑑/0985]]%%%	|悪魔/神|BGCOLOR(#bba6f1):闇|&color(#b00){''19455''};|&color(#b00){1};|5138296|696||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===神王妃の洗礼（38910）&br;ブラックナイトメア（17510ダメージ＆光ドロップ→お邪魔ドロップ）&br;神王妃の吐息（神タイプ5ターンバインド）==HP50％以下で使用、1度きり==&br;ギガグラビティ（残りHP99％ダメージ）==HP30％以下で使用、1度きり==&br;ギガグラビトンボム（97275） ==HP30％以下で使用==|
|10|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか4体が出現|
|~|&mons171; %%%[[神化の紅面>モンスター図鑑/0171]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''74437''};|&color(#b00){6};|21|180000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ウォーターバインド|
|~|&mons172; %%%[[神化の蒼面>モンスター図鑑/0172]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''74437''};|&color(#b00){6};|21|180000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):リーフバインド|
|~|&mons173; %%%[[神化の碧面>モンスター図鑑/0173]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''74437''};|&color(#b00){6};|21|180000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ファイアバインド|
|~|&mons174; %%%[[神化の金面>モンスター図鑑/0174]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''74437''};|&color(#b00){6};|21|180000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ダークバインド|
|~|&mons175; %%%[[神化の黒面>モンスター図鑑/0175]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''74437''};|&color(#b00){6};|21|180000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):フラッシュバインド|
|11|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons648; %%%[[アテナ>モンスター図鑑/0648]]%%%		||BGCOLOR(#f1f1a6):光木|&color(#b00){''13603''};|&color(#b00){1};|6145343|1610||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===よくぞここまで来ました！（プレイヤーのHP全回復）&br;イージスの盾（999ターン状態異常無効）&br;<光>シャイニングスピア（10882ダメージ＆ランダム1色→光ドロップ）&br;<木>ストームパニッシャー（計16326の連続攻撃）&br;<木>スターバースト（計136030の連続攻撃）==HP15％以下で使用==|
//&br;<木>終わりにしましょう！（次回からスターバースト）==HP15％以下で使用、1度きり==
|~|&mons1223; %%%[[覚醒ガイア>モンスター図鑑/1223]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|1923228|8333||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===大地のコア（5ターン火属性吸収）&br;恵みの土塊（15474ダメージ＆ランダム1色→回復ドロップ）&br;アースグラビティ（残りHP99％ダメージ）&br;ストーングレイブ（計9284の連続攻撃）&br;封印の巨石（11606ダメージ＆1体2ターンバインド）==HP30％以下で使用==&br;グラウンド・リベンジ（計18570の連続攻撃）==HP30％以下で使用==|
|12|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons1252; %%%[[覚醒ゼウス・ヴァルカン>モンスター図鑑/1252]]%%%	||BGCOLOR(#f1bba6):火光|&color(#b00){''-''};|&color(#b00){1};|6615145|4690||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===神王の試練（999ターン4コンボ以下の攻撃吸収）&br;ドラゴニックブレード（20765ダメージ＆水ドロップ→火ドロップ）&br;マーズディライト（計25956の連続攻撃）==HP30％以下で使用==|
|~|&mons1532; %%%[[覚醒ゼウス・マーキュリー>モンスター図鑑/1532]]%%%	||BGCOLOR(#a6f1f1):水光|&color(#b00){''20354''};|&color(#b00){1};|7326812|4690||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===神々の守り（999ターン状態異常無効）&br;恵雨のネクタール（99ターン水ドロップ出現率25％増加）&br;クリスタルブリット（20354ダメージ＆ランダム1色→水ドロップ）&br;デウカリオーン・フラッド（15266ダメージ＆3体1～2ターンバインド）&br;ディープ・アクエリアス（1ターン5コンボ以下の攻撃を吸収）==HP50％以下で使用==&br;ギャラクシースウォーム（計35620の連続攻撃）==HP50％以下で使用==|
|~|&mons651; %%%[[覚醒ゼウス・ディオス>モンスター図鑑/0651]]%%%	||BGCOLOR(#bbf1a6):木光|&color(#b00){''20659''};|&color(#b00){1};|3809145|9380||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):神王の洗礼（先制攻撃22601）&br;神々の守り（999ターン状態異常無効）&br;<木>火消しの暴風（16527ダメージ＆火ドロップ→お邪魔ドロップ）==火ドロップがある場合に使用==&br;<光>破邪の神光（18593ダメージ＆闇ドロップ→お邪魔ドロップ）==闇ドロップがある場合に使用==&br;<光>ジュピタージェネシス（41318）==HP30％以下で使用==|
|~|&mons917; %%%[[超覚醒ゼウス>モンスター図鑑/0917]]%%%		||BGCOLOR(#f1f1a6):光|&color(#b00){''22977''};|&color(#b00){1};|4886913|9520||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):神の雷（34466）==HP75％以下で使用==&br;神王の眼光（神タイプ2～4ターンバインド）==HP50％以下で使用、1度きり==&br;スーパーノヴァ（計57440の連続攻撃）==HP20％以下で使用==|
|~|&mons918; %%%[[暗黒覚醒ゼウス>モンスター図鑑/0918]]%%%	||BGCOLOR(#bba6f1):闇光|&color(#b00){''-''};|&color(#b00){1};|7225247|9520||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ブラック・ディメンション（999ターン5コンボ以下の攻撃吸収）&br;ブラックホール（18382ダメージ＆ランダム1色→お邪魔ドロップ）&br;神王の眼光（神タイプを2～4ターンバインド）==HP50％以下で使用、1度きり==&br;スーパーノヴァ（計57440の連続攻撃）==HP25％以下で使用==|
|13|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか2体が出現|
|~|&mons1526; %%%[[火の上忍>モンスター図鑑/1526]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''8113''};|&color(#b00){1};|1541877|1120||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):忍犬の術（6490ダメージ＆ランダム1色→お邪魔ドロップ）&br;忍犬大乱踏（計8115～12984の連続攻撃）==HP50％以下で使用==|
|~|&mons1527; %%%[[水の上忍>モンスター図鑑/1527]]%%%	|回復/悪魔|BGCOLOR(#a6f1f1):水|&color(#b00){''9638''};|&color(#b00){1};|1033543|1120||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===忍法・霧隠れ（5ターン闇属性吸収）&br;お色気の術（4819ダメージ＆サブ3体1～2ターンバインド）==HP75％以下で使用==|
|~|&mons1528; %%%[[木の上忍>モンスター図鑑/1528]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''7170''};|&color(#b00){1};|525210|56000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===木遁・木枯し（4260ダメージ＆ドロップが見えなくなる）&br;猿飛流抜刀術（計10224の連続攻撃）==HP50％以下で使用==|
|~|&mons1529; %%%[[光の上忍>モンスター図鑑/1529]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''15738''};|&color(#b00){4};|2050210|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):鬼人化の秘術（次回攻撃力6倍）==初回は先制、HP15738以下だと通常攻撃==|
|~|&mons1530; %%%[[闇の上忍>モンスター図鑑/1530]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''12078''};|&color(#b00){2};|40|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===傀儡の術（サブ1体2～4ターンバインド）&br;からくり演舞（13286ダメージ＆ランダム1色→お邪魔ドロップ）==HP50％以下で使用==|
|14|&mons416; %%%[[焔尾の天狐・ミツキ>モンスター図鑑/0416]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''13521''};|&color(#b00){1};|2461933|462||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):水濡れ厳禁（水属性1～3ターンバインド）&br;クスクス笑っている&br;焔尾の猛襲（計20280の連続攻撃）==HP30％以下で使用==|
|15|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons810; %%%[[冶金の軍神・タケミナカタ>モンスター図鑑/0810]]%%%	||BGCOLOR(#f1f1a6):光火|&color(#b00){''-''};|&color(#b00){2};|9156710|924||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===諏訪の神風（999ターン状態異常無効）&br;錆びの藤枝（12529ダメージ＆ランダム1色→お邪魔ドロップ）&br;赦されざる編纂（99ターン攻撃力2倍）==HP75％以下で使用==&br;<火>八坂の神刀（2倍時、計30848の連続攻撃）&br;<火>神技・神降ろし（2倍時、計125296の連続攻撃）==HP25％以下で必ず使用==|
|~|&mons1307; %%%[[覚醒ワダツミ>モンスター図鑑/1307]]%%%	||BGCOLOR(#a6f1f1):水闇|&color(#b00){''16694''};|&color(#b00){1};|4478112|658||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===大海の衣（999ターン4コンボ以下の攻撃吸収）&br;海刃（16694ダメージ＆木ドロップ→水ドロップ）&br;神水の災恵（25041ダメージ＆水ドロップ→回復ドロップ）&br;父なる海神の呪詛（ランダム3色→お邪魔ドロップ）==HP75％以下で使用==&br;海神の一撃（66776）==HP25％以下で使用==|
|~|&mons812; %%%[[万物の妃神・イザナミ>モンスター図鑑/0812]]%%%	||BGCOLOR(#f1f1a6):光水|&color(#b00){''-''};|&color(#b00){1};|4408978|938||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===太平の願い（10ターンスキル使用不可）&br;幼龍神の息吹（17221ダメージ＆木ドロップ→火ドロップ）&br;<光>大いなる神光（19134ダメージ＆闇ドロップ→光ドロップ）&br;<水>母なる大海（21047ダメージ＆火ドロップ→水ドロップ）&br;<水>儚き夢想（ランダム3色→お邪魔ドロップ）==HP30％以下で使用、1度きり==&br;<水>森羅万象（計47835の連続攻撃）==HP30％以下で使用==|
|~|&mons814; %%%[[黄泉の主神・イザナミ>モンスター図鑑/0814]]%%%	||BGCOLOR(#bba6f1):闇火|&color(#b00){''-''};|&color(#b00){1};|6442312|938||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===怨みの冷笑（10ターン操作時間2秒短縮）&br;腐敗への誘い（ドロップ8個→毒ドロップ）&br;絶望への慟哭（17304ダメージ＆ランダム1色→お邪魔ドロップ）&br;神滅の業火（計25955の連続攻撃）&br;神怨（神タイプ1～3ターンバインド）==HP50％以下で使用、1度きり==|
|16|&mons828; %%%[[光の守護鬼・ショウキ>モンスター図鑑/0828]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){2};|916525|1050||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ここから先は（6334）&br;孤軍奮闘（1体の時、999ターン攻撃力3倍）&br;ぶん殴り（残りHP99％ダメージ）&br;怒りの鉄拳（25336）|
|~|&mons830; %%%[[闇の守護鬼・ジャキ>モンスター図鑑/0830]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){2};|1526525|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===通さねぇ！（ドロップが見えなくなる）&br;孤軍奮闘（1体の時、999ターン攻撃力3倍）&br;ぶった切り（16257）&br;怒りの鉄拳（21676）|
|17|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons746; %%%[[天導の朱雀・レイラン>モンスター図鑑/0746]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''14534''};|&color(#b00){1};|3419207|496||
