*大天狗 降臨！【バランス強化】 [#ieff2e83]

|~名称		|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|修験者 地獄級		|50|5|14011|9488|&color(#080){''&calc(9488/50,1);''};|
|修験者 超級		|30|5|9334|6351|&color(#080){''&calc(6351/30,1);''};|

//- パーティーに加えられるのは、フレンドも含めて「コスト12以下のモンスター」のみ
- 2016/01/25 リニューアル（[[大天狗 降臨！/旧ver>スペシャルダンジョン/大天狗 降臨！/旧ver]]）
-- コスト制限を廃止、バランスタイプ強化（HP・攻撃・回復1.5倍）に変更

&color(#b00){''TIPS''}; [[精霊の宝玉イベント>スペシャルダンジョン/精霊の宝玉イベント]]

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|~|&mons547; %%%[[水の下忍>モンスター図鑑/0547]]%%%		||BGCOLOR(#a6f1f1):水|&color(#b00){''3360''};|&color(#b00){1};|10933|2333||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):影縫いの術（1体5ターンバインド）==HP25％以下で使用、1度きり==|
|~|&mons549; %%%[[木の下忍>モンスター図鑑/0549]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''3392''};|&color(#b00){1};|10800|2333||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):影縫いの術（1体5ターンバインド）==HP25％以下で使用、1度きり==|
|~|&mons551; %%%[[光の下忍>モンスター図鑑/0551]]%%%		||BGCOLOR(#f1f1a6):光|&color(#b00){''3488''};|&color(#b00){1};|11200|2333||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===電光石火（1744）|
|~|&mons553; %%%[[闇の下忍>モンスター図鑑/0553]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''3456''};|&color(#b00){1};|11333|2333||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):煙幕（ドロップが見えなくなる）|
|4|&mons580; %%%[[焔の霊魂・ウィルオーウィスプ>モンスター図鑑/0580]]%%%x2	||BGCOLOR(#f1bba6):火|&color(#b00){''4344''};|&color(#b00){1};|10925|54000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ファイアボール（5430）==HP25％以下で使用==|
|5|&mons778; %%%[[霊峰の破戒神・大天狗>モンスター図鑑/0778]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''6387''};|&color(#b00){2};|1445245|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):縛！（3体3ターンバインド）==1度きり==&br;壊！（9581）&br;滅！（4471ダメージ＆ランダム1色→お邪魔ドロップ）&br;精神を研ぎ澄ましている（何もしない、生者必滅と交互に使用）==HP40％以下で使用==&br;生者必滅（計51096の連続攻撃）|

- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||	||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||

** チーム編成例 [#d4220e50]

*** 地獄級 [#r2ddee94]

|~Ver|~チーム編成（左右がリーダー）|~HP|~石|~備考|
|||RIGHT:|RIGHT:||c

//| |&mons000; &mons000; &mons000; &mons000; &mons000; &mons000;| | | |


#include(Parts/チーム編成例の注意,notitle)

* コメント [#zabf7b55]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
