* ぷれドラ大量発生！ [#lb428afc]

|~名称		|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|贈龍の館 地獄級	|99|5|632|446|&color(#080){''&calc(446/50,1);''};|
|贈龍の館 超級		|50|4|404|194|&color(#080){''&calc(194/25,1);''};|

//2015年12月09日配信

- [[ゲリラダンジョン>スペシャルダンジョン/ゲリラダンジョン]]
- [[新ゲリラダンジョン「ぷれドラ大量発生！」登場:http://pad.gungho.jp/member/guerrilla/151208_puredora.html]]
- 超級を周回したほうが、事故率も低くより多くのぷれドラベビーが入手できる。
-- 地獄級1回（スタミナ99）：ぷれドラベビーx3 潜在たまドラx2
-- 超級2回（スタミナ100）：ぷれドラベビーx6 潜在たまドラx2
- 2016/03/26 [[稀に「潜在たまドラ☆スキル遅延耐性」が出現:http://pad.gungho.jp/member/guerrilla/150325_puredora.html]]

//&color(#b00){''TIPS''}; [[精霊の宝玉イベント>スペシャルダンジョン/精霊の宝玉イベント]]

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|~|&mons2302; %%%[[ヒカぷれドラ>モンスター図鑑/2302]]%%%	|売却用|BGCOLOR(#f1f1a6):光|&color(#b00){''3000''};|&color(#b00){1};|25|10000000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|~|&mons2303; %%%[[ヤミぷれドラ>モンスター図鑑/2303]]%%%	|売却用|BGCOLOR(#bba6f1):闇|&color(#b00){''3000''};|&color(#b00){1};|25|10000000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|3,5|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons2207; %%%[[潜在たまドラ☆HP強化>モンスター図鑑/2207]]%%%	|覚醒用|BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|30|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):会えてうれしいたまぁ～☆（先制・全員のスキル2ターン遅延）&br;たまぁ～☆（10370）|
|~|&mons2208; %%%[[潜在たまドラ☆攻撃強化>モンスター図鑑/2208]]%%%	|>|>|>|>|>|>|~|
|~|&mons2209; %%%[[潜在たまドラ☆回復強化>モンスター図鑑/2209]]%%%	|>|>|>|>|>|>|~|
|~|&mons2210; %%%[[潜在たまドラ☆自動回復>モンスター図鑑/2210]]%%%	|>|>|>|>|>|>|~|
|~|&mons2211; %%%[[潜在たまドラ☆操作時間延長>モンスター図鑑/2211]]%%%	|>|>|>|>|>|>|~|
|~|&mons2212; %%%[[潜在たまドラ☆火ダメージ軽減>モンスター図鑑/2212]]%%%	|>|>|>|>|>|>|~|
|~|&mons2213; %%%[[潜在たまドラ☆水ダメージ軽減>モンスター図鑑/2213]]%%%	|>|>|>|>|>|>|~|
|~|&mons2214; %%%[[潜在たまドラ☆木ダメージ軽減>モンスター図鑑/2214]]%%%	|>|>|>|>|>|>|~|
|~|&mons2215; %%%[[潜在たまドラ☆光ダメージ軽減>モンスター図鑑/2215]]%%%	|>|>|>|>|>|>|~|
|~|&mons2216; %%%[[潜在たまドラ☆闇ダメージ軽減>モンスター図鑑/2216]]%%%	|>|>|>|>|>|>|~|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):贈龍の館 超級|
||&mons2425; %%%[[潜在たまドラ☆HP強化>モンスター図鑑/2425]]%%%	|覚醒用|BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|21|1000000|※稀に出現|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):会えてうれしいたまぁ～☆（先制・全員のスキル2ターン遅延）&br;たまぁ～☆（10000）|
|1,3|&mons2572; %%%[[ぷれドラベビー>モンスター図鑑/2572]]%%%x3	|売却用|BGCOLOR(#f1f1a6):光|&color(#b00){''100''};|&color(#b00){1};|10|50000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|2|>|>|>|>|>|>|>|BGCOLOR(#ffffff):ぷれドラベビー2体＋○○ぷれドラ1体が出現|
|~|&mons2572; %%%[[ぷれドラベビー>モンスター図鑑/2572]]%%%	|売却用|BGCOLOR(#f1f1a6):光|&color(#b00){''100''};|&color(#b00){1};|10|50000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|~|&mons2299; %%%[[ホノぷれドラ>モンスター図鑑/2299]]%%%	|売却用|BGCOLOR(#f1bba6):火|&color(#b00){''3000''};|&color(#b00){1};|25|10000000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|~|&mons2300; %%%[[ミズぷれドラ>モンスター図鑑/2300]]%%%	|売却用|BGCOLOR(#a6f1f1):水|&color(#b00){''3000''};|&color(#b00){1};|25|10000000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|~|&mons2301; %%%[[モクぷれドラ>モンスター図鑑/2301]]%%%	|売却用|BGCOLOR(#bbf1a6):木|&color(#b00){''3000''};|&color(#b00){1};|25|10000000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|~|&mons2302; %%%[[ヒカぷれドラ>モンスター図鑑/2302]]%%%	|売却用|BGCOLOR(#f1f1a6):光|&color(#b00){''3000''};|&color(#b00){1};|25|10000000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|~|&mons2303; %%%[[ヤミぷれドラ>モンスター図鑑/2303]]%%%	|売却用|BGCOLOR(#bba6f1):闇|&color(#b00){''3000''};|&color(#b00){1};|25|10000000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|4|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons2207; %%%[[潜在たまドラ☆スキル遅延耐性>モンスター図鑑/2207]]%%%	|覚醒用|BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|21|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):会えてうれしいたまぁ～☆（先制・全員のスキル2ターン遅延）&br;たまぁ～☆（7080）|
|~|&mons2208; %%%[[潜在たまドラ☆攻撃強化>モンスター図鑑/2208]]%%%	|>|>|>|>|>|>|~|
|~|&mons2209; %%%[[潜在たまドラ☆回復強化>モンスター図鑑/2209]]%%%	|>|>|>|>|>|>|~|
|~|&mons2210; %%%[[潜在たまドラ☆自動回復>モンスター図鑑/2210]]%%%	|>|>|>|>|>|>|~|
|~|&mons2211; %%%[[潜在たまドラ☆操作時間延長>モンスター図鑑/2211]]%%%	|>|>|>|>|>|>|~|
|~|&mons2212; %%%[[潜在たまドラ☆火ダメージ軽減>モンスター図鑑/2212]]%%%	|>|>|>|>|>|>|~|
|~|&mons2213; %%%[[潜在たまドラ☆水ダメージ軽減>モンスター図鑑/2213]]%%%	|>|>|>|>|>|>|~|
|~|&mons2214; %%%[[潜在たまドラ☆木ダメージ軽減>モンスター図鑑/2214]]%%%	|>|>|>|>|>|>|~|
|~|&mons2215; %%%[[潜在たまドラ☆光ダメージ軽減>モンスター図鑑/2215]]%%%	|>|>|>|>|>|>|~|
|~|&mons2216; %%%[[潜在たまドラ☆闇ダメージ軽減>モンスター図鑑/2216]]%%%	|>|>|>|>|>|>|~|

//#group#

- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||	||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||

//*** 特殊行動の条件 [#xe8ecae4]

//- （*1）&mons1947; &mons1949; のいずれか
//- （*2）&mons1951; &mons1953; &mons2069; &mons2206; &mons2263; のいずれか

//** スキル上げ用途 [#ed7dd12d]

//|~素材|~スキル（最大Lv）|~対象モンスター|
//|&mons2413;|グラビティルーム (5)|&mons1627; &mons1707; &mons2291;|
//|&mons2414;|滅魔の息吹 (6)|&mons1644; &mons2316;|

** チーム編成例 [#k1bb9830]

//- 

*** 地獄級 [#vf132631]

|~Ver|~チーム編成（左右がリーダー）|~HP|~石|~備考|
|||RIGHT:|RIGHT:||c
|v8.5|&mons2012; &mons2012; &mons2012; &mons2012; &mons2012; &mons2253;| |0|システム。シヴァドラのみスキルマ。&br;かつ3Fで使用するシヴァドラ、5Fで使用するモンスターにそれぞれ潜在遅延耐性2前提。&br;ラー1体を[[ベジット>モンスター図鑑/1937]]でも可、ラー2体を[[ゴン>モンスター図鑑/2226]]＆[[ダークサイド>モンスター図鑑/1700]]でも可。|

//| |&mons000; &mons000; &mons000; &mons000; &mons000; &mons000;| | | |

#include(Parts/チーム編成例の注意,notitle)

* コメント [#x33afcb3]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
