* &font2(60%){きょくげんのとうぎじょう/そうきょくのめがみ3};極限の闘技場/双極の女神3 [#f904ad91]

#ginclude(Parts/関連,notitle,or,kyokugen)

|~名称	|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|双極の女神3	|198|24|324000|204000|&color(#080){''&calc(204000/198,1);''};|

- [[極限の闘技場>テクニカルダンジョン/極限の闘技場]]
- 「[[双極の女神2>テクニカルダンジョン/極限の闘技場/双極の女神2]]」のクリアで出現
- 最奥では「ピィ」5種のうちいずれかが登場し、クリアすると必ずドロップする。

- 2016/04/28 双極の女神3が登場。[[公式:http://pad.gungho.jp/member/tech_dungeon/160426.html]]
-- 極限の闘技場（双極の女神2）との違い：全体的に敵の攻撃力・HPアップ（一部は弱体化）
-- （階層追加）3Fにタン系が追加
-- （階層追加）22Fに「鍛煉神・ヘパイストス＝ドラゴン」等のレーダー限定のドラゴン追加
--- 壊滅級よりは攻撃力・HPが低い、確定ドロップではない

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=HP75％以上で、HPが0になる攻撃を受けてもHPが1残る&br;===先制===穢れを落としてさしあげますっ！（プレイヤーのHP全回復）&br;燕の産んだ子安貝（18961ダメージ＆闇ドロップ→回復ドロップ）&br;龍の首の珠（11377ダメージ＆全ドロップ→火・水・木・光・闇ドロップ）&br;火鼠の裘（11377＆回復ドロップ→火ドロップ）&br;仏の御石の鉢（残りHP99％ダメージ）&br;蓬莱の玉の枝（悪魔タイプ2～3ターンバインド）==HP75％以下で使用、1度きり==&br;夜穿天昇（30338ダメージ＆縦3と4列目→光ドロップ）==HP30％以下で使用==&br;不死の薬（HP全回復）==HP1％以下で使用==|
|~|&mons812; %%%[[万物の妃神・イザナミ>モンスター図鑑/0812]]%%%	|神/バランス|BGCOLOR(#f1f1a6):光水|&color(#b00){''-''};|&color(#b00){1};|4408978|938||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===太平の願い（10ターンスキル使用不可）&br;幼龍神の息吹（17221ダメージ＆木ドロップ→火ドロップ）&br;<光>大いなる神光（19134ダメージ＆闇ドロップ→光ドロップ）&br;<水>母なる大海（21047ダメージ＆火ドロップ→水ドロップ）&br;<水>儚き夢想（ランダム3色→お邪魔ドロップ）==HP30％以下で使用、1度きり==&br;<水>森羅万象（計47835の連続攻撃）==HP30％以下で使用==|
|~|&mons814; %%%[[黄泉の主神・イザナミ>モンスター図鑑/0814]]%%%	|神/体力|BGCOLOR(#bba6f1):闇火|&color(#b00){''-''};|&color(#b00){1};|6442312|938||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===怨みの冷笑（10ターン操作時間2秒短縮）&br;腐敗への誘い（ドロップ8個→毒ドロップ）&br;絶望への慟哭（17304ダメージ＆ランダム1色→お邪魔ドロップ）&br;神滅の業火（計25955の連続攻撃）&br;神怨（神タイプ1～3ターンバインド）==HP50％以下で使用、1度きり==|
|~|&mons2549; %%%[[覚醒ヤマツミ>モンスター図鑑/2549]]%%%	|神/体力|BGCOLOR(#bbf1a6):木光|&color(#b00){''-''};|&color(#b00){1};|6003010|644||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===我が地に何用じゃ（999ターン状態異常無効）&br;火止扶ク黒犬（24823ダメージ＆火→お邪魔ドロップ）&br;路尋承シ白犬（24823ダメージ＆縦3,4列目→お邪魔ドロップ）&br;神変（17731ダメージ＆ドロップ6個をロック）&br;天甜酒（HP30％回復）==HP40％以下で使用、1度きり==&br;花吹雪（計18618の連続攻撃）==HP40％以下で使用==&br;奇シ和多志ノ力（28370ダメージ＆ランダム1色→水ドロップ）&br;軻遇突智ノ御霊（残りHP100％ダメージ）==HP20％以下で使用、1度きり==&br;武神ノ大力（計56740の連続攻撃）==HP20％以下で使用==|
|3|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか4体が出現|
|~|&mons2723; %%%[[ホノタン>モンスター図鑑/2723]]%%%		|強化用|BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|20|3488889||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):エンソウルキャリー（11167ダメージ＆ドロップ1個→火ドロップ）|
|~|&mons2724; %%%[[ミズタン>モンスター図鑑/2724]]%%%		|強化用|BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};|20|3488889||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):スイソウルキャリー（11167ダメージ＆ドロップ1個→水ドロップ）|
|~|&mons2725; %%%[[モクタン>モンスター図鑑/2725]]%%%		|強化用|BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|20|3488889||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ジュソウルキャリー（11167ダメージ＆ドロップ1個→木ドロップ）|
|~|&mons2726; %%%[[ヒカタン>モンスター図鑑/2726]]%%%		|強化用|BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|20|3488889||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):コウソウルキャリー（11167ダメージ＆ドロップ1個→光ドロップ）|
|~|&mons2727; %%%[[ヤミタン>モンスター図鑑/2727]]%%%		|強化用|BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|20|3488889||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):メイソウルキャリー（11167ダメージ＆ドロップ1個→闇ドロップ）|
|4|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons823; %%%[[フラッドフェンリルナイト・カムイ>モンスター図鑑/0823]]%%%	|バランス|BGCOLOR(#a6f1f1):水|&color(#b00){''8540''};|&color(#b00){1};|2748050|4200||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===攻勢の狼煙（3ターン操作時間1秒短縮）==重複する場合通常攻撃==&br;一撃（6832）&br;二撃（計13664の連続攻撃）&br;三撃（計20496の連続攻撃）&br;四撃（計27328の連続攻撃）&br;終撃（計170800の連続攻撃）|
|~|&mons826; %%%[[カオスドラゴンナイト・ヴォイス>モンスター図鑑/0826]]%%%	|ドラゴン/バランス|BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|3154717|4200||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===混沌の衣（3ターン闇属性吸収）&br;カオスサイス（16165ダメージ＆ランダム1色→お邪魔ドロップ）&br;ブラックストーム（32330ダメージ＆お邪魔ドロップ→闇ドロップ）==お邪魔ドロップがある時に使用==|
|~|&mons1258; %%%[[漢気の魔神卿・アモン>モンスター図鑑/1258]]%%%	|悪魔/体力|BGCOLOR(#a6f1f1):水光|&color(#b00){''-''};|&color(#b00){2};|6109862|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===アモン、参上っ！！！（残りHP99％ダメージ）&br;スーパーデビルフック（20675ダメージ＆ランダム1色→お邪魔ドロップ）&br;ホー！ホー！ホーッ！！（計38766の連続攻撃）&br;オール・フォー・ミー（999ターン攻撃力3倍）==HP50％以下で使用==|
|~|&mons1062; %%%[[屍霊龍・ドラゴンゾンビ>モンスター図鑑/1062]]%%%	|ドラゴン/悪魔|BGCOLOR(#bba6f1):闇木|&color(#b00){''-''};|&color(#b00){2};|3055795|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===屍霊の呪い（10ターン毒ドロップが5％で出現）&br;アシッドブレス（32859ダメージ＆ランダム1色→お邪魔ドロップ）&br;屍霊の怨念（ドラゴンタイプ3ターンバインド）==HP50％以下で使用、1度きり==&br;ヘルポイズンブレス（32859ダメージ＆ドロップ3個→毒ドロップ）==HP50％以下で使用==|
|5|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか2体が出現|
|~|&mons475; %%%[[火炎獄・パイロデーモン>モンスター図鑑/0475]]%%%	|攻撃/悪魔|BGCOLOR(#f1bba6):火|&color(#b00){''24124''};|&color(#b00){1};|2001947|2560||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ウォーターバインド&br;イビルスラッシュ（計43422の連続攻撃）==HP35％以下で使用==|
|~|&mons476; %%%[[氷結獄・フロストデーモン>モンスター図鑑/0476]]%%%	|攻撃/悪魔|BGCOLOR(#a6f1f1):水|&color(#b00){''23779''};|&color(#b00){1};|1989613|2560||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):リーフバインド&br;イビルスラッシュ（計42804の連続攻撃）==HP35％以下で使用==|
|~|&mons477; %%%[[樹海獄・タウロスデーモン>モンスター図鑑/0477]]%%%	|攻撃/悪魔|BGCOLOR(#bbf1a6):木|&color(#b00){''23384''};|&color(#b00){1};|1977280|2560||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ファイアバインド&br;イビルスラッシュ（計42090の連続攻撃）==HP35％以下で使用==|
|~|&mons478; %%%[[光天獄・ハーピィデーモン>モンスター図鑑/0478]]%%%	|攻撃/悪魔|BGCOLOR(#f1f1a6):光|&color(#b00){''24519''};|&color(#b00){1};|2026613|2560||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ダークバインド&br;イビルスラッシュ（計44136の連続攻撃）==HP35％以下で使用==|
|~|&mons479; %%%[[闇地獄・ブラッドデーモン>モンスター図鑑/0479]]%%%	|攻撃/悪魔|BGCOLOR(#bba6f1):闇|&color(#b00){''24864''};|&color(#b00){1};|2038947|2560||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):フラッシュバインド&br;イビルスラッシュ（計44754の連続攻撃）==HP35％以下で使用==|
|6|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons1210; %%%[[久遠の不死鳥・フェニックス>モンスター図鑑/1210]]%%%	|攻撃|BGCOLOR(#f1bba6):火|&color(#b00){''11102''};|&color(#b00){1};|2560373|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===不死鳥の輝き（プレイヤーのHP全回復）&br;イモータルフレイム（8327ダメージ＆水→回復ドロップ）&br;エターナルフレア（計44410の連続攻撃）==6回に1度==&br;転生の炎（HP全回復）==HP50％以下で使用==|
|~|&mons401; %%%[[大洋の悪魔・クラーケン>モンスター図鑑/0401]]%%%	|攻撃/悪魔|BGCOLOR(#a6f1f1):水|&color(#b00){''29402''};|&color(#b00){2};|2804373|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===這い寄る魔手（木属性3ターンバインド）==木属性モンスターがいる場合==&br;===先制===ブラックアウト（7351ダメージ＆ドロップが見えなくなる）==木属性モンスターがいない場合==&br;触手攻撃（22052ダメージ＆サブ2体2ターンバインド）&br;ハードテンタクル（計44103の連続攻撃）==HP30％以下で使用==|
|~|&mons1212; %%%[[王家の狩猟獣・グリフォン>モンスター図鑑/1212]]%%%	|攻撃|BGCOLOR(#bbf1a6):木|&color(#b00){''17812''};|&color(#b00){1};|2036790|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ダウンバースト（残りHP99％ダメージ） &br;スナイパーアイ（1体2～3ターンバインド）&br;ハンティングゲイル（計17810の連続攻撃）|
|~|&mons1213; %%%[[聖女の衛騎士・ユニコーン>モンスター図鑑/1213]]%%%	|回復|BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|1833457|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===女神の祝福（3ターン20万以上の攻撃吸収）&br;女神の祈り（闇属性3ターンバインド）&br;セイクリッドアサルト（16287ダメージ＆ランダム4個→光ドロップ）&br;レインボーロード（20359ダメージ＆全ドロップ→火・水・木・光・闇）|
|~|&mons1214; %%%[[冥界の闇番犬・ケルベロス>モンスター図鑑/1214]]%%%	|攻撃/悪魔|BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|1543707|476||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ヘルハウリング（ランダム2色→お邪魔ドロップ）&br;デスバイト（6359ダメージ＆ドロップ3個→毒ドロップ）&br;トリニティファング（計38157の連続攻撃）==HP25％以下で使用==|
|7|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか3体が出現|
|~|&mons1230; %%%[[覚醒幻神・オーディンたまドラ>モンスター図鑑/1230]]%%%	|神|BGCOLOR(#f1bba6):火|&color(#b00){''14811''};|&color(#b00){1};|37|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|~|&mons1229; %%%[[覚醒秘神・オーディンたまドラ>モンスター図鑑/1229]]%%%	|神|BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};|37|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ピュアスマイル（1体3ターンバインド）&br;まそうぐんぐにーるたまぁ！（13330ダメージ＆ランダム1色→闇ドロップ）|
|~|&mons1228; %%%[[覚醒オーディンたまドラ>モンスター図鑑/1228]]%%%	|神|BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){2};|37|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ピュアスマイル（1体3ターンバインド）&br;ぐんぐにーるたまぁ！（29622ダメージ＆ランダム1色→光ドロップ）|
|~|&mons1466; %%%[[ラーたまドラ>モンスター図鑑/1466]]%%%	|神|BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){2};|37|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===サイレントスマイル（5ターンスキル使用不可）==スキル封印されていない場合に使用==&br;立チ去レたまぁ・・・（何もしない）==スキル封印されている場合に使用==&br;ソーラーレーザー（7777）|
|~|&mons1469; %%%[[神輝の代行者・メタトロンたまドラ>モンスター図鑑/1469]]%%%	|神/回復|BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|37|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===いやすたまぁ！（プレイヤーのHP全回復）&br;くいっくたまぁ！（13000ダメージ＆1体2ターンバインド）&br;ピュアスマイル（1体3ターンバインド）|
|~|&mons1468; %%%[[ツクヨミたまドラ>モンスター図鑑/1468]]%%%	|神|BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){2};|30|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ちぇんじ・ざ（何もしない）&br;わーるどたまぁ！（計156000の連続攻撃）|
|8|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons1425; %%%[[決死の燕将軍・張飛>モンスター図鑑/1425]]%%%	|体力/攻撃|BGCOLOR(#bbf1a6):木火|&color(#b00){''-''};|&color(#b00){2};|5380459|648||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===我こそは張益徳！（3ターン操作時間1秒短縮）&br;白虎蛇矛（22991ダメージ＆ランダム1色→闇ドロップ）&br;猛虎乱撃（30656）&br;こいつで終わりだぁ！！（何もしない）==HP50％以下で使用、1度きり==&br;西方爆砕陣（51092）==HP50％以下で使用==|
|~|&mons1590; %%%[[桃園の義将姫・関銀屏>モンスター図鑑/1590]]%%%	|回復/体力|BGCOLOR(#f1bba6):火木|&color(#b00){''16227''};|&color(#b00){1};|4039963|2160||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===関銀屏、行くぜっ！（999ターン3コンボ以下の攻撃吸収）&br;<火>青龍焔月刀（14604ダメージ＆ランダム1色→火ドロップ）&br;<木>魔除けの翠真珠（火属性3ターンバインド）==1度きり==&br;<木>いただきまーすっ！（HP50％回復）==1度きり==&br;<木>風刃（14604ダメージ＆ランダム1色→木ドロップ）&br;<木>南方華演陣（計24342の連続攻撃）==HP30％以下で使用==|
|~|&mons1711; %%%[[龍威の勇将軍・趙雲>モンスター図鑑/1711]]%%%	|攻撃/ドラゴン|BGCOLOR(#bbf1a6):木光|&color(#b00){''22184''};|&color(#b00){1};|5916695|658||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===趙子龍、参る！（999ターン状態異常無効）&br;一騎当千の覇気（99ターン5コンボ以下の攻撃吸収）&br;忠義の勇槍（16638ダメージ＆ランダム1色→光ドロップ）&br;怒りの豪槍（残りHP99％ダメージ）&br;龍翼猛襲（16638ダメージ＆ドロップが見えなくなる）&br;北方無双陣（計53240の連続攻撃）==HP30％以下で使用==|
|~|&mons2104; %%%[[秀麗の智将軍・周瑜>モンスター図鑑/2104]]%%%	|回復/ドラゴン|BGCOLOR(#a6f1f1):水木|&color(#b00){''-''};|&color(#b00){1};|5086993|504||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=HP50％以上で、HPが0になる攻撃を受けてもHPが1残る&br;#group#守護龍の壁陣（5ターン被ダメージ50％減）==先制で下記と同時に使用==&br;この周公瑾の知略、お見せしよう！（ドロップが見えなくなる）#group#&br;#group#結界陣（999ターン状態異常無効）==下記と同時に使用、1度きり==&br;伏兵の奇襲（計22145の連続攻撃）#group#&br;剣の舞（計17271～26572の連続攻撃）&br;落石の計（26572ダメージ＆ドロップ5個→お邪魔ドロップ）&br;守護龍の毒爪（17714ダメージ＆ドロップ4個→毒ドロップ）&br;#group#火攻めの包囲陣（13286ダメージ＆横1,5列目→火ドロップ）==HP75％以下で下記と同時に使用、3回に1度==&br;君に突破できるかな？（13286ダメージ＆縦1,6列目→火ドロップ）#group#&br;星乱の天舞（計66432の連続攻撃）==HP20％以下で使用==|
|~|&mons2182; %%%[[流砂の妖仙・沙悟浄>モンスター図鑑/2182]]%%%	|攻撃/悪魔|BGCOLOR(#a6f1f1):水闇|&color(#b00){''15778''};|&color(#b00){1};|1266458|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=HP75％以上で、HPが0になる攻撃を受けてもHPが1残る&br;===先制===流沙河の旋風（計11834の連続攻撃）&br;霊山の大将（99ターン4コンボ以下の攻撃吸収）&br;降妖宝杖（13411ダメージ＆ドロップ5個→闇ドロップ）&br;喰らいつく（計18934の連続攻撃）&br;九筋の陰風（3ターンスキル使用不可）==HP50％以下で使用==&br;#group#妖仙の呪詛（残りHP99％ダメージ）==HP1％以下で下記と同時に使用==&br;喰らいつく（計18934の連続攻撃）#group#|
|~|&mons2184; %%%[[大食の妖仙・猪八戒>モンスター図鑑/2184]]%%%	|体力/悪魔|BGCOLOR(#f1bba6):火光|&color(#b00){''17914''};|&color(#b00){1};|6322345|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===とっつげき～！（残りHP99％ダメージ）&br;ぶったたく（21497ダメージ＆縦1,3,5列目→火ドロップ）&br;#group#点心つまみ食い（HP10％回復）==HP80％以下で下記と同時に使用==&br;灼熱の蹄（8957ダメージ＆横5列目→火ドロップ）#group#&br;水戦の秘技（13436ダメージ＆水属性2ターンバインド）==HP80％以下で使用==&br;天蓬元帥の秘策（1ターン被ダメージ75％減）==HP50％以下で使用、1度きり==&br;猪突猛進（残りHP100％ダメージ）==HP50％以下で使用、1度きり==&br;ばくれつミルキーウェイ！（35828ダメージ＆縦1,3,5列目→火、縦2,4,6列目→光）==HP30％以下で使用==|
|9|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons1533; %%%[[覚醒ミネルヴァ>モンスター図鑑/1533]]%%%	|ドラゴン/悪魔|BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|1544012|518||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=光と闇属性のダメージ50％減&br;===先制===君のパズル力、見せてもらおう！（5ターン5コンボ以下の攻撃吸収）&br;紅蓮一閃（14405ダメージ＆横3列目→火ドロップ）==5回まで==&br;興醒めだな（999ターン攻撃力3倍）&br;獄天の焦熱（3倍時、61734ダメージ＆ランダム1色→火ドロップ）==闇ドロップを最優先で変換==|
|~|&mons1534; %%%[[覚醒ネプチューン>モンスター図鑑/1534]]%%%	|攻撃/悪魔|BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};|766262|366667||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=光と闇属性のダメージ50％減&br;===先制===我を打ち破って見せよ（4ターン状態異常無効）&br;ヘブンズシュトローム（4479ダメージ＆横1列目→毒ドロップ、横5列目→回復ドロップ）&br;ヘブンズシュトローム（8957ダメージ＆縦1列目→毒ドロップ、縦6列目→回復ドロップ）&br;ヘブンズシュトローム（13436ダメージ＆横1列目→回復ドロップ、横5列目→毒ドロップ）&br;ヘブンズシュトローム（17914ダメージ＆縦1列目→回復ドロップ、縦6列目→毒ドロップ）&br;アビスシュトローム（35828ダメージ＆横1と5列目→毒ドロップ）|
|~|&mons1535; %%%[[覚醒セレス>モンスター図鑑/1535]]%%%	|バランス/悪魔|BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|2240428|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=光と闇属性のダメージ50％減&br;===先制===私から逃れられるかしら？（5ターンスキル使用不可）&br;霊樹の呪縛（11148ダメージ＆リーダー1～2ターンバインド）&br;茨の檻（7432ダメージ＆サブ3体1～2ターンバインド）&br;ウィップラッシュ（計17838～23784の連続攻撃）&br;ソウルバースト（44592ダメージ＆全ドロップ→木と回復ドロップ）==6回に1度==&br;ソウルキュアー（HP100％回復）==HP50％以下で使用==|
|~|&mons1928; %%%[[覚醒ヴィーナス>モンスター図鑑/1928]]%%%	|悪魔/回復|BGCOLOR(#f1f1a6):光水|&color(#b00){''-''};|&color(#b00){1};|2545428|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=水と光属性のダメージ50％減&br;===先制===優しくしてくださいね♪（5ターンドロップ操作時間2秒短縮）&br;まだまだこれからです♪（3ターンドロップ操作時間3秒短縮）==操作時間短縮が無くなったら使用==&br;ビューティフル・ワールド（13664ダメージ＆2体1～2ターンバインド）&br;キューピッドアタック（18219ダメージ＆ドロップ3個→お邪魔ドロップ）&br;ハイテンプテーション（サブ2～3ターンバインド）==HP30％以下で使用、1度きり==&br;ブリリアント・ワールド（27329ダメージ＆5体1～2ターンバインド）==HP30％以下で使用==|
|~|&mons1748; %%%[[覚醒ハーデス>モンスター図鑑/1748]]%%%	|悪魔/攻撃|BGCOLOR(#bba6f1):闇木|&color(#b00){''-''};|&color(#b00){5};|6506667|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=木と闇属性のダメージ50％減&br;===先制===・・・・・・・・・。（残りHP99％ダメージ）&br;デスサイズ（650670ダメージ＆横3列目→闇ドロップ）|
|~|&mons2320; %%%[[覚醒ヨルズ>モンスター図鑑/2320]]%%%	|神/攻撃|BGCOLOR(#bbf1a6):木光|&color(#b00){''-''};|&color(#b00){1};|9055043|644||
