* ヘパイストス降臨！ [#lb428afc]

|~名称			|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|鍛煉神 超地獄級	|50|7|54560|22180|&color(#080){''&calc(22180/50,1);''};|
|鍛煉神 地獄級		|50|7|30864|13209|&color(#080){''&calc(13209/50,1);''};|

//○年○月○日配信

//&color(#b00){''TIPS''}; [[精霊の宝玉イベント>スペシャルダンジョン/精霊の宝玉イベント]]

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=光と闇属性のダメージ50％減&br;===先制===私から逃れられるかしら？（5ターンスキル使用不可）&br;霊樹の呪縛（5848ダメージ＆リーダー1～2ターンバインド）&br;茨の檻（3899ダメージ＆サブ3体1～2ターンバインド）&br;ウィップラッシュ（計9357～12476の連続攻撃）&br;ソウルバースト（23391ダメージ＆全ドロップ→木と回復ドロップ）==6回に1度==&br;ソウルキュアー（HP100％回復）==HP50％以下で使用==|
|6|&mons326; %%%[[紅氷星・リヴァイアサン>モンスター図鑑/0326]]%%%	|ドラゴン/攻撃|BGCOLOR(#a6f1f1):水火|&color(#b00){''-''};|&color(#b00){5};|1956667|260||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===水龍の咆哮（ランダム1色→水ドロップ）&br;かみ砕く（72080）|
|7|&mons2722; %%%[[覚醒ヘパイストス>モンスター図鑑/2722]]%%%		|神/攻撃|BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|4530972|460||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===灼炎の熔炉（5ターン被ダメージ75％減）&br;※上から順に使用&br;鍛錬（1回目計8934・2回目計11168・3回目計13400・4回目計15634の連続攻撃）&br;神器創造（17867）&br;アイアンランページ（計78169の連続攻撃）|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):鍛煉神 地獄級|
|1|&mons794; %%%[[雷光の巨漢・サイクロプス>モンスター図鑑/0794]]%%%x3	|体力|BGCOLOR(#f1f1a6):光|&color(#b00){''10228''};|&color(#b00){3};|611525|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ヘビーブロウ（残りHP75％ダメージ）&br;武器を振り上げた（何もしない、ギガインパクトと交互に使用）==HP50％以下で使用==&br;ギガインパクト（20456）==HP50％以下で使用==|
|2|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons906; %%%[[フレイムバロン>モンスター図鑑/0906]]%%%	|バランス|BGCOLOR(#f1bba6):火|&color(#b00){''5845''};|&color(#b00){1};|107467|60000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===騎士道精神（プレイヤーのHP全回復）&br;フレイムフォース（4676ダメージ＆ランダム1色→火ドロップ）&br;エンパイアソード（8768）==HP25％以下で使用==|
|~|&mons907; %%%[[アクアバロン>モンスター図鑑/0907]]%%%		|バランス|BGCOLOR(#a6f1f1):水|&color(#b00){''5845''};|&color(#b00){1};|107467|60000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===騎士道精神（プレイヤーのHP全回復）&br;アイスフォース（4676ダメージ＆ランダム1色→水ドロップ）&br;オーシャンスピアー（7306ダメージ＆ランダム1色→水ドロップ）==HP25％以下で使用==|
|~|&mons908; %%%[[アースバロン>モンスター図鑑/0908]]%%%		|バランス|BGCOLOR(#bbf1a6):木|&color(#b00){''5845''};|&color(#b00){1};|107467|60000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===騎士道精神（プレイヤーのHP全回復）&br;ウィンドフォース（4676ダメージ＆ランダム1色→木ドロップ）&br;エンパイアソード（8768）==HP25％以下で使用==|
|~|&mons909; %%%[[ホワイトバロン>モンスター図鑑/0909]]%%%	|バランス|BGCOLOR(#f1f1a6):光|&color(#b00){''5845''};|&color(#b00){1};|107467|60000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===騎士道精神（プレイヤーのHP全回復）&br;サンダーフォース（4676ダメージ＆ランダム1色→光ドロップ）&br;エンパイアソード（8768）==HP25％以下で使用==|
|~|&mons910; %%%[[ブラックバロン>モンスター図鑑/0910]]%%%	|バランス|BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|107467|60000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ポイズンエッジ（4968ダメージ＆ドロップ3個→毒ドロップ）&br;カオスエッジ（5845ダメージ＆ランダム1色→お邪魔ドロップ）|
|3|&mons822; %%%[[バーンフェニックスナイト・ホムラ>モンスター図鑑/0822]]%%%		|バランス|BGCOLOR(#f1bba6):火|&color(#b00){''4601''};|&color(#b00){1};|850602|180||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=HP76％以上で、HPが0になる攻撃を受けてもHPが1残る&br;#group#===先制===焔騎の翼（5ターン3コンボ以下の攻撃吸収）&br;バーニングオーラ（5ターン火ドロップの出現率15％増加）#group#&br;ドロップオルタレート・焔（13803ダメージ＆水→火ドロップ）==5ターンに1度使用==&br;フレイムスラスト（4601ダメージ＆ドロップ4個→火ドロップ）&br;ヒールヒート（4601ダメージ＆HP10％回復）==HP75％以下で使用==&br;不死鳥の魂（HP全回復）==HP1％以下で使用==&br;|
|4|&mons1541; %%%[[グリーンシードラ>モンスター図鑑/1541]]%%%x2	|体力|BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){2};|7|100000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ウィンドシールド（10ターン木属性吸収）&br;シールドバッシュ（7000）|
|~|&mons1542; %%%[[ガイアシールドナイト>モンスター図鑑/1542]]%%%	|体力|BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|302697|30000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ウィンドシールド（10ターン木属性吸収）&br;シールドバッシュ（8200）&br;グリーンタックル（6150ダメージ＆ランダム1色→木ドロップ）|
|5|&mons1535; %%%[[覚醒セレス>モンスター図鑑/1535]]%%%	|バランス/悪魔|BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|465226|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=光と闇属性のダメージ50％減&br;===先制===私から逃れられるかしら？（5ターンスキル使用不可）&br;霊樹の呪縛（2315ダメージ＆リーダー1～2ターンバインド）&br;茨の檻（1543ダメージ＆サブ3体1～2ターンバインド）&br;ウィップラッシュ（計3702～4936の連続攻撃）&br;ソウルバースト（9258ダメージ＆全ドロップ→木と回復ドロップ）==6回に1度==&br;ソウルキュアー（HP100％回復）==HP50％以下で使用==|
|6|&mons326; %%%[[紅氷星・リヴァイアサン>モンスター図鑑/0326]]%%%	|ドラゴン/攻撃|BGCOLOR(#a6f1f1):水火|&color(#b00){''-''};|&color(#b00){5};|1048773|156||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===水龍の咆哮（ランダム1色→水ドロップ）&br;かみ砕く（38640）|
|7|&mons2722; %%%[[覚醒ヘパイストス>モンスター図鑑/2722]]%%%		|神/攻撃|BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|2428601|276||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===灼炎の熔炉（5ターン被ダメージ75％減）&br;※上から順に使用&br;鍛錬（1回目計4788・2回目計5986・3回目計7182・4回目計8380の連続攻撃）&br;神器創造（9576）&br;アイアンランページ（計41895の連続攻撃）|


//|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):#group#===先制===行動1（プレイヤーのHP全回復）&br;行動2（999ターン状態異常無効）#group#&br;&color(#999){特殊行動（ドロップ3個→回復ドロップ）};==チームに（*1）がいると使用、1度きり==&br;スキル1（9263ダメージ＆ドロップ3個→木ドロップ）&br;スキル2（計12350の連続攻撃）&br;スキル3（2ターンスキル使用不可）==HP70％以下で使用==&br;スキル4（5ターンドロップ操作時間2秒短縮）==HP70％以下で使用、1度きり==&br;スキル5（計30876の連続攻撃）==HP20％以下で使用==|

//=1=常時=1=木と光属性のダメージ50％減&br;
//===先制===ゲヒャハー！（全員のスキル1～4ターン遅延）&br;
//#group#===先制===行動1（プレイヤーのHP全回復）&br;
//行動2（999ターン状態異常無効）#group#&br;
//特殊行動（ドロップ3個→回復ドロップ）==チームに（*1）がいると使用、1度きり==&br;
//スキル1（9263ダメージ＆ドロップ3個→木ドロップ）&br;
//スキル2（計12350の連続攻撃）&br;
//スキル3（2ターンスキル使用不可）==HP70％以下で使用==&br;
//スキル4（5ターンドロップ操作時間2秒短縮）==HP50％以下で使用、1度きり==&br;
//スキル5（計30876の連続攻撃）==HP20％以下で使用==

- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||
//|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
//&br;

//*** 特殊行動の条件 [#xe8ecae4]

//- （*1）&mons1947; &mons1949; のいずれか
//- （*2）&mons1951; &mons1953; &mons2069; &mons2206; &mons2263; のいずれか

** チーム編成例 [#k1bb9830]

//- 

*** 超地獄級 [#vf132631]

|~Ver|~チーム編成（左右がリーダー）|~HP|~石|~備考|
|||RIGHT:|RIGHT:||c

//| |&mons000; &mons000; &mons000; &mons000; &mons000; &mons000;| | | |

#include(Parts/チーム編成例の注意,notitle)

* コメント [#x33afcb3]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
