* &font2(60%){きょくげんのとうぎじょう/そうきょくのめがみ1};極限の闘技場/双極の女神1 [#f904ad91]

#ginclude(Parts/関連,notitle,or,kyokugen)

|~名称	|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|双極の女神1	|99|21|140000|120000|&color(#080){''&calc(120000/99,1);''};|

- [[極限の闘技場>テクニカルダンジョン/極限の闘技場]]
- 「[[聖獣達の楽園>テクニカルダンジョン/聖獣達の楽園]]」のクリアで出現
- 最奥では「ピィ」5種のうちいずれかが登場し、クリアすると必ずドロップする。

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|~|&mons1530; %%%[[闇の上忍>モンスター図鑑/1530]]%%%	|攻撃/悪魔|BGCOLOR(#bba6f1):闇|&color(#b00){''10164''};|&color(#b00){2};|37|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===傀儡の術（サブ1体2～4ターンバインド）&br;からくり演舞（11180ダメージ＆ランダム1色→お邪魔ドロップ）==HP50％以下で使用==|
|2|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons1307; %%%[[覚醒ワダツミ>モンスター図鑑/1307]]%%%	|神/バランス|BGCOLOR(#a6f1f1):水闇|&color(#b00){''14048''};|&color(#b00){1};|3768466|564||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===大海の衣（999ターン4コンボ以下の攻撃吸収）&br;海刃（14048ダメージ＆木ドロップ→水ドロップ）&br;神水の災恵（21072ダメージ＆水ドロップ→回復ドロップ）&br;父なる海神の呪詛（ランダム3色→お邪魔ドロップ）==HP75％以下で使用==&br;海神の一撃（56192）==HP25％以下で使用==|
|~|&mons1945; %%%[[竹取の翠月花・かぐや姫>モンスター図鑑/1945]]%%%	|回復/神|BGCOLOR(#bbf1a6):木光|&color(#b00){''-''};|&color(#b00){1};|3725688|564||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=HP75％以上で、HPが0になる攻撃を受けてもHPが1残る&br;===先制===穢れを落としてさしあげますっ！（プレイヤーのHP全回復）&br;燕の産んだ子安貝（15956ダメージ＆闇ドロップ→回復ドロップ）&br;龍の首の珠（9574ダメージ＆全ドロップ→火・水・木・光・闇ドロップ）&br;火鼠の裘（9574ダメージ＆回復ドロップ→火ドロップ）&br;仏の御石の鉢（残りHP99％ダメージ）&br;蓬莱の玉の枝（悪魔タイプ2～3ターンバインド）==HP75％以下で使用、1度きり==&br;夜穿天昇（25530ダメージ＆縦3と4列目→光ドロップ）==HP30％以下で使用==&br;不死の薬（HP全回復）==HP1％以下で使用==|
|~|&mons812; %%%[[万物の妃神・イザナミ>モンスター図鑑/0812]]%%%	|神/バランス|BGCOLOR(#f1f1a6):光水|&color(#b00){''-''};|&color(#b00){1};|3710288|804||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===太平の願い（10ターンスキル使用不可）&br;幼龍神の息吹（14492ダメージ＆木ドロップ→火ドロップ）&br;<光>大いなる神光（16102ダメージ＆闇ドロップ→光ドロップ）&br;<水>母なる大海（17712ダメージ＆火ドロップ→水ドロップ）&br;<水>儚き夢想（ランダム3色→お邪魔ドロップ）==HP30％以下で使用、1度きり==&br;<水>森羅万象（計40255の連続攻撃）==HP30％以下で使用==|
|~|&mons814; %%%[[黄泉の主神・イザナミ>モンスター図鑑/0814]]%%%	|神/体力|BGCOLOR(#bba6f1):闇火|&color(#b00){''-''};|&color(#b00){1};|5421399|804||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===怨みの冷笑（10ターン操作時間2秒短縮）&br;腐敗への誘い（ドロップ8個→毒ドロップ）&br;絶望への慟哭（14562ダメージ＆ランダム1色→お邪魔ドロップ）&br;神滅の業火（計21845の連続攻撃）&br;神怨（神タイプ1～3ターンバインド）==HP50％以下で使用、1度きり==|
|3|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons823; %%%[[フラッドフェンリルナイト・カムイ>モンスター図鑑/0823]]%%%	|バランス|BGCOLOR(#a6f1f1):水|&color(#b00){''7187''};|&color(#b00){1};|2312567|3600||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===攻勢の狼煙（3ターン操作時間1秒短縮）==重複する場合通常攻撃==&br;一撃（5750）&br;二撃（計11500の連続攻撃）&br;三撃（計17250の連続攻撃）&br;四撃（計23000の連続攻撃）&br;終撃（計143740の連続攻撃）|
|~|&mons826; %%%[[カオスドラゴンナイト・ヴォイス>モンスター図鑑/0826]]%%%	|ドラゴン/バランス|BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|2654789|3600||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===混沌の衣（3ターン闇属性吸収）&br;カオスサイス（13603ダメージ＆ランダム1色→お邪魔ドロップ）&br;ブラックストーム（27206ダメージ＆お邪魔ドロップ→闇ドロップ）==お邪魔ドロップがある時に使用==|
|~|&mons1258; %%%[[漢気の魔神卿・アモン>モンスター図鑑/1258]]%%%	|悪魔/体力|BGCOLOR(#a6f1f1):水光|&color(#b00){''-''};|&color(#b00){2};|5141632|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===アモン、参上っ！！！（残りHP99％ダメージ）&br;スーパーデビルフック（17398ダメージ＆ランダム1色→お邪魔ドロップ）&br;ホー！ホー！ホーッ！！（計32622の連続攻撃）&br;オール・フォー・ミー（999ターン攻撃力3倍）==HP50％以下で使用==|
|~|&mons1062; %%%[[屍霊龍・ドラゴンゾンビ>モンスター図鑑/1062]]%%%	|ドラゴン/悪魔|BGCOLOR(#bba6f1):闇木|&color(#b00){''-''};|&color(#b00){2};|2571543|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===屍霊の呪い（10ターン毒ドロップが5％で出現）&br;アシッドブレス（27652ダメージ＆ランダム1色→お邪魔ドロップ）&br;屍霊の怨念（ドラゴンタイプ3ターンバインド）==HP50％以下で使用、1度きり==&br;ヘルポイズンブレス（27652ダメージ＆ドロップ3個→毒ドロップ）==HP50％以下で使用==|
|4|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか2体が出現|
|~|&mons475; %%%[[火炎獄・パイロデーモン>モンスター図鑑/0475]]%%%	|攻撃/悪魔|BGCOLOR(#f1bba6):火|&color(#b00){''22548''};|&color(#b00){1};|1871189|2400||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ウォーターバインド&br;イビルスラッシュ（計40584の連続攻撃）==HP35％以下で使用==|
|~|&mons476; %%%[[氷結獄・フロストデーモン>モンスター図鑑/0476]]%%%	|攻撃/悪魔|BGCOLOR(#a6f1f1):水|&color(#b00){''22226''};|&color(#b00){1};|1859661|2400||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):リーフバインド&br;イビルスラッシュ（計40008の連続攻撃）==HP35％以下で使用==|
|~|&mons477; %%%[[樹海獄・タウロスデーモン>モンスター図鑑/0477]]%%%	|攻撃/悪魔|BGCOLOR(#bbf1a6):木|&color(#b00){''21857''};|&color(#b00){1};|1848133|2400||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ファイアバインド&br;イビルスラッシュ（計39342の連続攻撃）==HP35％以下で使用==|
|~|&mons478; %%%[[光天獄・ハーピィデーモン>モンスター図鑑/0478]]%%%	|攻撃/悪魔|BGCOLOR(#f1f1a6):光|&color(#b00){''22917''};|&color(#b00){1};|1894244|2400||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ダークバインド&br;イビルスラッシュ（計41250の連続攻撃）==HP35％以下で使用==|
|~|&mons479; %%%[[闇地獄・ブラッドデーモン>モンスター図鑑/0479]]%%%	|攻撃/悪魔|BGCOLOR(#bba6f1):闇|&color(#b00){''23240''};|&color(#b00){1};|1905772|2400||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):フラッシュバインド&br;イビルスラッシュ（計41832の連続攻撃）==HP35％以下で使用==|
|5|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons1210; %%%[[久遠の不死鳥・フェニックス>モンスター図鑑/1210]]%%%	|攻撃|BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|2154631|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===不死鳥の輝き（プレイヤーのHP全回復）&br;イモータルフレイム（7007ダメージ＆水→回復ドロップ）&br;エターナルフレア（計37370の連続攻撃）==6回に1度==&br;転生の炎（HP全回復）==HP50％以下で使用==|
|~|&mons401; %%%[[大洋の悪魔・クラーケン>モンスター図鑑/0401]]%%%	|攻撃/悪魔|BGCOLOR(#a6f1f1):水|&color(#b00){''24743''};|&color(#b00){2};|2359964|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===這い寄る魔手（木属性3ターンバインド）==木属性モンスターがいる場合==&br;===先制===ブラックアウト（6186ダメージ＆ドロップが見えなくなる）==木属性モンスターがいない場合==&br;触手攻撃（18557ダメージ＆サブ2体2ターンバインド）&br;ハードテンタクル（計37116の連続攻撃）==HP30％以下で使用==|
|~|&mons1212; %%%[[王家の狩猟獣・グリフォン>モンスター図鑑/1212]]%%%	|攻撃|BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|1714020|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ダウンバースト（残りHP99％ダメージ） &br;スナイパーアイ（1体2～3ターンバインド）&br;ハンティングゲイル（計14990の連続攻撃）|
|~|&mons1213; %%%[[聖女の衛騎士・ユニコーン>モンスター図鑑/1213]]%%%	|回復|BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|1542909|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===女神の祝福（3ターン20万以上の攻撃吸収）&br;女神の祈り（闇属性3ターンバインド）&br;セイクリッドアサルト（13706ダメージ＆ランダム4個→光ドロップ）&br;レインボーロード（17133ダメージ＆全ドロップ→火・水・木・光・闇）|
|~|&mons1214; %%%[[冥界の闇番犬・ケルベロス>モンスター図鑑/1214]]%%%	|攻撃/悪魔|BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|1299076|408||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ヘルハウリング（ランダム2色→お邪魔ドロップ）&br;デスバイト（5352ダメージ＆ドロップ3個→毒ドロップ）&br;トリニティファング（計32109の連続攻撃）==HP25％以下で使用==|
|6|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか3体が出現|
|~|&mons1230; %%%[[覚醒幻神・オーディンたまドラ>モンスター図鑑/1230]]%%%	|神|BGCOLOR(#f1bba6):火|&color(#b00){''13578''};|&color(#b00){1};|34|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|~|&mons1229; %%%[[覚醒秘神・オーディンたまドラ>モンスター図鑑/1229]]%%%	|神|BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};|34|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ピュアスマイル（1体3ターンバインド）&br;まそうぐんぐにーるたまぁ！（12220ダメージ＆ランダム1色→闇ドロップ）|
|~|&mons1228; %%%[[覚醒オーディンたまドラ>モンスター図鑑/1228]]%%%	|神|BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){2};|34|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ピュアスマイル（1体3ターンバインド）&br;ぐんぐにーるたまぁ！（27156ダメージ＆ランダム1色→光ドロップ）|
|~|&mons1466; %%%[[ラーたまドラ>モンスター図鑑/1466]]%%%	|神|BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){2};|34|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===サイレントスマイル（5ターンスキル使用不可）==スキル封印されていない場合に使用==&br;立チ去レたまぁ・・・（何もしない）==スキル封印されている場合に使用==&br;ソーラーレーザー（7777）|
|~|&mons1469; %%%[[神輝の代行者・メタトロンたまドラ>モンスター図鑑/1469]]%%%	|神/回復|BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|34|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===いやすたまぁ！（プレイヤーのHP全回復）&br;くいっくたまぁ！（12000ダメージ＆1体2ターンバインド）&br;ピュアスマイル（1体3ターンバインド）|
|~|&mons1468; %%%[[ツクヨミたまドラ>モンスター図鑑/1468]]%%%	|神|BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){2};|28|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ちぇんじ・ざ（何もしない）&br;わーるどたまぁ！（計144000の連続攻撃）|
|7|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons1590; %%%[[桃園の義将姫・関銀屏>モンスター図鑑/1590]]%%%	|回復/体力|BGCOLOR(#f1bba6):火木|&color(#b00){''14275''};|&color(#b00){1};|3553827|1920||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===関銀屏、行くぜっ！（999ターン3コンボ以下の攻撃吸収）&br;<火>青龍焔月刀（12848ダメージ＆ランダム1色→火ドロップ）&br;<木>魔除けの翠真珠（火属性3ターンバインド）==1度きり==&br;<木>いただきまーすっ！（HP50％回復）==1度きり==&br;<木>風刃（12848ダメージ＆ランダム1色→木ドロップ）&br;<木>南方華演陣（計21414の連続攻撃）==HP30％以下で使用==|
|~|&mons2104; %%%[[秀麗の智将軍・周瑜>モンスター図鑑/2104]]%%%	|回復/ドラゴン|BGCOLOR(#a6f1f1):水木|&color(#b00){''-''};|&color(#b00){1};|4280858|432||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=HP50％以上で、HPが0になる攻撃を受けてもHPが1残る&br;#group#守護龍の壁陣（5ターン被ダメージ50％減）==先制で下記と同時に使用==&br;この周公瑾の知略、お見せしよう！（ドロップが見えなくなる）#group#&br;#group#結界陣（999ターン状態異常無効）==下記と同時に使用、1度きり==&br;伏兵の奇襲（計18635の連続攻撃）#group#&br;剣の舞（計14535～24225の連続攻撃）&br;落石の計（22361ダメージ＆ドロップ5個→お邪魔ドロップ）&br;守護龍の毒爪（14907ダメージ＆ドロップ4個→毒ドロップ）&br;#group#火攻めの包囲陣（11180ダメージ＆横1,5列目→火ドロップ）==HP75％以下で下記と同時に使用、3回に1度==&br;君に突破できるかな？（11180ダメージ＆縦1,6列目→火ドロップ）#group#&br;星乱の天舞（計55902の連続攻撃）==HP20％以下で使用==|
|~|&mons1425; %%%[[決死の燕将軍・張飛>モンスター図鑑/1425]]%%%	|体力/攻撃|BGCOLOR(#bbf1a6):木火|&color(#b00){''22472''};|&color(#b00){2};|4733018|576||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===我こそは張益徳！（3ターン操作時間1秒短縮）&br;白虎蛇矛（20225ダメージ＆ランダム1色→闇ドロップ）&br;猛虎乱撃（26968）&br;こいつで終わりだぁ！！（何もしない）==HP50％以下で使用、1度きり==&br;西方爆砕陣（44944）==HP50％以下で使用==|
|~|&mons1223; %%%[[覚醒ガイア>モンスター図鑑/1223]]%%%	|神/攻撃|BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|2228002|7778||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===大地のコア（5ターン火属性吸収）&br;恵みの土塊（17926ダメージ＆ランダム1色→回復ドロップ）&br;アースグラビティ（残りHP99％ダメージ）&br;ストーングレイブ（計10756の連続攻撃）&br;封印の巨石（13455ダメージ＆1体2ターンバインド）==HP30％以下で使用==&br;グラウンド・リベンジ（計21510の連続攻撃）==HP30％以下で使用==|
|~|&mons1711; %%%[[龍威の勇将軍・趙雲>モンスター図鑑/1711]]%%%	|攻撃/ドラゴン|BGCOLOR(#bbf1a6):木光|&color(#b00){''18668''};|&color(#b00){1};|4979077|564||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===趙子龍、参る！（999ターン状態異常無効）&br;一騎当千の覇気（99ターン5コンボ以下の攻撃吸収）&br;忠義の勇槍（14001ダメージ＆ランダム1色→光ドロップ）&br;怒りの豪槍（残りHP99％ダメージ）&br;龍翼猛襲（14001ダメージ＆ドロップが見えなくなる）&br;北方無双陣（計44804の連続攻撃）==HP30％以下で使用==|
|~|&mons1648; %%%[[骸甲の暗黒騎士・グラヴィス>モンスター図鑑/1648]]%%%	|体力/悪魔|BGCOLOR(#bba6f1):闇火|&color(#b00){''-''};|&color(#b00){1};|4170977|3640||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ダークネスアーマー（999ターン状態異常無効）&br;破滅の大盾（14384ダメージ＆ドロップ3個→毒ドロップ）&br;魔炎（23973ダメージ＆光ドロップ→火ドロップ）&br;暗黒（19178ダメージ＆ドロップが見えなくなる）&br;黒縛（光属性3ターンバインド）==HP50％以下で使用、1度きり==&br;ブラッディエクスキューション（計43152の連続攻撃）==HP30％以下で使用==|
|8|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons1533; %%%[[覚醒ミネルヴァ>モンスター図鑑/1533]]%%%	|ドラゴン/悪魔|BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|1299332|444||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=光と闇属性のダメージ50％減&br;===先制===君のパズル力、見せてもらおう！（5ターン5コンボ以下の攻撃吸収）&br;紅蓮一閃（12121ダメージ＆横3列目→火ドロップ）==5回まで==&br;興醒めだな（999ターン攻撃力3倍）&br;獄天の焦熱（3倍時、51948ダメージ＆ランダム1色→火ドロップ）==闇ドロップを最優先で変換==|
|~|&mons1534; %%%[[覚醒ネプチューン>モンスター図鑑/1534]]%%%	|攻撃/悪魔|BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};|644832|322222||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=光と闇属性のダメージ50％減&br;===先制===我を打ち破って見せよ（4ターン状態異常無効）&br;ヘブンズシュトローム（3769ダメージ＆横1列目→毒ドロップ、横5列目→回復ドロップ）&br;ヘブンズシュトローム（7538ダメージ＆縦1列目→毒ドロップ、縦6列目→回復ドロップ）&br;ヘブンズシュトローム（11306ダメージ＆横1列目→回復ドロップ、横5列目→毒ドロップ）&br;ヘブンズシュトローム（15075ダメージ＆縦1列目→回復ドロップ、縦6列目→毒ドロップ）&br;アビスシュトローム（30150ダメージ＆横1と5列目→毒ドロップ）|
|~|&mons1535; %%%[[覚醒セレス>モンスター図鑑/1535]]%%%	|バランス/悪魔|BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|1885388|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=光と闇属性のダメージ50％減&br;===先制===私から逃れられるかしら？（5ターンスキル使用不可）&br;霊樹の呪縛（9381ダメージ＆リーダー1～2ターンバインド）&br;茨の檻（6254ダメージ＆サブ3体1～2ターンバインド）&br;ウィップラッシュ（計15009～20012の連続攻撃）&br;ソウルバースト（37524ダメージ＆全ドロップ→木と回復ドロップ）==6回に1度==&br;ソウルキュアー（HP100％回復）==HP50％以下で使用==|
|~|&mons1748; %%%[[覚醒ハーデス>モンスター図鑑/1748]]%%%	|悪魔/攻撃|BGCOLOR(#bba6f1):闇木|&color(#b00){''-''};|&color(#b00){5};|5475556|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=木と闇属性のダメージ50％減&br;===先制===・・・・・・・・・。（残りHP99％ダメージ）&br;デスサイズ（547560ダメージ＆横3列目→闇ドロップ）|
|~|&mons889; %%%[[狂荒の戦軍神・アレス>モンスター図鑑/0889]]%%%	|神/攻撃|BGCOLOR(#f1bba6):火闇|&color(#b00){''-''};|&color(#b00){1};|2570260|2520||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===クルーエルウォー（6443ダメージ＆ドロップが見えなくなる）==HP50％以下で再使用==&br;<火>破壊の炎槍（残りHP99％ダメージ）&br;<火>狂乱の闇槍（12885ダメージ＆ランダム1色→お邪魔ドロップ）&br;<闇>ウォールブレイカー（計19328の連続攻撃）|
|~|&mons890; %%%[[夢来の商業神・ヘルメス>モンスター図鑑/0890]]%%%	|神/体力|BGCOLOR(#a6f1f1):水光|&color(#b00){''-''};|&color(#b00){1};|2399149|1260||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===スピードスター（5673ダメージ＆ランダム1色→お邪魔ドロップ）&br;トリックスター（5ターンお邪魔ドロップが25％で出現）&br;ブラックレター（8509ダメージ＆ドロップが見えなくなる）&br;ラヴレター（17018ダメージ＆ランダム1色→回復ドロップ）&br;ヒュプノスレター（5673ダメージ＆4体1～2ターンバインド）&br;タナトスレター（11345ダメージ＆ランダム1色→お邪魔ドロップ）&br;アルゲイポンテース（計22692の連続攻撃）==HP30％以下で使用==|
|~|&mons891; %%%[[聖弓の狩猟神・アルテミス>モンスター図鑑/0891]]%%%	|神/バランス|BGCOLOR(#bbf1a6):木光|&color(#b00){''-''};|&color(#b00){1};|2142482|5040||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===狩猟の極意（10ターンお邪魔ドロップ出現率上昇）&br;ヘッドスナイプ（6314ダメージ＆リーダー2ターンバインド）==3回に1度使用==&br;<木>バラージショット（計10104～15156の連続攻撃）&br;<光>ジャッジメントアロー（18942）|
|~|&mons892; %%%[[天弓の光明神・アポロン>モンスター図鑑/0892]]%%%	|神/体力|BGCOLOR(#f1f1a6):光火|&color(#b00){''-''};|&color(#b00){1};|2056927|3780||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===焔の檻（木属性3ターンバインド）==木属性モンスターがいる場合==&br;===先制===ライトニングアロー（10433ダメージ＆ランダム1色→光ドロップ）==木属性モンスターがいない場合==&br;陽光の魔弾（17389ダメージ＆ランダム1色→火ドロップ）&br;光明のリュラー（悪魔タイプ3ターンバインド）==HP50％以下で使用==&br;灰塵と成り果てろ（何もしない）==HP30％以下で使用==&br;グランド・サン（計139110の連続攻撃）==HP30％以下で使用==|
|9|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか3体が出現|
|~|&mons1538; %%%[[フレイムシールドナイト>モンスター図鑑/1538]]%%%	|体力|BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|302697|30000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===フレイムシールド（10ターン火属性吸収）&br;シールドバッシュ（8200）&br;レッドタックル（6150ダメージ＆ランダム1色→火ドロップ）|
|~|&mons1540; %%%[[アクアシールドナイト>モンスター図鑑/1540]]%%%	|体力|BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};|302697|30000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===アクアシールド（10ターン水属性吸収）&br;シールドバッシュ（8200）&br;ブルータックル（6150ダメージ＆ランダム1色→水ドロップ）|
|~|&mons1542; %%%[[ガイアシールドナイト>モンスター図鑑/1542]]%%%	|体力|BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|302697|30000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ウィンドシールド（10ターン木属性吸収）&br;シールドバッシュ（8200）&br;ブリーンタックル（6150ダメージ＆ランダム1色→木ドロップ）|
|~|&mons1544; %%%[[ライトシールドナイト>モンスター図鑑/1544]]%%%	|体力|BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|302697|30000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ライトシールド（10ターン光属性吸収）&br;シールドバッシュ（8200）&br;イエロータックル（6150ダメージ＆ランダム1色→光ドロップ）|
|~|&mons1546; %%%[[シャドウシールドナイト>モンスター図鑑/1546]]%%%	|体力|BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|302697|30000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ダークシールド（10ターン闇属性吸収）&br;シールドバッシュ（8200）&br;パープルタックル（6150ダメージ＆ランダム1色→闇ドロップ）|
|10|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons746; %%%[[天導の朱雀・レイラン>モンスター図鑑/0746]]%%%	|神|BGCOLOR(#f1bba6):火|&color(#b00){''12546''};|&color(#b00){1};|2951485|434||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===封印の波動（5ターンスキル使用不可）&br;南方七星陣（計70259の連続攻撃）==HP20％以下で使用==|
|~|&mons748; %%%[[命護の青龍・カリン>モンスター図鑑/0748]]%%%	|神|BGCOLOR(#a6f1f1):水|&color(#b00){''12546''};|&color(#b00){1};|2951485|434||
