* 黒の丼龍【木光闇限定】 [#x9b733e2]

#ginclude(Parts/関連,notitle,or,spd11)

|~名称		|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|釜飯龍 超地獄級（テクニカル）	|50|7|65000|17000|&color(#080){''340''};|
|釜飯龍 地獄級（テクニカル）	|45|7|45000|13000|&color(#080){''288''};|
|釜飯龍 超級（テクニカル）	|40|7|38000|10500|&color(#080){''262''};|
|釜飯龍 上級（テクニカル）	|25|7|4700|1300|&color(#080){''52''};|
|釜飯龍 中級（テクニカル）	|15|7|2700|700|&color(#080){''46''};|

- 火と水ドロップが出現しない（変換などで出現させることは可能）
- [[ぐんまコラボ>スペシャルダンジョン/ぐんまコラボ]]や[[高岡市コラボ>スペシャルダンジョン/高岡市コラボ]]の一部キャラクターも登場
- [[ヤタガラス>モンスター図鑑/1474]]がゲリラ出現（特定の日のみ幻獣の代わりに出現）

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
||&mons1474; %%%[[ヤタガラス>モンスター図鑑/1474]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|1390515|0|※稀に出現、確定ドロップ（幻獣の代わりに出現）|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):太陽の導き（8687ダメージ＆ランダム1色→光ドロップ）&br;太陽の怒り（17374ダメージ＆ランダム1色→光ドロップ）==HP30％以下で使用==|
|6|&mons1084; %%%[[紫天の果実・ぶどうドラゴン>モンスター図鑑/1084]]%%%	||BGCOLOR(#bba6f1):闇木|&color(#b00){''-''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===果実の恵み（プレイヤーのHP全回復）&br;グレープシャワー（16958ダメージ＆ランダム1色→回復ドロップ）&br;バブリーグレープ（14131ダメージ＆回復ドロップ→闇ドロップ）==回復ドロップがあると使用==|
|7|&mons1765; %%%[[月釜の丼龍・ハガマル>モンスター図鑑/1765]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|5410050|0|【常時】光属性のダメージ50％減|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===珍技・釜隠れの術（4ターン5コンボ以下の攻撃吸収）&br;驚技・闇釜落とし（残りHP99％ダメージ）&br;妙技・しいたけ手裏剣（計7104～14208の連続攻撃）&br;秘技・五目の舞（11100ダメージ＆全ドロップ→火水木光闇ドロップ）==HP50％以下で使用==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):釜飯龍 地獄級|
||&mons578; %%%[[クロムギドラ>モンスター図鑑/0578]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''7440''};|&color(#b00){2};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):バインドアタック|
||&mons432; %%%[[超・下仁田ネギ>モンスター図鑑/0432]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''4680''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):愛・殿様ネギの魅力（4体2～4ターンバインド）==HP50％以下で使用==|
||&mons434; %%%[[超・下仁田こんにゃく>モンスター図鑑/0434]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''11400''};|&color(#b00){3};||0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):激・からしみそ（22800）==HP30％以下で使用==|
||&mons839; %%%[[富山湾の宝石・シロエビ>モンスター図鑑/0839]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){5};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):カラッと揚げる（計113760の連続攻撃）|
||&mons837; %%%[[富山湾の神秘・ホタルイカ>モンスター図鑑/0837]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''7470''};|&color(#b00){2};|527400|320||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):イカスミ（ドロップが見えなくなる）&br;発光（5976ダメージ＆ランダム1色→お邪魔ドロップ）==HP70％以下で使用==|
||&mons1219; %%%[[氷見うどん>モンスター図鑑/1219]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''8730''};|&color(#b00){2};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):かっつく（13095）==HP75％以下で使用==&br;ちょこちょこ（フレンドを4ターンバインド、==HP50％以下で使用、1度きり==|
||&mons1770; %%%[[マグカフィ>モンスター図鑑/1770]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){2};|18|1000000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):マグマグパープル（4799ダメージ＆ランダム1色→闇ドロップ）&br;やすらぎティータイム（3体2～3ターンバインド）==HP30％以下で使用、1度きり==|
||&mons1780; %%%[[紫の丼魔・スキドン>モンスター図鑑/1780]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|||※稀に出現、確定ドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ヤミートスマッシュ（10770ダメージ＆闇→お邪魔ドロップ）&br;テイスティンガー！（21540）==HP50％以下で使用==&br;もぐもぐタイム（HP50％回復）==HP50％以下で使用==|
||&mons1474; %%%[[ヤタガラス>モンスター図鑑/1474]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|1051650|0|※稀に出現、確定ドロップ（幻獣の代わりに出現）|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):太陽の導き（6570ダメージ＆ランダム1色→光ドロップ）&br;太陽の怒り（13140ダメージ＆ランダム1色→光ドロップ）==HP30％以下で使用==|
|6|&mons1084; %%%[[紫天の果実・ぶどうドラゴン>モンスター図鑑/1084]]%%%	||BGCOLOR(#bba6f1):闇木|&color(#b00){''-''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===果実の恵み（プレイヤーのHP全回復）&br;グレープシャワー（12825ダメージ＆ランダム1色→回復ドロップ）&br;バブリーグレープ（10688ダメージ＆回復ドロップ→闇ドロップ）==回復ドロップがあると使用==|
|7|&mons1765; %%%[[月釜の丼龍・ハガマル>モンスター図鑑/1765]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};||0|【常時】光属性のダメージ50％減|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===珍技・釜隠れの術（4ターン5コンボ以下の攻撃吸収）&br;驚技・闇釜落とし（残りHP99％ダメージ）&br;妙技・しいたけ手裏剣（計4816～9632の連続攻撃）&br;秘技・五目の舞（7524ダメージ＆全ドロップ→火水木光闇ドロップ）==HP50％以下で使用==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):釜飯龍 超級|
||&mons578; %%%[[クロムギドラ>モンスター図鑑/0578]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''5043''};|&color(#b00){2};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):バインドアタック|
||&mons432; %%%[[超・下仁田ネギ>モンスター図鑑/0432]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''3172''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):愛・殿様ネギの魅力（4体2～4ターンバインド）==HP50％以下で使用==|
||&mons434; %%%[[超・下仁田こんにゃく>モンスター図鑑/0434]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''7727''};|&color(#b00){3};||0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):激・からしみそ（15454）==HP30％以下で使用==|
||&mons839; %%%[[富山湾の宝石・シロエビ>モンスター図鑑/0839]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){5};|18|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):カラッと揚げる（計77104の連続攻撃）|
||&mons837; %%%[[富山湾の神秘・ホタルイカ>モンスター図鑑/0837]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''5063''};|&color(#b00){2};|459127|224||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):イカスミ（ドロップが見えなくなる）&br;発光（4050ダメージ＆ランダム1色→お邪魔ドロップ）==HP70％以下で使用==|
||&mons1219; %%%[[氷見うどん>モンスター図鑑/1219]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''5917''};|&color(#b00){2};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):かっつく（8876）==HP75％以下で使用==&br;ちょこちょこ（フレンドを4ターンバインド）==HP50％以下で使用、1度きり==|
||&mons1770; %%%[[マグカフィ>モンスター図鑑/1770]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){2};|14|1000000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):マグマグパープル（3278ダメージ＆ランダム1色→闇ドロップ）&br;やすらぎティータイム（3体2～3ターンバインド）==HP30％以下で使用、1度きり==|
||&mons1780; %%%[[紫の丼魔・スキドン>モンスター図鑑/1780]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|||※稀に出現、確定ドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ヤミートスマッシュ（7300ダメージ＆闇→お邪魔ドロップ）&br;テイスティンガー！（14600）==HP50％以下で使用==&br;もぐもぐタイム（HP50％回復）==HP50％以下で使用==|
||&mons1474; %%%[[ヤタガラス>モンスター図鑑/1474]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|712785|0|※稀に出現、確定ドロップ（幻獣の代わりに出現）|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):太陽の導き（4453ダメージ＆ランダム1色→光ドロップ）&br;太陽の怒り（8906ダメージ＆ランダム1色→光ドロップ）==HP30％以下で使用==|
|6|&mons1084; %%%[[紫天の果実・ぶどうドラゴン>モンスター図鑑/1084]]%%%	||BGCOLOR(#bba6f1):闇木|&color(#b00){''-''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===果実の恵み（プレイヤーのHP全回復）&br;グレープシャワー（8693ダメージ＆ランダム1色→回復ドロップ）&br;バブリーグレープ（7244ダメージ＆回復ドロップ→闇ドロップ）==回復ドロップがあると使用==|
|7|&mons1765; %%%[[月釜の丼龍・ハガマル>モンスター図鑑/1765]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};||0|【常時】光属性のダメージ50％減|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===珍技・釜隠れの術（4ターン5コンボ以下の攻撃吸収）&br;驚技・闇釜落とし（残りHP99％ダメージ）&br;妙技・しいたけ手裏剣（計3288～6576の連続攻撃）&br;秘技・五目の舞（5139ダメージ＆全ドロップ→火水木光闇ドロップ）==HP50％以下で使用==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):釜飯龍 上級|
||&mons578; %%%[[クロムギドラ>モンスター図鑑/0578]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''1047''};|&color(#b00){2};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):バインドアタック|
||&mons431; %%%[[下仁田ネギ>モンスター図鑑/0431]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''338''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):殿様ネギの魅力（2体2～4ターンバインド）==HP75％以下で使用==|
||&mons433; %%%[[下仁田こんにゃく>モンスター図鑑/0433]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''806''};|&color(#b00){3};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):からしみそ（1209）==HP40％以下で使用==|
||&mons836; %%%[[ホタルイカ>モンスター図鑑/0836]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''832''};|&color(#b00){2};|4032|44||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons838; %%%[[シロエビ>モンスター図鑑/0838]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''642''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ピチピチ跳ねている（何もしない）|
||&mons1219; %%%[[氷見うどん>モンスター図鑑/1219]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''1229''};|&color(#b00){2};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons1770; %%%[[マグカフィ>モンスター図鑑/1770]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''996''};|&color(#b00){2};|7|1000000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons1780; %%%[[紫の丼魔・スキドン>モンスター図鑑/1780]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''1516''};|&color(#b00){1};|||※稀に出現、確定ドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons1474; %%%[[ヤタガラス>モンスター図鑑/1474]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''925''};|&color(#b00){1};|148010|0|※稀に出現、確定ドロップ（幻獣の代わりに出現）|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|7|&mons1765; %%%[[月釜の丼龍・ハガマル>モンスター図鑑/1765]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''614''};|&color(#b00){1};|||【常時】光属性のダメージ50％減|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):釜飯龍 中級|
||&mons578; %%%[[クロムギドラ>モンスター図鑑/0578]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''248''};|&color(#b00){2};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):バインドアタック|
||&mons431; %%%[[下仁田ネギ>モンスター図鑑/0431]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''80''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):殿様ネギの魅力（2体2～4ターンバインド）==HP75％以下で使用==|
||&mons433; %%%[[下仁田こんにゃく>モンスター図鑑/0433]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''191''};|&color(#b00){3};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):からしみそ（287）==HP40％以下で使用==|
||&mons836; %%%[[ホタルイカ>モンスター図鑑/0836]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''197''};|&color(#b00){2};|955|22||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons838; %%%[[シロエビ>モンスター図鑑/0838]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''152''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ピチピチ跳ねている（何もしない）|
||&mons1219; %%%[[氷見うどん>モンスター図鑑/1219]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''291''};|&color(#b00){2};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons1770; %%%[[マグカフィ>モンスター図鑑/1770]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''236''};|&color(#b00){2};|5|1000000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons1780; %%%[[紫の丼魔・スキドン>モンスター図鑑/1780]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''359''};|&color(#b00){1};|||※稀に出現、確定ドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons1474; %%%[[ヤタガラス>モンスター図鑑/1474]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''219''};|&color(#b00){1};|35055|0|※稀に出現、確定ドロップ（幻獣の代わりに出現）|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|7|&mons1765; %%%[[月釜の丼龍・ハガマル>モンスター図鑑/1765]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''296''};|&color(#b00){1};|||【常時】光属性のダメージ50％減|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|

- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||	||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||

** 公開履歴 [#yaa563bf]

//最新3件
|~ |~日時|~備考|
|1|2015/02/23～2015/03/08||

** スキル上げ用途 [#i52c6280]

|~素材|~スキル（最大Lv）|~対象モンスター|
|&mons1765;|黄泉の羽衣 (8)|&mons814;|
|&mons1770;|暗黒の結界 (10)|&mons923; &mons616; &mons1445;|
|&mons1780;|イービルクレスト (6)|&mons1658;|

** チーム編成例 [#la36b7a1]

*** [[スコア機能>Tips/スコア機能]] Sランク [#p805c1c3]

- 140000でSランク

|~Ver|~チーム編成（左右がリーダー）|~HP|~石|~備考|
|||RIGHT:|RIGHT:||c

//| |&mons000; &mons000; &mons000; &mons000; &mons000; &mons000;| | | |

- 編成の参考に。左右がリーダー。HPはフレンドを含めたもの。
- レベルやスキルレベルは省略しているので&color(#dc143c){あくまで参考程度に。};

* コメント [#abf9eff6]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
