* 金の丼龍【火光闇限定】 [#x9b733e2]

#ginclude(Parts/関連,notitle,or,spd11)

|~名称		|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|雑煮龍 超地獄級（テクニカル）	|50|7|70000|19000|&color(#080){''380''};|
|雑煮龍 地獄級（テクニカル）	|45|7|45000|12500|&color(#080){''277''};|
|雑煮龍 超級（テクニカル）	|40|7|38000|10500|&color(#080){''262''};|
|雑煮龍 上級（テクニカル）	|25|7|4800|1400|&color(#080){''56''};|
|雑煮龍 中級（テクニカル）	|15|7|2300|700|&color(#080){''46''};|

- 水と木ドロップが出現しない（変換などで出現させることは可能）
- [[ぐんまコラボ>スペシャルダンジョン/ぐんまコラボ]]や[[高岡市コラボ>スペシャルダンジョン/高岡市コラボ]]の一部キャラクターも登場
- [[ヤタガラス>モンスター図鑑/1474]]がゲリラ出現（特定の日のみ幻獣の代わりに出現）

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|7|&mons1764; %%%[[日出の丼龍・ガショウ>モンスター図鑑/1764]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};||0|【常時】闇属性のダメージ50％減|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===祝いの宴（プレイヤーのHP全回復）&br;見つめる（1体2～3ターンバインド）==初回1度きり==&br;膨れる（ランダム2色→お邪魔ドロップ）==2回使用==&br;※下記のいずれかを使用、その後「膨れる」に戻る&br;　おもち大爆発（計113900の連続攻撃）&br;　幸運の香り（228ダメージ＆ランダム1色→回復ドロップ）|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):雑煮龍 上級|
||&mons577; %%%[[キンムギドラ>モンスター図鑑/0577]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''1047''};|&color(#b00){2};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):太陽の恵み・闇（闇→光ドロップ）|
||&mons431; %%%[[下仁田ネギ>モンスター図鑑/0431]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''338''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):殿様ネギの魅力（2体2～4ターンバインド）==HP75％以下で使用==|
||&mons433; %%%[[下仁田こんにゃく>モンスター図鑑/0433]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''806''};|&color(#b00){3};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):からしみそ（1209）==HP40％以下で使用==|
||&mons832; %%%[[コズクラ>モンスター図鑑/0832]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''490''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ピチピチ跳ねている（何もしない）|
||&mons833; %%%[[フクラギ>モンスター図鑑/0833]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''781''};|&color(#b00){2};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ピチピチ跳ねている（何もしない）|
||&mons838; %%%[[シロエビ>モンスター図鑑/0838]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''642''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ピチピチ跳ねている（何もしない）|
||&mons1219; %%%[[氷見うどん>モンスター図鑑/1219]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''1229''};|&color(#b00){2};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons1769; %%%[[マグコーン>モンスター図鑑/1769]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''996''};|&color(#b00){2};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons1778; %%%[[金の丼魔・トリドン>モンスター図鑑/1778]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''1503''};|&color(#b00){1};|||※稀に出現、確定ドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons1474; %%%[[ヤタガラス>モンスター図鑑/1474]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''925''};|&color(#b00){1};|148010|0|※稀に出現、確定ドロップ（幻獣の代わりに出現）|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|7|&mons1764; %%%[[日出の丼龍・ガショウ>モンスター図鑑/1764]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''281''};|&color(#b00){1};|||【常時】闇属性のダメージ50％減|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):雑煮龍 中級|
||&mons577; %%%[[キンムギドラ>モンスター図鑑/0577]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''248''};|&color(#b00){2};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):太陽の恵み・闇（闇→光ドロップ）|
||&mons431; %%%[[下仁田ネギ>モンスター図鑑/0431]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''80''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):殿様ネギの魅力（2体2～4ターンバインド）==HP75％以下で使用==|
||&mons433; %%%[[下仁田こんにゃく>モンスター図鑑/0433]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''191''};|&color(#b00){3};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):からしみそ（287）==HP40％以下で使用==|
||&mons832; %%%[[コズクラ>モンスター図鑑/0832]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''116''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ピチピチ跳ねている（何もしない）|
||&mons833; %%%[[フクラギ>モンスター図鑑/0833]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''185''};|&color(#b00){2};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ピチピチ跳ねている（何もしない）|
||&mons838; %%%[[シロエビ>モンスター図鑑/0838]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''152''};|&color(#b00){1};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ピチピチ跳ねている（何もしない）|
||&mons1219; %%%[[氷見うどん>モンスター図鑑/1219]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''291''};|&color(#b00){2};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons1769; %%%[[マグコーン>モンスター図鑑/1769]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''236''};|&color(#b00){2};||||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons1778; %%%[[金の丼魔・トリドン>モンスター図鑑/1778]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''356''};|&color(#b00){1};|||※稀に出現、確定ドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons1474; %%%[[ヤタガラス>モンスター図鑑/1474]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''219''};|&color(#b00){1};|35055|0|※稀に出現、確定ドロップ（幻獣の代わりに出現）|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|7|&mons1764; %%%[[日出の丼龍・ガショウ>モンスター図鑑/1764]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''100''};|&color(#b00){1};|||【常時】闇属性のダメージ50％減|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|

- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||	||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||

** 公開履歴 [#yaa563bf]

//最新3件
|~ |~日時|~備考|
|1|2014/12/29～2015/01/11||

** スキル上げ用途 [#i52c6280]

|~素材|~スキル（最大Lv）|~対象モンスター|
|&mons1764;|ソウルドレイン (11)|&mons1510;|
|&mons1769;|閃光の結界 (10)|&mons922; &mons1782; &mons614; &mons837;|
|&mons1778;|ホーリークレスト (6)|&mons1656;|

** チーム編成例 [#la36b7a1]

*** [[スコア機能>Tips/スコア機能]] Sランク [#p805c1c3]

- 140000でSランク

|~Ver|~チーム編成（左右がリーダー）|~HP|~石|~備考|
|||RIGHT:|RIGHT:||c

//| |&mons000; &mons000; &mons000; &mons000; &mons000; &mons000;| | | |

- 編成の参考に。左右がリーダー。HPはフレンドを含めたもの。
- レベルやスキルレベルは省略しているので&color(#dc143c){あくまで参考程度に。};

* コメント [#abf9eff6]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
