*機械龍の巨大基地 [#f356328e]

|~名称	|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|破滅の影	|50|10|33000|19000|&color(#080){''380''};|
|皇の閃爪	|50|10|33000|19000|&color(#080){''380''};|
|唸る旋風	|50|10|33000|19000|&color(#080){''380''};|
|氷砕の蹄	|50|10|33000|19000|&color(#080){''380''};|
|断罪の焔	|50|10|33000|19000|&color(#080){''380''};|

- 「[[イーリスの虹の丘>テクニカルダンジョン/イーリスの虹の丘]]」のクリアで出現
- スペシャルダンジョン「[[焔の機械龍>スペシャルダンジョン/焔の機械龍]]」「[[氷の機械龍>スペシャルダンジョン/氷の機械龍]]」「[[風の機械龍>スペシャルダンジョン/風の機械龍]]」「[[皇たる機械龍>スペシャルダンジョン/皇たる機械龍]]」「[[滅びの機械龍>スペシャルダンジョン/滅びの機械龍]]」の地獄級と同じ構成。
-- 2015/06/02 チェイサーシリーズが追加

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
||&mons264; %%%[[バブルキメラ>モンスター図鑑/0264]]%%%		||BGCOLOR(#a6f1f1):水|&color(#b00){''7440''};|&color(#b00){2};|33000|500||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):連続攻撃（10416）|
||&mons065; %%%[[アイスオーガ>モンスター図鑑/0065]]%%%		||BGCOLOR(#a6f1f1):水|&color(#b00){''13740''};|&color(#b00){3};|62250|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):気合溜め（次回攻撃力2倍）|
||&mons100; %%%[[氷の魔剣士>モンスター図鑑/0100]]%%%		||BGCOLOR(#a6f1f1):水|&color(#b00){''6540''};|&color(#b00){3};|76350|900||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons899; %%%[[アクアチェイサー>モンスター図鑑/0899]]%%%		||BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};|654900|4800|※稀に出現、確定ドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):アクアランス（5220）&br;ハイドロレーザー（4176ダメージ＆ランダム1色→水ドロップ）&br;チェイスモード（5ターン攻撃力2倍）==HP50％以下で使用==&br;ハイドロバースト（8352ダメージ＆ランダム1色→水ドロップ）==HP25％以下で使用==|
|5|&mons265; %%%[[ディープキマイラ>モンスター図鑑/0265]]%%%		||BGCOLOR(#a6f1f1):水|&color(#b00){''14372''};|&color(#b00){2};|834600|1400||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ダブルバインド&br;連続攻撃（20118）|
|9|&mons207; %%%[[マーキュライトカーバンクル>モンスター図鑑/0207]]%%%x2	||BGCOLOR(#a6f1f1):水|&color(#b00){''11376''};|&color(#b00){2};|378302|960||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):キュアー（HP中回復）|
|10|&mons284; %%%[[氷砕機龍・アルデバラン>モンスター図鑑/0284]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''15120''};|&color(#b00){2};|1095900|1120||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):エネルギーチャージ（次回攻撃力3倍）&br;オートリペア（HP中回復）==HP60％以下で使用==&br;アイスクラッシャー（10584x2～5の連続攻撃）==HP30％以下で使用==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):唸る旋風|
||&mons196; %%%[[タウロスデーモン>モンスター図鑑/0196]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''5670''};|&color(#b00){1};|49650|2200||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ファイアバインド|
||&mons266; %%%[[リーフキメラ>モンスター図鑑/0266]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''7200''};|&color(#b00){2};|31500|500||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):連続攻撃（10080）|
||&mons067; %%%[[アーマーオーガ>モンスター図鑑/0067]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''13950''};|&color(#b00){3};|63000|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):気合溜め（次回攻撃力2倍）|
||&mons102; %%%[[岩の魔剣士>モンスター図鑑/0102]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''6632''};|&color(#b00){3};|76350|900||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons901; %%%[[ウィンドチェイサー>モンスター図鑑/0901]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|651150|4800|※稀に出現、確定ドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ウィンドエッジ（5370）&br;エアスラッシュ（4296ダメージ＆ランダム1色→木ドロップ）&br;チェイスモード（5ターン攻撃力2倍）==HP50％以下で使用==&br;エアロストリーム（8592ダメージ＆ランダム1色→木ドロップ）==HP25％以下で使用==|
|5|&mons267; %%%[[フラワーキマイラ>モンスター図鑑/0267]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''14132''};|&color(#b00){2};|827100|1400||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ダブルバインド&br;連続攻撃（19782）|
|9|&mons208; %%%[[アースライトカーバンクル>モンスター図鑑/0208]]%%%x2	||BGCOLOR(#bbf1a6):木|&color(#b00){''11731''};|&color(#b00){2};|401858|960||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):キュアー（HP中回復）|
|10|&mons285; %%%[[旋風機龍・カノープス>モンスター図鑑/0285]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''10620''};|&color(#b00){1};|1058400|1120||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):エネルギーチャージ（次回攻撃力3倍）&br;オートリペア（HP中回復）==HP60％以下で使用==&br;サイクロンブラスト（連続攻撃26550）==HP30％以下で使用==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):皇の閃爪|
||&mons198; %%%[[ハーピィデーモン>モンスター図鑑/0198]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''5552''};|&color(#b00){1};|51150|2200||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ダークバインド|
||&mons075; %%%[[ホワイトナイト>モンスター図鑑/0075]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''5280''};|&color(#b00){2};|26100|270||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons268; %%%[[ボルトキメラ>モンスター図鑑/0268]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''7892''};|&color(#b00){2};|36000|500||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):連続攻撃（11048）|
||&mons104; %%%[[光の魔剣士>モンスター図鑑/0104]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''6660''};|&color(#b00){3};|76350|900||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons903; %%%[[ライトニングチェイサー>モンスター図鑑/0903]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|654900|4800|※稀に出現、確定ドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ボルトアックス（5742）&br;放電（4176ダメージ＆ランダム1色→光ドロップ）&br;チェイスモード（5ターン攻撃力2倍）==HP50％以下で使用==&br;サンダーウェポン（8352ダメージ＆ランダム1色→光ドロップ）==HP25％以下で使用==|
|5|&mons269; %%%[[サンダーキマイラ>モンスター図鑑/0269]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''14820''};|&color(#b00){2};|849600|1400||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ダブルバインド&br;連続攻撃（20752）|
|9|&mons209; %%%[[サンライトカーバンクル>モンスター図鑑/0209]]%%%x2 	||BGCOLOR(#f1f1a6):光|&color(#b00){''12084''};|&color(#b00){2};|425413|960||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):キュアー（HP中回復）|
|10|&mons286; %%%[[皇爪機龍・レグルス>モンスター図鑑/0286]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''7020''};|&color(#b00){1};|1035900|1120||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):連続攻撃（9832）&br;オートリペア（HP中回復）==HP60％以下で使用==&br;皇爪連牙（連続攻撃19664）==HP30％以下で使用==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):破滅の影|
||&mons200; %%%[[ブラッドデーモン>モンスター図鑑/0200]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''5580''};|&color(#b00){1};|52650|2200||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):フラッシュバインド|
||&mons077; %%%[[ブラックナイト>モンスター図鑑/0077]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''5370''};|&color(#b00){2};|26850|270||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons270; %%%[[ミストキメラ>モンスター図鑑/0270]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''8100''};|&color(#b00){2};|37500|500||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):連続攻撃（11340）|
||&mons108; %%%[[闇の魔剣士>モンスター図鑑/0108]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''6720''};|&color(#b00){3};|76350|900||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons905; %%%[[ファントムチェイサー>モンスター図鑑/0905]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|654900|4800|※稀に出現、確定ドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):クアッドサイズ（連続攻撃5220）&br;フィアーアタック（4176ダメージ＆ランダム1色→闇ドロップ）&br;チェイスモード（5ターン攻撃力2倍）==HP50％以下で使用==&br;シャドウミスト（8352ダメージ＆ランダム1色→闇ドロップ）==HP25％以下で使用==|
|5|&mons271; %%%[[フォッグキマイラ>モンスター図鑑/0271]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''15030''};|&color(#b00){2};|857100|1400||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ダブルバインド&br;連続攻撃（21042）|
|9|&mons210; %%%[[ムーンライトカーバンクル>モンスター図鑑/0210]]%%%x2	||BGCOLOR(#bba6f1):闇|&color(#b00){''12791''};|&color(#b00){2};|472524|960||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):キュアー（HP中回復）|
|10|&mons287; %%%[[殲滅機龍・ハダル>モンスター図鑑/0287]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''16020''};|&color(#b00){2};|1208400|1120||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):エネルギーチャージ（次回攻撃力3倍）&br;オートリペア（HP中回復）==HP60％以下で使用==&br;ジェノサイドミサイル（連続攻撃43260）==HP30％以下で使用==|

- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||	||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||

** チーム編成例 [#k1bb9830]

//- 

*** 唸る旋風 [#vf132631]

- 協力プレイ限定で+タマゴ出現率20倍時の周回用

|~Ver|~チーム編成（左右がリーダー）|~HP|~石|~備考|
|||RIGHT:|RIGHT:||c
|v8.8|&mons2006; &mons2012; &mons2012; &mons2012; &mons2129; &mons2006;&br;&mons2006; &mons2012; &mons312; &mons312; &mons314; &mons2006;| | |LF究極五右衛門とサブにブレス系を7体入れるとほぼスキルだけでクリア可能。&br;ブレス系は覚醒ラー・ヴリトラ・バーサーカー・究極オーガなどが候補。&br;スキブは最低15必要だが、この編成の場合ホストPTで11・ゲストPTで7の計18。&br;開幕ホストがブレス3回、花火、着火で5Fまで消化。&br;ゲストがブレス3回、花火、ブレス、着火でクリア。&br;詳しくは[[パズ速:http://pazusoku.blog.fc2.com/blog-entry-8270.html]]を参照。|

//| |&mons000; &mons000; &mons000; &mons000; &mons000; &mons000;| | | |

#include(Parts/チーム編成例の注意,notitle)


* コメント [#ve05d2db]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
