* &font2(60%){うら・すいかのほこら};裏・水火の祠【同キャラ禁止】 [#t1d34448]

|~名称		|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|祠の鮫龍	|25|10|49000|24000|&color(#080){''&calc(24000/25,1);''};|
|2頭の火玩龍	|25|7|34000|15500|&color(#080){''&calc(15500/25,1);''};|
|水炎の妖魔	|25|7|34000|14000|&color(#080){''&calc(14000/25,1);''};|
|謳う人魚	|25|7|37000|16500|&color(#080){''&calc(16500/25,1);''};|
|水皿と赤目	|25|7|41000|13000|&color(#080){''&calc(13000/25,1);''};|

- テクニカルダンジョン「[[水火の祠>テクニカルダンジョン/水火の祠]]」のモンスターが大幅に強化されている。
- &mons1549; %%%[[モクピィ>モンスター図鑑/1549]]%%%が極稀に出現
- 2015/12/21 [[コインダンジョン]]から[[協力プレイダンジョン]]向けにリニューアル。スタミナ消費が25に統一。同キャラ禁止。
-- 氷炎の双獣→水炎の妖魔、水と火の双玉→水皿と赤目

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons248; %%%[[ダブエメリット>モンスター図鑑/0248]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''33333''};|&color(#b00){3};|30|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons256; %%%[[ハイサファイアドラゴン>モンスター図鑑/0256]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''6990''};|&color(#b00){1};|675|100000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons1549; %%%[[モクピィ>モンスター図鑑/1549]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''7707''};|&color(#b00){1};|36|600000|※稀に出現|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||>|>|>|>|>|>|>|BGCOLOR(#ffffff):水炎の妖魔以降で出現|
||&mons2304; %%%[[レッドキャップ>モンスター図鑑/2304]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''10350''};|&color(#b00){1};|1369127|216||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ケッケッケ（3ターン4コンボ以下の攻撃吸収）&br;狂気の斧（残りHP80％ダメージ）==1度きり==|
||&mons2306; %%%[[河童>モンスター図鑑/2306]]%%%		||BGCOLOR(#a6f1f1):水|&color(#b00){''9257''};|&color(#b00){1};|1396460|216||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===推して参る（3ターン操作時間1秒短縮）==既に短縮している場合3703==&br;幽水の皿（99ターン水ドロップの出現率15％増加）==1ターン目に使用==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):水皿と赤目|
|7|&mons2305; %%%[[赤目の幽鬼・レッドキャップ>モンスター図鑑/2305]]%%%	|攻撃|BGCOLOR(#f1bba6):火|&color(#b00){''11480''};|&color(#b00){1};|1409033|360||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ゲヒャハー！（全員のスキル1～4ターン遅延）&br;狂気の斧（残りHP80％ダメージ）==1度きり==&br;ファイヤスイング（17220ダメージ＆縦2列目→火ドロップ）|
|~|&mons2307; %%%[[水皿の神使・河童>モンスター図鑑/2307]]%%%	|体力|BGCOLOR(#a6f1f1):水|&color(#b00){''11116''};|&color(#b00){1};|1507433|360||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===どいたどいたぁ！（5558ダメージ＆ドロップ10個→お邪魔ドロップ）&br;幽水の皿（99ターン水ドロップの出現率15％増加）==初回に使用、1度きり==&br;シャケナソード（16674ダメージ＆縦4列目→水ドロップ）|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):謳う人魚|
|7|&mons202; %%%[[大海の歌姫・セイレーン>モンスター図鑑/0202]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''19076''};|&color(#b00){1};|1722697|1620||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):鼻歌を口ずさんでいる&br;ドロップ排除・木==HP75％以下で使用==&br;リザレクション==HP20％以下で使用、1度きり==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):水炎の妖魔|
|7|&mons2305; %%%[[赤目の幽鬼・レッドキャップ>モンスター図鑑/2305]]%%%	|攻撃|BGCOLOR(#f1bba6):火|&color(#b00){''11480''};|&color(#b00){1};|1409033|360||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ゲヒャハー！（全員のスキル1～4ターン遅延）&br;狂気の斧（残りHP80％ダメージ）==1度きり==&br;ファイヤスイング（17220ダメージ＆縦2列目→火ドロップ）|
|~|&mons2307; %%%[[水皿の神使・河童>モンスター図鑑/2307]]%%%	|体力|BGCOLOR(#a6f1f1):水|&color(#b00){''11116''};|&color(#b00){1};|1507433|360||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===どいたどいたぁ！（5558ダメージ＆ドロップ10個→お邪魔ドロップ）&br;幽水の皿（99ターン水ドロップの出現率15％増加）==初回に使用、1度きり==&br;シャケナソード（16674ダメージ＆縦4列目→水ドロップ）|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):2頭の火玩龍|
|6|&mons288; %%%[[ドラール>モンスター図鑑/0288]]%%%x2		||BGCOLOR(#f1bba6):火|&color(#b00){''9127''};|&color(#b00){1};|742960|1280||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):バインドアタック|
|~|&mons292; %%%[[シャードラン>モンスター図鑑/0292]]%%%		||BGCOLOR(#a6f1f1):水|&color(#b00){''12136''};|&color(#b00){1};|1300180|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):連続攻撃（16990）|
|7|&mons289; %%%[[アグドラール>モンスター図鑑/0289]]%%%x2	||BGCOLOR(#f1bba6):火|&color(#b00){''19536''};|&color(#b00){2};|1115180|2240||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):気合溜め（次回攻撃力2倍）|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):祠の鮫龍|
|9|&mons201; %%%[[紅蓮の女帝・エキドナ>モンスター図鑑/0201]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''16132''};|&color(#b00){1};|1486660|1440||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):不敵な笑みを浮かべている&br;ドロップ排除・火==HP75％以下で使用==&br;リザレクション==HP20％以下で使用、1度きり==|
|10|&mons293; %%%[[メガロドラン>モンスター図鑑/0293]]%%%		||BGCOLOR(#a6f1f1):水|&color(#b00){''22578''};|&color(#b00){1};|3445650|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):リーフバインド&br;大連撃（計40641の連続攻撃）==HP50％以下で使用==|

- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||	||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||

* コメント [#cac312a3]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
