* 緑の丼龍【火木闇限定】 [#p867cc73]

#ginclude(Parts/関連,notitle,or,spd11)

|~名称		|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|揚勝龍 超地獄級（テクニカル）	|50|7|67000|17500|&color(#080){''350''};|
|揚勝龍 地獄級（テクニカル）	|45|7|52000|13500|&color(#080){''300''};|
|揚勝龍 超級（テクニカル）	|40|7|33000|8700|&color(#080){''217''};|
|揚勝龍 上級（テクニカル）	|25|7|4000|1100|&color(#080){''44''};|
|揚勝龍 中級（テクニカル）	|15|7|2600|700|&color(#080){''46''};|

- 水と光ドロップが出現しない（変換などで出現させることは可能）
- [[ぐんまコラボ>スペシャルダンジョン/ぐんまコラボ]]や[[高岡市コラボ>スペシャルダンジョン/高岡市コラボ]]の一部キャラクターも登場
- [[ヤタガラス>モンスター図鑑/1474]]がゲリラ出現（特定の日のみ幻獣の代わりに出現）

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|7|&mons1763; %%%[[芳醇の丼龍・カツミン>モンスター図鑑/1763]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''3903''};|&color(#b00){1};|2435208|0|【常時】火属性のダメージ50％減|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===勝負にカツっ！（1ターン攻撃力2倍）==再使用あり==&br;勝利の蹄（3903ダメージ＆ランダム1色→お邪魔ドロップ）&br;サクッとテール（5855ダメージ＆横3列目→木ドロップ）&br;ベストスマイル（リーダーとフレンドを2～4ターンバインド）==HP75％以下で使用、1度きり==&br;なんとしてもカツっ！（1ターン攻撃力3倍）==HP30％以下で使用==&br;必勝のW蹄（3倍時、計46836の連続攻撃）==HP30％以下で使用==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):揚勝龍 上級|
||&mons525; %%%[[ミドムギドラ>モンスター図鑑/0525]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''1047''};|&color(#b00){2};|12772|20||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):太陽の恵み・火（火ドロップ→光ドロップ）|
||&mons433; %%%[[下仁田こんにゃく>モンスター図鑑/0433]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''806''};|&color(#b00){3};|3631|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):からしみそ（1209）==HP40％以下で使用==|
||&mons435; %%%[[嬬恋キャベツ>モンスター図鑑/0435]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''616''};|&color(#b00){2};|2259|280||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):玉菜の千切り（計620の連続攻撃）==HP40％以下で使用==|
||&mons832; %%%[[コズクラ>モンスター図鑑/0832]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''490''};|&color(#b00){1};|2681|28||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ピチピチ跳ねている（何もしない）|
||&mons833; %%%[[フクラギ>モンスター図鑑/0833]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''781''};|&color(#b00){2};|5552|52||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ピチピチ跳ねている（何もしない）|
||&mons836; %%%[[ホタルイカ>モンスター図鑑/0836]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''832''};|&color(#b00){2};|4032|44||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons1768; %%%[[マグチャ>モンスター図鑑/1768]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''996''};|&color(#b00){2};|7|1000000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons1474; %%%[[ヤタガラス>モンスター図鑑/1474]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''925''};|&color(#b00){1};|148010|0|※稀に出現、確定ドロップ（幻獣の代わりに出現）|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons1776; %%%[[地の丼魔・ソイドン>モンスター図鑑/1776]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''1507''};|&color(#b00){1};|322282|0|※稀に出現、確定ドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|7|&mons1763; %%%[[芳醇の丼龍・カツミン>モンスター図鑑/1763]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''583''};|&color(#b00){1};|363658|0|【常時】火属性のダメージ50％減|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):揚勝龍 中級|
||&mons525; %%%[[ミドムギドラ>モンスター図鑑/0525]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''248''};|&color(#b00){2};|3025|10||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):太陽の恵み・火（火ドロップ→光ドロップ）|
||&mons433; %%%[[下仁田こんにゃく>モンスター図鑑/0433]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''191''};|&color(#b00){3};|860|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):からしみそ（287）==HP40％以下で使用==|
||&mons435; %%%[[嬬恋キャベツ>モンスター図鑑/0435]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''146''};|&color(#b00){2};|535|140||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):玉菜の千切り（計150の連続攻撃）==HP40％以下で使用==|
||&mons832; %%%[[コズクラ>モンスター図鑑/0832]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''116''};|&color(#b00){1};|635|14||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ピチピチ跳ねている（何もしない）|
||&mons833; %%%[[フクラギ>モンスター図鑑/0833]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''185''};|&color(#b00){2};|1315|26||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ピチピチ跳ねている（何もしない）|
||&mons836; %%%[[ホタルイカ>モンスター図鑑/0836]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''197''};|&color(#b00){2};|955|22||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons1768; %%%[[マグチャ>モンスター図鑑/1768]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''236''};|&color(#b00){2};|5|1000000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons1474; %%%[[ヤタガラス>モンスター図鑑/1474]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''219''};|&color(#b00){1};|35055|0|※稀に出現、確定ドロップ（幻獣の代わりに出現）|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons1776; %%%[[地の丼魔・ソイドン>モンスター図鑑/1776]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''357''};|&color(#b00){1};|76330|0|※稀に出現、確定ドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|7|&mons1763; %%%[[芳醇の丼龍・カツミン>モンスター図鑑/1763]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''281''};|&color(#b00){1};|175335|0|【常時】火属性のダメージ50％減|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|


- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||	||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||

** 公開履歴 [#p5b65302]

//最新3件
|~ |~日時|~備考|
|1|2015/01/26～2015/02/08||

** スキル上げ用途 [#sf4a6994]

|~素材|~スキル（最大Lv）|~対象モンスター|
|&mons1763;|ジュピタージェネシス (15)|&mons651; &mons1189;|
|&mons1768;|大地の結界 (10)|&mons921; &mons612; &mons847;|
|&mons1776;|グリーンクレスト (6)|&mons1654;|

** チーム編成例 [#ra189f2f]

*** [[スコア機能>Tips/スコア機能]] Sランク [#m1ea8483]

- 140000でSランク

|~Ver|~チーム編成（左右がリーダー）|~HP|~石|~備考|
|||RIGHT:|RIGHT:||c

//| |&mons000; &mons000; &mons000; &mons000; &mons000; &mons000;| | | |

- 編成の参考に。左右がリーダー。HPはフレンドを含めたもの。
- レベルやスキルレベルは省略しているので&color(#dc143c){あくまで参考程度に。};

* コメント [#cdc28a78]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
