* 機械龍ラッシュ！ [#x7d127d7]

|~名称			|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|五龍起動 地獄級			|50|6|68400|55175|&color(#080){''1103''};|
|五龍起動 超級			|40|6|50080|37625|&color(#080){''940''};|
|五龍起動 上級			|25|6|17360|13035|&color(#080){''521''};|
|五龍起動 中級			|15|6|8680|6520|&color(#080){''434''};|

- 2000000コインで購入可能
-- 購入から1時間の間、スタミナがあれば何度でも入ることができる
- チェイサーが出現するが、確定ドロップではない点に注意

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|~|&mons901; %%%[[ウィンドチェイサー>モンスター図鑑/0901]]%%%			||BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|651150|4800|ウィンドエッジ（5370）&br;エアスラッシュ（4296ダメージ＆ランダム1色→木ドロップ）&br;チェイスモード（5ターン攻撃力2倍）==HP50％以下で使用==&br;エアロストリーム（8592ダメージ＆ランダム1色→木ドロップ）==HP25％以下で使用==|
|4|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons286; %%%[[皇爪機龍・レグルス>モンスター図鑑/0286]]%%% 	||BGCOLOR(#f1f1a6):光|&color(#b00){''7020''};|&color(#b00){1};|1035900|1120|連続攻撃（9832）&br;オートリペア（HP中回復）==HP60％以下で使用==&br;皇爪連牙（連続攻撃19664）==HP30％以下で使用==|
|~|&mons903; %%%[[ライトニングチェイサー>モンスター図鑑/0903]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|654900|4800|ボルトアックス（5742）&br;放電（4176ダメージ＆ランダム1色→光ドロップ）&br;チェイスモード（5ターン攻撃力2倍）==HP50％以下で使用==&br;サンダーウェポン（8352ダメージ＆ランダム1色→光ドロップ）==HP25％以下で使用==|
|5|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons287; %%%[[殲滅機龍・ハダル>モンスター図鑑/0287]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''16020''};|&color(#b00){2};|1208400|1120|エネルギーチャージ（次回攻撃力3倍）&br;オートリペア（HP中回復）==HP60％以下で使用==&br;ジェノサイドミサイル（連続攻撃43260）==HP30％以下で使用==|
|~|&mons905; %%%[[ファントムチェイサー>モンスター図鑑/0905]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|654900|4800|クアッドサイズ（連続攻撃5220）&br;フィアーアタック（4176ダメージ＆ランダム1色→闇ドロップ）&br;チェイスモード（5ターン攻撃力2倍）==HP50％以下で使用==&br;シャドウミスト（8352ダメージ＆ランダム1色→闇ドロップ）==HP25％以下で使用==|
|6|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons1206; %%%[[五機龍合体・ゴッドカノープス>モンスター図鑑/1206]]%%%		||BGCOLOR(#bbf1a6):木光|&color(#b00){''-''};|&color(#b00){1};|3868529|670|ゴッドドラゴンズフィールド（先制・999ターン状態異常無効）&br;スーパーハダルミサイル（8403ダメージ＆ランダム1色排除）&br;ライトニングレグルスクロー（連続攻撃11765）&br;カノープストルネードカッター（6722ダメージ＆サブ1体2～3ターンバインド）&br;ベテルギウスボム（10083ダメージ＆ランダム1色→火ドロップ）&br;アルデバランクラッシャー（残りHP99％ダメージ）&br;ゴッドモード起動！！（999ターン攻撃力2倍）==HP25％以下で使用==&br;ファイナルゴッドカノン（2倍時、26888）==HP25％以下で使用==|
|~|&mons1207; %%%[[五機龍融合・デモンハダル>モンスター図鑑/1207]]%%%	||BGCOLOR(#bba6f1):闇火|&color(#b00){''-''};|&color(#b00){1};|4318530|670|バリアフィールド（先制・999ターン状態異常無効）&br;ジェノサイドミサイル・零式（6028ダメージ＆ドロップ6つ→毒ドロップ）&br;皇爪連牙・改（連続攻撃9042～10549）&br;ダークサイクロンブラスト（7535ダメージ＆ドロップが見えなくなる）&br;ハイメギドキャノン（連続攻撃12056）&br;フリーズクラッシャー（4521ダメージ＆サブ全員2ターンバインド）&br;アルティメット・ストリーム（連続攻撃54252）==HP25％以下で使用==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):五龍起動 超級|
|1|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons283; %%%[[砲炎機龍・ベテルギウス>モンスター図鑑/0283]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''10553''};|&color(#b00){2};|768193|784|エネルギーチャージ（次回攻撃力3倍）&br;オートリペア（HP中回復）==HP60％以下で使用==&br;メギドキャノン（連続攻撃29548）==HP30％以下で使用==|
|~|&mons897; %%%[[フレイムチェイサー>モンスター図鑑/0897]]%%%			||BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|438793|3360|フレイムブレード（3702）&br;レッドヒート（2961ダメージ＆ランダム1色→火ドロップ）&br;チェイスモード（5ターン攻撃力2倍）==HP50％以下で使用==&br;オーバーヒート（5922＆ランダム1色→火ドロップ）==HP25％以下で使用==|
|2|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons284; %%%[[氷砕機龍・アルデバラン>モンスター図鑑/0284]]%%%		||BGCOLOR(#a6f1f1):水|&color(#b00){''10248''};|&color(#b00){2};|742777|784|エネルギーチャージ（次回攻撃力3倍）&br;オートリペア（HP中回復）==HP60％以下で使用==&br;アイスクラッシャー（7174x2～5の連続攻撃）==HP30％以下で使用==|
|~|&mons899; %%%[[アクアチェイサー>モンスター図鑑/0899]]%%%			||BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};|443877|3360|アクアランス（3540）&br;ハイドロレーザー（2830ダメージ＆ランダム1色→水ドロップ）&br;チェイスモード（5ターン攻撃力2倍）==HP50％以下で使用==&br;ハイドロバースト（5661ダメージ＆ランダム1色→水ドロップ）==HP25％以下で使用==|
|3|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons285; %%%[[旋風機龍・カノープス>モンスター図鑑/0285]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''7198''};|&color(#b00){1};|717360|784|エネルギーチャージ（次回攻撃力3倍）&br;オートリペア（HP中回復）==HP60％以下で使用==&br;サイクロンブラスト（連続攻撃17995）==HP30％以下で使用==|
|~|&mons901; %%%[[ウィンドチェイサー>モンスター図鑑/0901]]%%%			||BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|441335|3360|ウィンドエッジ（3640）&br;エアスラッシュ（2912ダメージ＆ランダム1色→木ドロップ）&br;チェイスモード（5ターン攻撃力2倍）==HP50％以下で使用==&br;エアロストリーム（5824ダメージ＆ランダム1色→木ドロップ）==HP25％以下で使用==|
|4|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons286; %%%[[皇爪機龍・レグルス>モンスター図鑑/0286]]%%% 	||BGCOLOR(#f1f1a6):光|&color(#b00){''4758''};|&color(#b00){1};|702110|784|連続攻撃（6662）&br;オートリペア（HP中回復）==HP60％以下で使用==&br;皇爪連牙（連続攻撃13324）==HP30％以下で使用==|
|~|&mons903; %%%[[ライトニングチェイサー>モンスター図鑑/0903]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|443877|3360|ボルトアックス（3892）&br;放電（2830ダメージ＆ランダム1色→光ドロップ）&br;チェイスモード（5ターン攻撃力2倍）==HP50％以下で使用==&br;サンダーウェポン（5661ダメージ＆ランダム1色→光ドロップ）==HP25％以下で使用==|
|5|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons287; %%%[[殲滅機龍・ハダル>モンスター図鑑/0287]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''10858''};|&color(#b00){2};|819027|784|エネルギーチャージ（次回攻撃力3倍）&br;オートリペア（HP中回復）==HP60％以下で使用==&br;ジェノサイドミサイル（連続攻撃29316）==HP30％以下で使用==|
|~|&mons905; %%%[[ファントムチェイサー>モンスター図鑑/0905]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|443877|3360|クアッドサイズ（連続攻撃3540）&br;フィアーアタック（2830ダメージ＆ランダム1色→闇ドロップ）&br;チェイスモード（5ターン攻撃力2倍）==HP50％以下で使用==&br;シャドウミスト（5661ダメージ＆ランダム1色→闇ドロップ）==HP25％以下で使用==|
|6|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons1206; %%%[[五機龍合体・ゴッドカノープス>モンスター図鑑/1206]]%%%		||BGCOLOR(#bbf1a6):木光|&color(#b00){''-''};|&color(#b00){1};|1980426|402|ゴッドドラゴンズフィールド（先制・999ターン状態異常無効）&br;スーパーハダルミサイル（4504ダメージ＆ランダム1色排除）&br;ライトニングレグルスクロー（連続攻撃6305）&br;カノープストルネードカッター（3603ダメージ＆サブ1体2～3ターンバインド）&br;ベテルギウスボム（5405ダメージ＆ランダム1色→火ドロップ）&br;アルデバランクラッシャー（残りHP99％ダメージ）&br;ゴッドモード起動！！（999ターン攻撃力2倍）==HP25％以下で使用==&br;ファイナルゴッドカノン（2倍時、14412）==HP25％以下で使用==|
|~|&mons1207; %%%[[五機龍融合・デモンハダル>モンスター図鑑/1207]]%%%	||BGCOLOR(#bba6f1):闇火|&color(#b00){''-''};|&color(#b00){1};|2210426|402|バリアフィールド（先制・999ターン状態異常無効）&br;ジェノサイドミサイル・零式（3231ダメージ＆ドロップ6つ→毒ドロップ）&br;皇爪連牙・改（連続攻撃4847～5656）&br;ダークサイクロンブラスト（4039ダメージ＆ドロップが見えなくなる）&br;ハイメギドキャノン（連続攻撃6462）&br;フリーズクラッシャー（2423ダメージ＆サブ全員2ターンバインド）&br;アルティメット・ストリーム（連続攻撃29079）==HP25％以下で使用==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):五龍起動 上級|
|1|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons283; %%%[[砲炎機龍・ベテルギウス>モンスター図鑑/0283]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''2191''};|&color(#b00){2};|159516|224||
|~|&mons897; %%%[[フレイムチェイサー>モンスター図鑑/0897]]%%%			||BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};||||
|2|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons284; %%%[[氷砕機龍・アルデバラン>モンスター図鑑/0284]]%%%		||BGCOLOR(#a6f1f1):水|&color(#b00){''2128''};|&color(#b00){2};|154238|224||
|~|&mons899; %%%[[アクアチェイサー>モンスター図鑑/0899]]%%%			||BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};||||
|3|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons285; %%%[[旋風機龍・カノープス>モンスター図鑑/0285]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''1495''};|&color(#b00){1};|148960|224||
|~|&mons901; %%%[[ウィンドチェイサー>モンスター図鑑/0901]]%%%			||BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};||||
|4|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons286; %%%[[皇爪機龍・レグルス>モンスター図鑑/0286]]%%% 	||BGCOLOR(#f1f1a6):光|&color(#b00){''988''};|&color(#b00){1};|145793|224||
|~|&mons903; %%%[[ライトニングチェイサー>モンスター図鑑/0903]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};||||
|5|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons287; %%%[[殲滅機龍・ハダル>モンスター図鑑/0287]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''2255''};|&color(#b00){2};|170071|224||
|~|&mons905; %%%[[ファントムチェイサー>モンスター図鑑/0905]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};||||
|6|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons1206; %%%[[五機龍合体・ゴッドカノープス>モンスター図鑑/1206]]%%%		||BGCOLOR(#bbf1a6):木光|&color(#b00){''2044''};|&color(#b00){1};|1036375|268||
|~|&mons1207; %%%[[五機龍融合・デモンハダル>モンスター図鑑/1207]]%%%	||BGCOLOR(#bba6f1):闇火|&color(#b00){''1832''};|&color(#b00){1};|1156375|268||
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):五龍起動 中級|
|1|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons283; %%%[[砲炎機龍・ベテルギウス>モンスター図鑑/0283]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''519''};|&color(#b00){2};|37780|112||
|~|&mons897; %%%[[フレイムチェイサー>モンスター図鑑/0897]]%%%			||BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};||||
|2|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons284; %%%[[氷砕機龍・アルデバラン>モンスター図鑑/0284]]%%%		||BGCOLOR(#a6f1f1):水|&color(#b00){''504''};|&color(#b00){2};|36530|112||
|~|&mons899; %%%[[アクアチェイサー>モンスター図鑑/0899]]%%%			||BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};||||
|3|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons285; %%%[[旋風機龍・カノープス>モンスター図鑑/0285]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''354''};|&color(#b00){1};|35280|112||
|~|&mons901; %%%[[ウィンドチェイサー>モンスター図鑑/0901]]%%%			||BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};||||
|4|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons286; %%%[[皇爪機龍・レグルス>モンスター図鑑/0286]]%%% 	||BGCOLOR(#f1f1a6):光|&color(#b00){''234''};|&color(#b00){1};|34530|112||
|~|&mons903; %%%[[ライトニングチェイサー>モンスター図鑑/0903]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};||||
|5|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons287; %%%[[殲滅機龍・ハダル>モンスター図鑑/0287]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''534''};|&color(#b00){2};|40280|112||
|~|&mons905; %%%[[ファントムチェイサー>モンスター図鑑/0905]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};||||
|6|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons1206; %%%[[五機龍合体・ゴッドカノープス>モンスター図鑑/1206]]%%%		||BGCOLOR(#bbf1a6):木光|&color(#b00){''484''};|&color(#b00){1};|92323|134||
|~|&mons1207; %%%[[五機龍融合・デモンハダル>モンスター図鑑/1207]]%%%	||BGCOLOR(#bba6f1):闇火|&color(#b00){''434''};|&color(#b00){1};|102323|134||

- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||	||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||

* コメント [#qcaf9678]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
