* &font2(60%){うら・しんえんのまおうじょう};裏・深淵の魔王城【同キャラ禁止】 [#me88176a]

|~名称		|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|甦りし暗黒の王    |25|10|67000|25000|&color(#080){''&calc(25000/25,1);''};|
|傀儡の龍           |25|7|37000|16000|&color(#080){''&calc(16000/25,1);''};|
|暗炎の妖魔		|25|7|40000|16000|&color(#080){''&calc(16000/25,1);''};|
|柔肌と血染めの鱗	|25|7|40000|16000|&color(#080){''&calc(16000/25,1);''};|
|赤目と魔爪		|25|7|34000|13500|&color(#080){''&calc(13500/25,1);''};|

- テクニカルダンジョン「[[深淵の魔王城>テクニカルダンジョン/深淵の魔王城]]」のモンスターが大幅に強化されている。
- &mons1547; %%%[[ホノピィ>モンスター図鑑/1547]]%%%が極稀に出現
- 2015/12/21 [[コインダンジョン]]から[[協力プレイダンジョン]]向けにリニューアル。スタミナ消費が25に統一。同キャラ禁止。
-- 呪われし宝石達→赤目と魔爪、扉の守護獣→暗炎の妖魔

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
||&mons174; %%%[[神化の金面>モンスター図鑑/0174]]%%%			||BGCOLOR(#f1f1a6):光|&color(#b00){''138875''};|&color(#b00){6};|35|300000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ダークバインド|
||&mons175; %%%[[神化の黒面>モンスター図鑑/0175]]%%%			||BGCOLOR(#bba6f1):闇|&color(#b00){''138875''};|&color(#b00){6};|35|300000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):フラッシュバインド|
||&mons160; %%%[[ミスリット>モンスター図鑑/0160]]%%%			||BGCOLOR(#bba6f1):闇|&color(#b00){''4770''};|&color(#b00){1};|113850|60||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ファイアバインド&br;ウォーターバインド&br;リーフバインド&br;フラッシュバインド&br;ダークバインド|
||&mons178; %%%[[キングメタルドラゴン>モンスター図鑑/0178]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''11520''};|&color(#b00){1};|1125|100000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons1547; %%%[[ホノピィ>モンスター図鑑/1547]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''11561''};|&color(#b00){1};|36|6000000|※稀に出現|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):赤目と魔爪|
|6|&mons2304; %%%[[レッドキャップ>モンスター図鑑/2304]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''10350''};|&color(#b00){1};|1369127|216||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ケッケッケ（3ターン4コンボ以下の攻撃吸収）&br;狂気の斧（残りHP80％ダメージ）==1度きり==|
||&mons2312; %%%[[キャスパリーグ>モンスター図鑑/2312]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''8929''};|&color(#b00){1};|1150460|216||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ニャに見てんだ（全員のスキル1ターン遅延）&br;生得の災禍（6250ダメージ＆ドロップが見えなくなる）|
|7|&mons2305; %%%[[赤目の幽鬼・レッドキャップ>モンスター図鑑/2305]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|1409033|360||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ゲヒャハー！（全員のスキル1～4ターン遅延）&br;狂気の斧（残りHP80％ダメージ）==1度きり==&br;ファイヤスイング（17220ダメージ＆縦2列目→火ドロップ）|
|~|&mons2313; %%%[[魔爪の怪猫・キャスパリーグ>モンスター図鑑/2313]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|1236833|360||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ニャンでも壊す！（10350）&br;生得の災禍（7245ダメージ＆ドロップが見えなくなる）1度きり&br;ダークサイドクロー（15525ダメージ＆横2行目→闇ドロップ）|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):柔肌と血染めの鱗|
|7|&mons201; %%%[[紅蓮の女帝・エキドナ>モンスター図鑑/0201]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''17186''};|&color(#b00){1};|1583762|1530||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):不敵な笑みを浮かべている&br;ドロップ排除・水==HP75％以下で使用==&br;リザレクション==HP20％以下で使用==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):暗炎の妖魔|
|7|&mons2305; %%%[[赤目の幽鬼・レッドキャップ>モンスター図鑑/2305]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|1409033|360||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ゲヒャハー！（全員のスキル1～4ターン遅延）&br;狂気の斧（残りHP80％ダメージ）==1度きり==&br;ファイヤスイング（17220ダメージ＆縦2列目→火ドロップ）|
|~|&mons2313; %%%[[魔爪の怪猫・キャスパリーグ>モンスター図鑑/2313]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|1236833|360||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ニャンでも壊す！（10350）&br;生得の災禍（7245ダメージ＆ドロップが見えなくなる）1度きり&br;ダークサイドクロー（15525ダメージ＆横2行目→闇ドロップ）|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):傀儡の龍|
|6|&mons294; %%%[[トイトプス>モンスター図鑑/0294]]%%%			||BGCOLOR(#bbf1a6):木|&color(#b00){''8162''};|&color(#b00){1};|348600|8400||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):バインドアタック|
|~|&mons289; %%%[[アグドラール>モンスター図鑑/0289]]%%%			||BGCOLOR(#f1bba6):火|&color(#b00){''18260''};|&color(#b00){2};|1042342|2100||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):気合溜め（次回攻撃力2倍）|
|~|&mons300; %%%[[ピエドラ>モンスター図鑑/0300]]%%%			||BGCOLOR(#bba6f1):闇|&color(#b00){''8853''};|&color(#b00){1};|694433|840||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):バインドアタック|
|7|&mons295; %%%[[トイケラトプス>モンスター図鑑/0295]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''16877''};|&color(#b00){2};|523592|14700||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):気合溜め（次回攻撃力2倍）|
|~|&mons301; %%%[[ピエドラウン>モンスター図鑑/0301]]%%%			||BGCOLOR(#bba6f1):闇|&color(#b00){''18952''};|&color(#b00){2};|1301717|1470||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):連続攻撃（26532）|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):甦りし暗黒の王|
|9|&mons205; %%%[[常夜の魔女・リリス>モンスター図鑑/0205]]%%% 		||BGCOLOR(#bba6f1):闇|&color(#b00){''18537''};|&color(#b00){1};|1562475|1350||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):魅惑的な眼差しを向けている&br;ドロップ排除・光==HP75％以下で使用==&br;リザレクション==HP20％以下で使用==|
|10|&mons300; %%%[[ピエドラ>モンスター図鑑/0300]]%%%x2			||BGCOLOR(#bba6f1):闇|&color(#b00){''8853''};|&color(#b00){1};|694433|840||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):バインドアタック|
|~|&mons111; %%%[[ヴァンパイアロード>モンスター図鑑/0111]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''17671''};|&color(#b00){2};|1873200|1400||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):リセットウェーブ（スキルの効果が消える）&br;ナイトメアスラッシュ（計31809の連続攻撃）&br;ダークワールド（ドロップが見えなくなる）==HP20％以下で使用==&br;リザレクション==HP20％以下で使用==|

- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||	||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||

* コメント [#i9efc84b]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
