* ヨルムンガンド降臨！ [#lb428afc]

|~名称			|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|世界蛇 超地獄級		|50|6|46000|24700|&color(#080){''&calc(24700/50,1);''};|
|世界蛇 地獄級		|50|6|34000|16500|&color(#080){''&calc(16500/50,1);''};|

//2016年03月05日配信

//&color(#b00){''TIPS''}; [[精霊の宝玉イベント>スペシャルダンジョン/精霊の宝玉イベント]]

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ファイアバインド&br;イビルスラッシュ（計17346の連続攻撃）==HP35％以下で使用==|
|~|&mons478; %%%[[光天獄・ハーピィデーモン>モンスター図鑑/0478]]%%%	|攻撃/悪魔|BGCOLOR(#f1f1a6):光|&color(#b00){''10106''};|&color(#b00){1};|835293|1120||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ダークバインド&br;イビルスラッシュ（計18192の連続攻撃）==HP35％以下で使用==|
|~|&mons479; %%%[[闇地獄・ブラッドデーモン>モンスター図鑑/0479]]%%%	|攻撃/悪魔|BGCOLOR(#bba6f1):闇|&color(#b00){''10248''};|&color(#b00){1};|840377|1120||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):フラッシュバインド&br;イビルスラッシュ（計18444の連続攻撃）==HP35％以下で使用==|
|3|&mons1170; %%%[[紫の華龍・オーキッド>モンスター図鑑/1170]]%%%	|ドラゴン|BGCOLOR(#bba6f1):闇木|&color(#b00){''-''};|&color(#b00){1};|2879196|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===豊穣の守り（999ターン状態異常無効）&br;ポイズンフォッグ（3557ダメージ＆ドロップ6個→毒ドロップ）&br;キュアリングブレス（8537ダメージ＆毒ドロップ→回復ドロップ）&br;サーペントアイ（2体3ターンバインド、1度きり）==HP50％以下で使用==&br;ポイズンマーキング（ドロップ3個→毒ドロップ、1度きり）==HP30％以下で使用==&br;パープルオービット（連続攻撃10671）==HP30％以下で使用==|
|4|&mons1064; %%%[[デビルフィッシュ>モンスター図鑑/1064]]%%%x2	|攻撃|BGCOLOR(#bba6f1):闇水|&color(#b00){''8111''};|&color(#b00){2};|313472|700||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|~|&mons790; %%%[[魔眼の怪鳥・コカトリス>モンスター図鑑/0790]]%%%	|回復|BGCOLOR(#a6f1f1):水|&color(#b00){''8010''};|&color(#b00){2};|302250|300||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===コンフューズアイ（ランダム2色→お邪魔ドロップ）&br;スネークヴァイト（計10414の連続攻撃）&br;魔眼の瞳（2体4ターンバインド）==HP30％以下で使用、一度きり==|
|5|&mons1099; %%%[[紅蓮華の女傑・エキドナ>モンスター図鑑/1099]]%%%		|回復|BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|1322778|290||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===威嚇（全員のスキル3ターン遅延）&br;※上から順に使用&br;#group#紅の舞（残りHP30％ダメージ）&br;追い打ち（2246）#group#&br;#group#紅蓮の舞（残りHP60％ダメージ）&br;追い打ち（2246）#group#&br;#group#紅蓮華の舞（残りHP90％ダメージ）&br;追い打ち（2246）#group#&br;|
|6|&mons2639; %%%[[神脅の毒蛇・ヨルムンガンド>モンスター図鑑/2639]]%%%		|ドラゴン/悪魔|BGCOLOR(#bbf1a6):木水|&color(#b00){''-''};|&color(#b00){1};|5003958|570||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=光属性のダメージ50％減&br;#group#===先制===蛇鱗（5ターン状態異常無効）&br;カオスレイン（5ターンお邪魔と毒ドロップの出現率8％増加）#group#&br;世界蛇の蜷局（全ドロップ→お邪魔・猛毒ドロップ）==5ターンごとに使用==&br;ヘルバイト（14881）&br;蛇睨み（13528ダメージ＆ドロップ3個をロック）&br;ソーンテイル（計18940の連続攻撃）==HP50％以下で使用==&br;サーペントヘイト（17586ダメージ＆ドロップ2個→お邪魔、ドロップ2個→猛毒）==HP50％以下で使用==&br;絞め付け（残りHP99％ダメージ）==HP50％以下で使用、1度きり==&br;丸呑み（8117ダメージ＆ドロップが見えなくなる）==HP50％以下で使用、1度きり==&br;蛇痺牙（16234ダメージ＆1体3ターンバインド）==HP40％以下で使用、1度きり==&br;オーバーフェルミングフォース（計67640の連続攻撃）==HP15％以下で使用==&br;|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):世界蛇 地獄級|
|1|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか3体が出現|
|~|&mons1171; %%%[[プチリップ>モンスター図鑑/1171]]%%%	|ドラゴン|BGCOLOR(#f1bba6):火|&color(#b00){''4860''};|&color(#b00){1};|53700|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):フラワーテイル（4860ダメージ＆ランダム1色→回復ドロップ）|
|~|&mons1172; %%%[[プチローズ>モンスター図鑑/1172]]%%%	|ドラゴン|BGCOLOR(#a6f1f1):水|&color(#b00){''4860''};|&color(#b00){1};|53700|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):フラワーテイル（4860ダメージ＆ランダム1色→回復ドロップ）|
|~|&mons1173; %%%[[プチリウム>モンスター図鑑/1173]]%%%	|ドラゴン|BGCOLOR(#bbf1a6):木|&color(#b00){''4860''};|&color(#b00){1};|53700|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):フラワーテイル（4860ダメージ＆ランダム1色→回復ドロップ）|
|~|&mons1174; %%%[[プチアンサス>モンスター図鑑/1174]]%%%	|ドラゴン|BGCOLOR(#f1f1a6):光|&color(#b00){''4860''};|&color(#b00){1};|53700|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):フラワーテイル（4860ダメージ＆ランダム1色→回復ドロップ）|
|~|&mons1175; %%%[[プチラン>モンスター図鑑/1175]]%%%	|ドラゴン|BGCOLOR(#bba6f1):闇|&color(#b00){''4860''};|&color(#b00){1};|53700|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):フラワーテイル（4860ダメージ＆ランダム1色→回復ドロップ）|
|2|&mons2313; %%%[[魔爪の怪猫・キャスパリーグ>モンスター図鑑/2313]]%%%	|悪魔|BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|387139|180||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ニャンでも壊す！（4860）&br;生得の災禍（3402ダメージ＆ドロップが見えなくなる）1度きり&br;ダークサイドクロー（7290ダメージ＆横2行目→闇ドロップ）|
|~|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか2体が出現|
|~|&mons475; %%%[[火炎獄・パイロデーモン>モンスター図鑑/0475]]%%%	|攻撃/悪魔|BGCOLOR(#f1bba6):火|&color(#b00){''6792''};|&color(#b00){1};|533611|800||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ウォーターバインド&br;イビルスラッシュ（計12228の連続攻撃）==HP35％以下で使用==|
|~|&mons476; %%%[[氷結獄・フロストデーモン>モンスター図鑑/0476]]%%%	|攻撃/悪魔|BGCOLOR(#a6f1f1):水|&color(#b00){''6694''};|&color(#b00){1};|560139|800||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):リーフバインド&br;イビルスラッシュ（計12048の連続攻撃）==HP35％以下で使用==|
|~|&mons477; %%%[[樹海獄・タウロスデーモン>モンスター図鑑/0477]]%%%	|攻撃/悪魔|BGCOLOR(#bbf1a6):木|&color(#b00){''6583''};|&color(#b00){1};|556667|800||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ファイアバインド&br;イビルスラッシュ（計11850の連続攻撃）==HP35％以下で使用==|
|~|&mons478; %%%[[光天獄・ハーピィデーモン>モンスター図鑑/0478]]%%%	|攻撃/悪魔|BGCOLOR(#f1f1a6):光|&color(#b00){''6903''};|&color(#b00){1};|570556|800||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ダークバインド&br;イビルスラッシュ（計12426の連続攻撃）==HP35％以下で使用==|
|~|&mons479; %%%[[闇地獄・ブラッドデーモン>モンスター図鑑/0479]]%%%	|攻撃/悪魔|BGCOLOR(#bba6f1):闇|&color(#b00){''7000''};|&color(#b00){1};|574028|800||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):フラッシュバインド&br;イビルスラッシュ（計12600の連続攻撃）==HP35％以下で使用==|
|3|&mons1170; %%%[[紫の華龍・オーキッド>モンスター図鑑/1170]]%%%	|ドラゴン|BGCOLOR(#bba6f1):闇木|&color(#b00){''-''};|&color(#b00){1};|2091491|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===豊穣の守り（999ターン状態異常無効）&br;ポイズンフォッグ（2584ダメージ＆ドロップ6個→毒ドロップ）&br;キュアリングブレス（6202ダメージ＆毒ドロップ→回復ドロップ）&br;サーペントアイ（2体3ターンバインド、1度きり）==HP50％以下で使用==&br;ポイズンマーキング（ドロップ3個→毒ドロップ、1度きり）==HP30％以下で使用==&br;パープルオービット（連続攻撃7752）==HP30％以下で使用==|
|4|&mons1064; %%%[[デビルフィッシュ>モンスター図鑑/1064]]%%%x2	|攻撃|BGCOLOR(#bba6f1):闇水|&color(#b00){''4348''};|&color(#b00){2};|168021|420||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|~|&mons790; %%%[[魔眼の怪鳥・コカトリス>モンスター図鑑/0790]]%%%	|回復|BGCOLOR(#a6f1f1):水|&color(#b00){''5429''};|&color(#b00){2};|204858|210||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===コンフューズアイ（ランダム2色→お邪魔ドロップ）&br;スネークヴァイト（計7058の連続攻撃）&br;魔眼の瞳（2体4ターンバインド）==HP30％以下で使用、一度きり==|
|5|&mons1099; %%%[[紅蓮華の女傑・エキドナ>モンスター図鑑/1099]]%%%		|回復|BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|708009|174||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===威嚇（全員のスキル3ターン遅延）&br;※上から順に使用&br;#group#紅の舞（残りHP30％ダメージ）&br;追い打ち（1204）#group#&br;#group#紅蓮の舞（残りHP60％ダメージ）&br;追い打ち（1204）#group#&br;#group#紅蓮華の舞（残りHP90％ダメージ）&br;追い打ち（1204）#group#&br;|
|6|&mons2639; %%%[[神脅の毒蛇・ヨルムンガンド>モンスター図鑑/2639]]%%%		|ドラゴン/悪魔|BGCOLOR(#bbf1a6):木水|&color(#b00){''-''};|&color(#b00){1};|2682122|342||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=光属性のダメージ50％減&br;#group#===先制===蛇鱗（5ターン状態異常無効）&br;カオスレイン（5ターンお邪魔と毒ドロップの出現率8％増加）#group#&br;世界蛇の蜷局（全ドロップ→お邪魔・猛毒ドロップ）==5ターンごとに使用==&br;ヘルバイト（7976）&br;蛇睨み（7251ダメージ＆ドロップ3個をロック）&br;ソーンテイル（計10152の連続攻撃）==HP50％以下で使用==&br;サーペントヘイト（9426ダメージ＆ドロップ2個→お邪魔、ドロップ2個→猛毒）==HP50％以下で使用==&br;絞め付け（残りHP99％ダメージ）==HP50％以下で使用、1度きり==&br;丸呑み（4351ダメージ＆ドロップが見えなくなる）==HP50％以下で使用、1度きり==&br;蛇痺牙（8701ダメージ＆1体3ターンバインド）==HP40％以下で使用、1度きり==&br;オーバーフェルミングフォース（計36255の連続攻撃）==HP15％以下で使用==&br;|

//|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):#group#===先制===行動1（プレイヤーのHP全回復）&br;行動2（999ターン状態異常無効）#group#&br;&color(#999){特殊行動（ドロップ3個→回復ドロップ）};==チームに（*1）がいると使用、1度きり==&br;スキル1（9263ダメージ＆ドロップ3個→木ドロップ）&br;スキル2（計12350の連続攻撃）&br;スキル3（2ターンスキル使用不可）==HP70％以下で使用==&br;スキル4（5ターンドロップ操作時間2秒短縮）==HP70％以下で使用、1度きり==&br;スキル5（計30876の連続攻撃）==HP20％以下で使用==|

//=1=常時=1=木と光属性のダメージ50％減&br;
//===先制===ゲヒャハー！（全員のスキル1～4ターン遅延）&br;
//#group#===先制===行動1（プレイヤーのHP全回復）&br;
//行動2（999ターン状態異常無効）#group#&br;
//特殊行動（ドロップ3個→回復ドロップ）==チームに（*1）がいると使用、1度きり==&br;
//スキル1（9263ダメージ＆ドロップ3個→木ドロップ）&br;
//スキル2（計12350の連続攻撃）&br;
//スキル3（2ターンスキル使用不可）==HP70％以下で使用==&br;
//スキル4（5ターンドロップ操作時間2秒短縮）==HP50％以下で使用、1度きり==&br;
//スキル5（計30876の連続攻撃）==HP20％以下で使用==

- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||
//|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
//&br;

//*** 特殊行動の条件 [#xe8ecae4]

//- （*1）&mons1947; &mons1949; のいずれか
//- （*2）&mons1951; &mons1953; &mons2069; &mons2206; &mons2263; のいずれか

** チーム編成例 [#k1bb9830]

//- 

*** 超地獄級 [#vf132631]

|~Ver|~チーム編成（左右がリーダー）|~HP|~石|~備考|
|||RIGHT:|RIGHT:||c

//| |&mons000; &mons000; &mons000; &mons000; &mons000; &mons000;| | | |

#include(Parts/チーム編成例の注意,notitle)

* コメント [#x33afcb3]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
