* ラス降臨！ [#lb428afc]

|~名称			|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|鋼星医 絶地獄級		|50|7|97333|35027|&color(#080){''&calc(35027/50,1);''};|
|鋼星医 超地獄級		|50|7|67619|26466|&color(#080){''&calc(26466/50,1);''};|

- 2016年11月30日配信 [[公式:http://pad.gungho.jp/member/advent/161122_ras.html]]

//&color(#b00){''TIPS''}; [[精霊の宝玉イベント>スペシャルダンジョン/精霊の宝玉イベント]]

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|~|&mons2881; %%%[[アイジール>モンスター図鑑/2881]]%%%		|ドラゴン|BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){3};|25|1300000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===幼龍の泣き声（2体1ターンバインド）&br;ベビアイス（19500ダメージ＆ドロップ3個→水ドロップ）|
|~|&mons102; %%%[[岩の魔剣士>モンスター図鑑/0102]]%%%	|バランス|BGCOLOR(#bbf1a6):木|&color(#b00){''20872''};|&color(#b00){3};|240361|2700||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ドロップ変化・木（火→木ドロップ）==火ドロップがない場合はグランドグラッジを使用==&br;グランドグラッジ（木属性2～4ターンバインド）==1度きり==&br;|
|3|&mons1095; %%%[[水天双極星・リヴァイアサン>モンスター図鑑/1095]]%%%	|ドラゴン/体力|BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};|3562298|546||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===海蛇龍の大渦（10ターンスキル使用不可）&br;しめつける（1回目3731・2回目7463・3回目14925・4回目29850）&br;かみ砕く（149250）&br;呑み込む（149250）|
|4|&mons1274; %%%[[碧の機神将・ヴィズアースガル>モンスター図鑑/1274]]%%%	|体力/マシン|BGCOLOR(#bbf1a6):木光|&color(#b00){''17700''};|&color(#b00){1};|4804950|30000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===防衛システム起動（999ターン状態異常無効）&br;※上から順に使用&br;敵ノ妨害ヲ始メル（何もしない）&br;レッドレイン（5ターンお邪魔ドロップ出現率20％増加）&br;ジャミングロック（お邪魔ドロップをロック）==お邪魔ドロップがない場合は通常攻撃==&br;ブースト展開（何もしない）&br;ダブルハンマーサイクロン（計70800の連続攻撃）|
|5|&mons782; %%%[[神秘の巨石龍・バールベック>モンスター図鑑/0782]]%%%		|ドラゴン|BGCOLOR(#f1bba6):火|&color(#b00){''21857''};|&color(#b00){2};|3365189|1230||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===トリリトンの重圧（残りHP99％ダメージ）==3ターンに1度再使用==&br;メテオスウォーム（計21855～30597の連続攻撃）==HP30％以下で使用==|
|6|&mons363; %%%[[覚醒オーディン>モンスター図鑑/0363]]%%%		|神/バランス|BGCOLOR(#bbf1a6):木光|&color(#b00){''-''};|&color(#b00){1};|9818865|150000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):#group#===先制===守りの衣（1ターン被ダメージ80％減）==HP100％のとき再使用==&br;グングニール（18593ダメージ＆1体5ターンバインド）#group#&br;#group#ダブルスラッシュ（計24790の連続攻撃）&br;自動回復（HP10％回復）#group#&br;ディバイドブラスト（18593ダメージ＆横3行目→木ドロップ）&br;#group#スキルヴィング（7ターンドロップ操作時間1秒短縮）==HP50％以下で使用、1度きり== ==チームに（*フェンリル）がいると台詞が異なる((負けるわけには…いかないな))==&br;フニカル（残りHP99％ダメージ）#group#&br;#group#トリプルスラッシュ（計27888の連続攻撃）==HP50％以下で使用==&br;自動回復（HP10％回復）#group#&br;ディバイドポイズン（23241ダメージ＆横3行目→木・毒ドロップ）==HP50％以下で使用==&br;ヴァク・シグフェズル（計77470の連続攻撃）==HP15％以下で使用==&br;|
|7|&mons3329; %%%[[救蛇の鋼星医・ラス>モンスター図鑑/3329]]%%%		|マシン/回復|BGCOLOR(#bbf1a6):木火|&color(#b00){''-''};|&color(#b00){1};|12784583|784||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):#group#===先制===アンチボディ（999ターン状態異常無効）&br;ヒプノティズ厶（サブ1体とリーダーを1ターン入れ替え）#group#&br;#group#マルティプルウォール（1ターン6コンボ以下の攻撃吸収）&br;エレメンタルピューレ（19819ダメージ＆自身の属性を変更）#group#&br;#group#ルフレスケール（1ターン被ダメージ75％減）&br;エレメンタルピューレ（19819ダメージ＆自身の属性を変更）#group#&br;ヒプノパーシュート（サブ1体とリーダーを1ターン入れ替え）&br;ヘルプレスサジェスチョン（13213ダメージ＆1ターン覚醒スキル無効）&br;#group#モーンファルミーティア（1ターン毒ドロップの出現率30％上昇）==HP50％以下で使用、1度きり==&br;フォビドンエリア（1ターン横1,5行目が操作できなくなる）#group#&br;#group#グリッターフォース（999ターン攻撃力2倍）==HP25％以下で使用、1度きり==&br;レメディ（HP20％回復）#group#&br;スターダストコメット（計132129の連続攻撃）==HP20％以下で使用==&br;|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):鋼星医 地獄級|
|1|&mons579; [[ウィルオーウィスプ>モンスター図鑑/0579]] 	|攻撃|BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|135897|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===プチボム（ドロップ1個→爆弾ドロップ）==再使用あり==|
|~|&mons1964; %%%[[ミドリデビニャン>モンスター図鑑/1964]]%%%	|悪魔|BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|563225|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===踊っている（1ターン被ダメージ50％減）&br;※上から順に使用&br;踊っている（1ターン被ダメージ50％減）&br;踊っている（1ターン被ダメージ50％減）&br;怒っている（999ターン攻撃力2倍）&br;すごい攻撃（2倍時、計21888の連続攻撃）|
|~|&mons250; %%%[[ダブアメリット>モンスター図鑑/0250]]%%%	|進化用|BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){3};|24|5000000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===！（何もしない）&br;ピンチアップ！（999ターン攻撃力10倍）&br;闇ドロ投げ（2168）&br;|
|2|&mons098; %%%[[炎の魔剣士>モンスター図鑑/0098]]%%%	|バランス|BGCOLOR(#f1bba6):火|&color(#b00){''16920''};|&color(#b00){3};|199358|2250||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ドロップ変化・火（水→火ドロップ）==水ドロップがない場合はフレイムグラッジを使用==&br;フレイムグラッジ（火属性2～4ターンバインド）==1度きり==&br;|
|~|&mons2881; %%%[[アイジール>モンスター図鑑/2881]]%%%		|ドラゴン|BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){3};|20|1300000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===幼龍の泣き声（2体1ターンバインド）&br;ベビアイス（15000ダメージ＆ドロップ3個→水ドロップ）|
|~|&mons102; %%%[[岩の魔剣士>モンスター図鑑/0102]]%%%	|バランス|BGCOLOR(#bbf1a6):木|&color(#b00){''17312''};|&color(#b00){3};|199358|2250||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ドロップ変化・木（火→木ドロップ）==火ドロップがない場合はグランドグラッジを使用==&br;グランドグラッジ（木属性2～4ターンバインド）==1度きり==&br;|
|3|&mons1095; %%%[[水天双極星・リヴァイアサン>モンスター図鑑/1095]]%%%	|ドラゴン/体力|BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};|2433264|390||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===海蛇龍の大渦（10ターンスキル使用不可）&br;しめつける（1回目2549・2回目5097・3回目10194・4回目20388）&br;かみ砕く（101940）&br;呑み込む（101940）|
|4|&mons1274; %%%[[碧の機神将・ヴィズアースガル>モンスター図鑑/1274]]%%%	|体力/マシン|BGCOLOR(#bbf1a6):木光|&color(#b00){''13898''};|&color(#b00){1};|3772776|30000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===防衛システム起動（999ターン状態異常無効）&br;※上から順に使用&br;敵ノ妨害ヲ始メル（何もしない）&br;レッドレイン（5ターンお邪魔ドロップ出現率20％増加）&br;ジャミングロック（お邪魔ドロップをロック）==お邪魔ドロップがない場合は通常攻撃==&br;ブースト展開（何もしない）&br;ダブルハンマーサイクロン（計55592の連続攻撃）|
|5|&mons782; %%%[[神秘の巨石龍・バールベック>モンスター図鑑/0782]]%%%		|ドラゴン|BGCOLOR(#f1bba6):火|&color(#b00){''21857''};|&color(#b00){2};|2649716|984||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===トリリトンの重圧（残りHP99％ダメージ）==3ターンに1度再使用==&br;メテオスウォーム（計17275～24185の連続攻撃）==HP30％以下で使用==|
|6|&mons363; %%%[[覚醒オーディン>モンスター図鑑/0363]]%%%		|神/バランス|BGCOLOR(#bbf1a6):木光|&color(#b00){''-''};|&color(#b00){1};|6706875|116667||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):#group#===先制===守りの衣（1ターン被ダメージ80％減）==HP100％のとき再使用==&br;グングニール（12700ダメージ＆1体5ターンバインド）#group#&br;#group#ダブルスラッシュ（計16932の連続攻撃）&br;自動回復（HP10％回復）#group#&br;ディバイドブラスト（12700ダメージ＆横3行目→木ドロップ）&br;#group#スキルヴィング（7ターンドロップ操作時間1秒短縮）==HP50％以下で使用、1度きり== ==チームに（*フェンリル）がいると台詞が異なる((負けるわけには…いかないな))==&br;フニカル（残りHP99％ダメージ）#group#&br;#group#トリプルスラッシュ（計19050の連続攻撃）==HP50％以下で使用==&br;自動回復（HP10％回復）#group#&br;ディバイドポイズン（15875ダメージ＆横3行目→木・毒ドロップ）==HP50％以下で使用==&br;ヴァク・シグフェズル（計52915の連続攻撃）==HP15％以下で使用==&br;|
|7|&mons3329; %%%[[救蛇の鋼星医・ラス>モンスター図鑑/3329]]%%%		|マシン/回復|BGCOLOR(#bbf1a6):木火|&color(#b00){''-''};|&color(#b00){1};|8732639|560||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):#group#===先制===アンチボディ（999ターン状態異常無効）&br;ヒプノティズ厶（サブ1体とリーダーを1ターン入れ替え）#group#&br;#group#マルティプルウォール（1ターン6コンボ以下の攻撃吸収）&br;エレメンタルピューレ（13538ダメージ＆自身の属性を変更）#group#&br;#group#ルフレスケール（1ターン被ダメージ75％減）&br;エレメンタルピューレ（13538ダメージ＆自身の属性を変更）#group#&br;ヒプノパーシュート（サブ1体とリーダーを1ターン入れ替え）&br;ヘルプレスサジェスチョン（9028ダメージ＆1ターン覚醒スキル無効）&br;#group#モーンファルミーティア（1ターン毒ドロップの出現率30％上昇）==HP50％以下で使用、1度きり==&br;フォビドンエリア（1ターン横1,5行目が操作できなくなる）#group#&br;#group#グリッターフォース（999ターン攻撃力2倍）==HP25％以下で使用、1度きり==&br;レメディ（HP20％回復）#group#&br;スターダストコメット（計90252の連続攻撃）==HP20％以下で使用==&br;|


- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||
//|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
//&br;

//*** 特殊行動の条件 [#xe8ecae4]

//- （*1）&mons1947; &mons1949; のいずれか
//- （*2）&mons1951; &mons1953; &mons2069; &mons2206; &mons2263; のいずれか

** チーム編成例 [#k1bb9830]

//- 

*** 超地獄級 [#vf132631]

|~Ver|~チーム編成（左右がリーダー）|~HP|~石|~備考|
|||RIGHT:|RIGHT:||c

//| |&mons000; &mons000; &mons000; &mons000; &mons000; &mons000;| | | |

#include(Parts/チーム編成例の注意,notitle)

* コメント [#x33afcb3]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
