* &font2(60%){うら・たろすならくけつ};裏・タロス奈落穴【同キャラ禁止】 [#l697db14]

|~名称		|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|闇黒の魔王|25|10|50000|22000|&color(#080){''&calc(22000/25,1);''};|
|大穴の殲滅者	|25|7|30000|13000|&color(#080){''&calc(13000/25,1);''};|
|堕ちた龍騎士	|25|7|30000|13000|&color(#080){''&calc(13000/25,1);''};|
|死の片鱗	|25|7|30000|13000|&color(#080){''&calc(13000/25,1);''};|
|奈落の月	|25|7|30000|14000|&color(#080){''&calc(14000/25,1);''};|

- テクニカルダンジョン「[[タロス奈落穴>テクニカルダンジョン/タロス奈落穴]]」のモンスターが大幅に強化されている。
- &mons1551; %%%[[ヤミピィ>モンスター図鑑/1551]]%%%が極稀に出現
- 2015/12/21 [[コインダンジョン]]から[[協力プレイダンジョン]]向けにリニューアル。スタミナ消費が25に統一。同キャラ禁止。
-- 死と闇と絶望→闇黒の魔王で登場モンスター変更。

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):フラッシュバインド|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):奈落の月|
|7|&mons020; %%%[[月光龍デスピナス>モンスター図鑑/0020]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''47883''};|&color(#b00){2};|1584542|1350||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):月光連斬（計71826の連続攻撃）==HP40％以下で使用==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):死の片鱗|
|7|&mons360; %%%[[タナトス>モンスター図鑑/0360]]%%%x2		||BGCOLOR(#bba6f1):闇|&color(#b00){''28220''};|&color(#b00){2};|1318317|1260||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):スキルガード（10ターン状態異常無効）&br;連続攻撃（39508）|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):堕ちた龍騎士|
|7|&mons233; %%%[[カオスドラゴンナイト>モンスター図鑑/0233]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''48693''};|&color(#b00){2};|2427404|28500||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):攻撃態勢（5ターン攻撃力1.25倍）==HP50％以下で使用==&br;龍魂封印（ドラゴンタイプ5ターンバインド）==HP25％以下で使用、1度きり==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):大穴の殲滅者|
|7|&mons320; %%%[[ダークゴーレムMk-III>モンスター図鑑/0320]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){3};|3725593|216||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ディレイアイ（全員のスキル2ターン遅延）&br;ダークフォース（48493ダメージ＆ドロップ5個→お邪魔ドロップ）|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):死と闇と絶望|
|9|&mons360; %%%[[タナトス>モンスター図鑑/0360]]%%%x2		||BGCOLOR(#bba6f1):闇|&color(#b00){''28220''};|&color(#b00){2};|1318317|1260||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):スキルガード（10ターン状態異常無効）&br;連続攻撃（39508）|
|10|&mons894; %%%[[闇黒魔王・ヴァンパイアデューク>モンスター図鑑/0894]]%%%	|バランス/悪魔|BGCOLOR(#bba6f1):闇|&color(#b00){''32601''};|&color(#b00){2};|5819577|656||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ブラックスラッシュ（20808ダメージ＆横3行目→闇ドロップ）&br;シャドウクロー（22408ダメージ＆ドロップが見えなくなる）&br;闇の魔装（2ターン光属性吸収）==HP70％以下で使用、1度きり==&br;吸血の魔剣（25610ダメージ＆HP30％回復）==HP30％以下で使用、1度きり==&br;ダークサイド（計1の連続攻撃）==HP20％以下で使用==|


- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||	||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||

* コメント [#ef2f9994]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
