* アーミル降臨！ [#v076db29]

|~名称		|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|遊楽魔 超地獄級		|50|8|64568|15604|&color(#080){''&calc(15604/50,1);''};|
|遊楽魔 地獄級		|50|8|56848|10626|&color(#080){''&calc(10626/50,1);''};|

//2015年04月17日配信

&color(#b00){''TIPS''}; [[精霊の宝玉イベント>スペシャルダンジョン/精霊の宝玉イベント]]
&color(#b00){''TIPS''}; [[天使と死神イベント>スペシャルダンジョン/天使と死神イベント]]

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|~|&mons199; %%%[[ブラッドデビル>モンスター図鑑/0199]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''3690''};|&color(#b00){1};|19800|1400||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):怒り（3ターン攻撃力1.3倍）|
|2|&mons1527; %%%[[水の上忍>モンスター図鑑/1527]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''3529''};|&color(#b00){1};|378401|480||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===忍法・霧隠れ（5ターン闇属性吸収）&br;お色気の術（1765ダメージ＆サブ3体1～2ターンバインド）==HP75％以下で使用==|
|~|&mons1528; %%%[[木の上忍>モンスター図鑑/1528]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''3119''};|&color(#b00){1};|192290|24000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===木遁・木枯し（1560ダメージ＆ドロップが見えなくなる）&br;猿飛流抜刀術（計3744の連続攻撃）==HP50％以下で使用==|
|3|&mons333; %%%[[黒樹星・ファフニール>モンスター図鑑/0333]]%%%	||BGCOLOR(#bbf1a6):木闇|&color(#b00){''-''};|&color(#b00){1};|801387|208||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===…グルルル（何もしない）==先制、2回使用==&br;グガァ！（999ターン攻撃力3倍）&br;寝返りをうった（3倍時、計74046の連続攻撃）|
|4|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか2体が出現|
|~|&mons475; %%%[[火炎獄・パイロデーモン>モンスター図鑑/0475]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''8367''};|&color(#b00){1};|694369|960||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ウォーターバインド&br;イビルスラッシュ（計15060の連続攻撃）==HP35％以下で使用==|
|~|&mons476; %%%[[氷結獄・フロストデーモン>モンスター図鑑/0476]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''8248''};|&color(#b00){1};|690091|960||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):リーフバインド&br;イビルスラッシュ（計14844の連続攻撃）==HP35％以下で使用==|
|~|&mons477; %%%[[樹海獄・タウロスデーモン>モンスター図鑑/0477]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''8111''};|&color(#b00){1};|685813|960||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ファイアバインド&br;イビルスラッシュ（計14598の連続攻撃）==HP35％以下で使用==|
|~|&mons478; %%%[[光天獄・ハーピィデーモン>モンスター図鑑/0478]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''8504''};|&color(#b00){1};|702924|960||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ダークバインド&br;イビルスラッシュ（計15306の連続攻撃）==HP35％以下で使用==|
|~|&mons479; %%%[[闇地獄・ブラッドデーモン>モンスター図鑑/0479]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''8624''};|&color(#b00){1};|707202|960||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):フラッシュバインド&br;イビルスラッシュ（計15522の連続攻撃）==HP35％以下で使用==|
|5|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons1772; %%%[[炎の丼魔・カルドン>モンスター図鑑/1772]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|1331758|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ミートスマッシュ（6194ダメージ＆火ドロップ→お邪魔ドロップ）&br;テイスティンガー！（12388）==HP50％以下で使用==&br;もぐもぐタイム（HP50％回復）==HP50％以下で使用==|
|~|&mons1774; %%%[[海の丼魔・ツナドン>モンスター図鑑/1774]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};|1297536|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):マグロスマッシュ（6057ダメージ＆水ドロップ→お邪魔ドロップ）&br;テイスティンガー！（12114）==HP50％以下で使用==&br;もぐもぐタイム（HP50％回復）==HP50％以下で使用==|
|~|&mons1776; %%%[[地の丼魔・ソイドン>モンスター図鑑/1776]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|1306091|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ねばねばすまっしゅ（4582ダメージ＆1体1～2ターンバインド）&br;テイスティンガー！（12218）==HP50％以下で使用==&br;もぐもぐタイム（HP50％回復）==HP50％以下で使用==|
|~|&mons1778; %%%[[金の丼魔・トリドン>モンスター図鑑/1778]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|1314647|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):チキンスマッシュ（6092ダメージ＆光ドロップ→お邪魔ドロップ）&br;テイスティンガー！（12184）==HP50％以下で使用==&br;もぐもぐタイム（HP50％回復）==HP50％以下で使用==|
|~|&mons1780; %%%[[紫の丼魔・スキドン>モンスター図鑑/1780]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|1323202|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ヤミートスマッシュ（6143ダメージ＆闇ドロップ→お邪魔ドロップ）&br;テイスティンガー！（12286）==HP50％以下で使用==&br;もぐもぐタイム（HP50％回復）==HP50％以下で使用==|
|6|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか2体が出現|
|~|&mons206; %%%[[マーズライトカーバンクル>モンスター図鑑/0206]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''14040''};|&color(#b00){2};|451800|1200||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):キュアー（HP50％回復）==HP30％以下で使用、1度きり==|
|~|&mons207; %%%[[マーキュライトカーバンクル>モンスター図鑑/0207]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''14490''};|&color(#b00){2};|481800|1200||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):キュアー（HP50％回復）==HP30％以下で使用、1度きり==|
|~|&mons208; %%%[[アースライトカーバンクル>モンスター図鑑/0208]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''14940''};|&color(#b00){2};|511800|1200||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):キュアー（HP50％回復）==HP30％以下で使用、1度きり==|
|~|&mons209; %%%[[サンライトカーバンクル>モンスター図鑑/0209]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''15390''};|&color(#b00){2};|541800|1200||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):キュアー（HP50％回復）==HP30％以下で使用、1度きり==|
|~|&mons210; %%%[[ムーンライトカーバンクル>モンスター図鑑/0210]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''16290''};|&color(#b00){2};|601800|1200||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):キュアー（HP50％回復）==HP30％以下で使用、1度きり==|
|7|&mons1750; %%%[[紅輪の魔導姫・テウルギア>モンスター図鑑/1750]]%%%	||BGCOLOR(#f1bba6):火水|&color(#b00){''3395''};|&color(#b00){1};|1222038|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=光と闇属性のダメージ50％減&br;===先制===ソロモンの小さな鍵（999ターン状態異常無効）&br;グリモワール・オブ・フレイム（1698ダメージ＆回復ドロップ→火ドロップ）&br;ヴォルニックスモーク（2546ダメージ＆ドロップが見えなくなる）==HP75％以下で使用==&br;フレイムエヴォケーション（火ドロップの出現率25％上昇）==HP50％以下で使用==&br;バーニングブリザード（6790ダメージ＆ランダム1色→火または水ドロップ）==HP30％以下で使用==|
|8|&mons2069; %%%[[黒獣魔の子分・アーミル>モンスター図鑑/2069]]%%%	||BGCOLOR(#bba6f1):闇木|&color(#b00){''-''};|&color(#b00){1};|2048934|276||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):#group#===先制===やあ、いらっしゃい（プレイヤーのHP全回復）==下記と同時に使用==&br;アー様になんの用なの？（2ターン50万以上のダメージ吸収）&br;どなたですの？（2ターン状態異常無効）#group#&br;#group#君も僕のところにおいでよ（5796ダメージ＆縦1列目→木ドロップ、縦6列目→闇ドロップ）==下記と同時に使用==&br;こんなやつほっとこうよっ！（1体2ターンバインド）&br;目障りですわ（計772の連続攻撃）#group#&br;#group#これはどうかな？（計7728の連続攻撃）==下記と同時に使用==&br;アー様かっこいいっ！（HP10％回復）&br;お手伝い致しますわ（ドロップ1個→毒ドロップ）#group#&br;#group#僕の顔に傷が…（2ターン攻撃力2倍）==HP50％以下で下記と同時に使用、1度きり==&br;なにするのよっ！（ドロップ6個→毒ドロップ）&br;大変ですわ！アーミル様のお顔が！（2ターンスキル使用不可）#group#&br;#group#やっぱり僕はこの子たちがいいや（計5410の連続攻撃）==HP50％以下で下記と同時に使用==&br;えへへっ♪（HP1％回復）&br;見ないでくださる？（ドロップが見えなくなる）#group#&br;#group#しつこい子は嫌われるよ？（計15456の連続攻撃）==HP20％以下で下記と同時に使用==&br;しっしっ！（計1546の連続攻撃）&br;あなたはお帰りになって（計1352の連続攻撃）#group#|

- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||	||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||

** チーム編成例 [#k67af81a]

- 火力低めの編成だと3～5Fが辛い
- 8FアーミルはHP50％以下になると、暗闇攻撃を毎ターン使用するので注意。
-- ダメージ吸収が切れ次第エンハで倒す。
-- HP30～50％で威嚇を使う。
-- 暗闇耐性をある程度持っていく。

*** 超地獄級 [#i04ca0d6]

- 7Fテウルギアの強さは[[グリモワール降臨！>スペシャルダンジョン/グリモワール降臨！]]の地獄級と同じなので、あまり脅威ではない。

|~Ver|~チーム編成（左右がリーダー）|~HP|~石|~備考|
|||RIGHT:|RIGHT:||c
|v7.7|&mons1736; &mons1269; &mons893; &mons1291; &mons1423; &mons1736;| |0|LFパンドラ。+600ぐらい|
|v7.7|&mons1672; &mons1672; &mons1743; &mons1373; &mons1373; &mons1672;| |0|LFヴェルダンディ。+297はLF入れて4体|
|v7.7|&mons1645; &mons1269; &mons893; &mons1534; &mons688; &mons1371;| |0|LFソニブブ。&br;8Fダメージ吸収が切れ次第スキル解放。|
|v7.7|&mons1217; &mons1727; &mons1744; &mons1741; &mons1099; &mons1217;| |0|LF白メタ。&br;5F変換6F威嚇7F殴り合い8F40％くらいまで削って孫権から変換でした。|
|v7.7|&mons1533; &mons1645; &mons1536; &mons1099; &mons1511; &mons1533;| |0|プラスはエキドナとフレの297のみ。&br;ツナドンが出てきたらスキル解放で1パン。それ以外は特に注意点なし。|
|v7.7|&mons1089; &mons513; &mons1265; &mons986; &mons758; &mons1674;| |0|プラスはフレンドのみ297。|
|v7.7|&mons2006; &mons1726; &mons1533; &mons1732; &mons984; &mons2006;| |0|周回してきました。プラスはカグツチ297のみ、総HP28000程度です。&br;2F闇吸収対策でカグツチは左端、7F花火、8F2ターン待って花火で、&br;ボスはカグタケバインドされててもワンパンでした。&br;HP調整は2F（必須）と5F（任意）で、40周ほどしましたが&br;5F落ちコンからのテイスティンガーくらう事故が数件ありました。&br;5FのHP調整が不要なPTを組めればもう少し安定できそうです。|

//| |&mons000; &mons000; &mons000; &mons000; &mons000; &mons000;| | | |

#include(Parts/チーム編成例の注意,notitle)

* コメント [#a69d26f9]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
