* ミル降臨！【特殊】 [#lb428afc]

|~名称			|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|時界龍 超絶地獄級		|50|8|117036|45111|&color(#080){''&calc(45111/50,1);''};|
|時界龍 絶地獄級		|50|7|84210|33658|&color(#080){''&calc(33658/50,1);''};|

//2016年05月29日配信

//&color(#b00){''TIPS''}; [[精霊の宝玉イベント>スペシャルダンジョン/精霊の宝玉イベント]]

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|3|&mons2644; %%%[[乙女の鉄星龍・バルゴ>モンスター図鑑/2644]]%%%		|マシン/ドラゴン|BGCOLOR(#bbf1a6):木|&color(#b00){''12464''};|&color(#b00){1};|4283115|600||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===アイドルデブリ（ドロップ6個→お邪魔ドロップ）&br;アドラブルアイ（2体1ターンバインド）&br;ラバブルアイ（全員のスキル1ターン遅延）&br;オプティカルイレイザ（計13710の連続攻撃）&br;風姫の祈願（ドロップ10個→お邪魔ドロップ）==HP50％以下で使用、1度きり==&br;バルゴクレスト・レイ（計37390の連続攻撃）==HP10％以下で使用==&br;|
|~|&mons2580; %%%[[海の古代龍・シーラカンス>モンスター図鑑/2580]]%%%		|ドラゴン/マシン|BGCOLOR(#bba6f1):闇|&color(#b00){''15270''};|&color(#b00){1};|4009551|600||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=HP75％以上で、HPが0になる攻撃を受けてもHPが1残る&br;===先制===ダークプレッシャー（残りHP50％ダメージ）&br;ねじまきフルスロットル（999ターン攻撃力2倍）==自分だけになると使用==&br;深海からの襲撃（22905ダメージ＆ドロップが見えなくなる）==HP50％以下で使用、1度きり==&br;ロンジュビティアタック（13743ダメージ＆HP10％回復）==HP75％以下で使用==&br;シングルシャドウ（15270ダメージ＆ドロップ1個→闇ドロップ）&br;生きた化石の秘策（1ターン光属性吸収）&br;スクリューヘッドバット（計45810の連続攻撃）==HP10％以下で使用==&br;ロンジュビティインヴェーション（24432ダメージ＆HP10％回復）==HP1％以下で使用==|
|4|&mons1752; %%%[[蒼刻の魔導姫・アルス＝パウリナ>モンスター図鑑/1752]]%%%	|体力/悪魔|BGCOLOR(#a6f1f1):水木|&color(#b00){''16348''};|&color(#b00){1};|6017243|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=光と闇属性のダメージ50％減&br;===先制===ソロモンの小さな鍵（999ターン状態異常無効）&br;グリモワール・オブ・アクア（8174ダメージ＆回復ドロップ→水ドロップ）&br;ポイズンレイン（4087ダメージ＆ドロップ5個→毒ドロップ）==HP75％以下で使用==&br;アクアエヴォケーション（水ドロップの出現率25％上昇）==HP50％以下で使用==&br;タイダルハリケーン（32696ダメージ＆ランダム1色→水または木ドロップ）==HP30％以下で使用==|
|5|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか3体が出現|
|~|&mons2299; %%%[[ホノぷれドラ>モンスター図鑑/2299]]%%%	|売却用|BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|50|10000000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):レッドブリリアント（24000ダメージ＆ドロップ5個→火ドロップ）|
|~|&mons2300; %%%[[ミズぷれドラ>モンスター図鑑/2300]]%%%	|売却用|BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};|50|10000000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ブルーブリリアント（24000ダメージ＆ドロップ5個→水ドロップ）|
|~|&mons2301; %%%[[モクぷれドラ>モンスター図鑑/2301]]%%%	|売却用|BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|50|10000000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):グリーンブリリアント（24000ダメージ＆ドロップ5個→木ドロップ）|
|~|&mons2302; %%%[[ヒカぷれドラ>モンスター図鑑/2302]]%%%	|売却用|BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|50|10000000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):イエローブリリアント（24000ダメージ＆ドロップ5個→光ドロップ）|
|~|&mons2303; %%%[[ヤミぷれドラ>モンスター図鑑/2303]]%%%	|売却用|BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){1};|50|10000000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):パープルブリリアント（24000ダメージ＆ドロップ5個→闇ドロップ）|
|6|&mons1624; %%%[[放浪の魔法使い・ウィジャス>モンスター図鑑/1624]]%%%		|ドラゴン|BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|6123485|238||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):#group#===先制===どれ、相手をしてやろう（999ターン状態異常無効）&br;時空結界（3ターン被ダメージ75％減）#group#&br;封時の錠（5ターン全ドロップの30％がロック状態で落ちてくる）==HP50％以下で使用、1度きり==&br;#group#タイムイリュージョン（5ターンドロップ操作時間1秒短縮）==1度きり==&br;終止の導き（14823ダメージ＆ドロップ3個→毒ドロップ）#group#&br;終止の導き（14823ダメージ＆ドロップ3個→毒ドロップ）&br;タイムピュリフィケイション（26681ダメージ＆毒→お邪魔ドロップ）==2回に1度、毒ドロップがあると使用==&br;ブレイクタイム（20752ダメージ＆横5行目→回復ドロップ）==2回に1度、毒ドロップがないと使用==&br;時空滅（計59292の連続攻撃）==HP10％以下で使用==&br;|
|7|&mons2967; %%%[[龍契士・ミル>モンスター図鑑/2967]]%%%		|ドラゴン|BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|9107300|784||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=闇属性のダメージ50％減&br;===先制===時を操る私の本当の姿を見つけなさい（5ターンドロップ操作時間2秒短縮）&br;===先制===時を操る私の本当の姿を見つけなさい（20423ダメージ＆ドロップが見えなくなる）==操作時間が短縮していると使用==&br;命折（残りHP80％ダメージ）&br;命折（残りHP99％ダメージ）==HP50％以下で使用==&br;色奪の朽刃（23827ダメージ＆ドロップ5個→お邪魔ドロップ）&br;色奪の朽刃（23827ダメージ＆ドロップ5個→お邪魔ドロップ）==HP50％以下で使用==&br;タイムスキップ（補助スキル解除）&br;タイムバインド（2体1ターンバインド）&br;タイムバインド（3体1ターンバインド）==HP50％以下で使用==&br;#group#ストレイン（1ターン5コンボ以下の攻撃吸収）==HP50％以下で使用、1度きり==&br;時檻の抜穴（パズル開始位置が固定される）#group#&br;ウォークローズ（残りHP200％ダメージ）==HP10％以下で使用==&br;|
|8|&mons2968; %%%[[無幻の時龍契士・ミル>モンスター図鑑/2968]]%%%		|ドラゴン/マシン|BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|14845672|1218||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=闇属性のダメージ50％減&br;#group#===先制===この姿が本当のわたしだと思う？（999ターン状態異常無効）&br;時空の歪み（5ターン50万以上のダメージ無効化）==チームに（*ツバキ・スミレ・カエデ）がいると台詞が異なる==#group#&br;タイムソー（計182800の連続攻撃）==HP20％以下で使用==&br;#group#ストレイン（1ターン7コンボ以下の攻撃吸収）==HP50％以下で使用、1度きり==&br;時檻の抜穴（パズル開始位置が固定される）#group#&br;※上から順に使用&br;#group#始終境界（29248ダメージ＆横3行目→回復・お邪魔ドロップ）&br;時檻の抜穴（パズル開始位置が固定される）#group#&br;針撃（計32904の連続攻撃）&br;タイムバインド（ランダム2体6ターンバインド）&br;#group#始終境界（29248ダメージ＆横3行目→回復・お邪魔ドロップ）&br;時檻の抜穴（パズル開始位置が固定される）#group#&br;針撃（計36560の連続攻撃）&br;タイムリープ（HP50％回復）&br;#group#始終境界（29248ダメージ＆横3行目→回復・お邪魔ドロップ）&br;時檻の抜穴（パズル開始位置が固定される）#group#&br;針撃（計40216の連続攻撃）&br;タイムスティール（5ターンドロップ操作時間3秒短縮）&br;タイムソー（計182800の連続攻撃）&br;|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):時界龍 絶地獄級|
|1|&mons796; %%%[[魅惑の夜魔・ダークレディ>モンスター図鑑/0796]]%%%	|悪魔|BGCOLOR(#bba6f1):闇|&color(#b00){''8853''};|&color(#b00){1};|487625|450||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ダークワールド（ドロップが見えなくなる）&br;高らかに笑っている（何もしない）==1度きり==&br;ブラッディネイル（計11508の連続攻撃）==HP70％以下で使用==&br;チャーム（5体1～2ターンバインド）==HP30％以下で使用、1度きり==|
|~|&mons1468; %%%[[ツクヨミたまドラ>モンスター図鑑/1468]]%%%	|神|BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){2};|14|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ちぇんじ・ざ（何もしない）&br;わーるどたまぁ！（計60000の連続攻撃）|
|~|&mons2725; %%%[[モクタン>モンスター図鑑/2725]]%%%		|強化用|BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|20|3488889||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ジュソウルキャリー（11167ダメージ＆ドロップ1個→木ドロップ）|
|2|&mons1594; %%%[[光の蟲龍・パルスニードル>モンスター図鑑/1594]]%%%	|ドラゴン|BGCOLOR(#f1f1a6):光|&color(#b00){''17799''};|&color(#b00){1};|3957947|5100||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===蟲龍の鋼甲殻（10ターン4コンボ以下の攻撃吸収）&br;ポイズンニードル（8900ダメージ＆ドロップ4個→毒ドロップ）&br;ハニーハニーバインド（4体1～3ターンバインド）==HP75％以下で使用==&br;ドラゴンローヤルゼリー（HP50％回復）==HP50％以下で使用==&br;ハニービースウォーム（計21360～42720の連続攻撃）==HP30％以下で使用==|
|3|&mons2644; %%%[[乙女の鉄星龍・バルゴ>モンスター図鑑/2644]]%%%		|マシン/ドラゴン|BGCOLOR(#bbf1a6):木|&color(#b00){''12464''};|&color(#b00){1};|3124568|450||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===アイドルデブリ（ドロップ6個→お邪魔ドロップ）&br;アドラブルアイ（2体1ターンバインド）&br;ラバブルアイ（全員のスキル1ターン遅延）&br;オプティカルイレイザ（計10074の連続攻撃）&br;風姫の祈願（ドロップ10個→お邪魔ドロップ）==HP50％以下で使用、1度きり==&br;バルゴクレスト・レイ（計27475の連続攻撃）==HP10％以下で使用==&br;|
|~|&mons2580; %%%[[海の古代龍・シーラカンス>モンスター図鑑/2580]]%%%		|ドラゴン/マシン|BGCOLOR(#bba6f1):闇|&color(#b00){''15270''};|&color(#b00){1};|2925425|450||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=HP75％以上で、HPが0になる攻撃を受けてもHPが1残る&br;===先制===ダークプレッシャー（残りHP50％ダメージ）&br;ねじまきフルスロットル（999ターン攻撃力2倍）==自分だけになると使用==&br;深海からの襲撃（16830ダメージ＆ドロップが見えなくなる）==HP50％以下で使用、1度きり==&br;ロンジュビティアタック（10098ダメージ＆HP10％回復）==HP75％以下で使用==&br;シングルシャドウ（11220ダメージ＆ドロップ1個→闇ドロップ）&br;生きた化石の秘策（1ターン光属性吸収）&br;スクリューヘッドバット（計3360の連続攻撃）==HP10％以下で使用==&br;ロンジュビティインヴェーション（17952ダメージ＆HP10％回復）==HP1％以下で使用==|
|4|&mons1752; %%%[[蒼刻の魔導姫・アルス＝パウリナ>モンスター図鑑/1752]]%%%	|体力/悪魔|BGCOLOR(#a6f1f1):水木|&color(#b00){''13757''};|&color(#b00){1};|5063691|0||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=光と闇属性のダメージ50％減&br;===先制===ソロモンの小さな鍵（999ターン状態異常無効）&br;グリモワール・オブ・アクア（6879ダメージ＆回復ドロップ→水ドロップ）&br;ポイズンレイン（3439ダメージ＆ドロップ5個→毒ドロップ）==HP75％以下で使用==&br;アクアエヴォケーション（水ドロップの出現率25％上昇）==HP50％以下で使用==&br;タイダルハリケーン（27514ダメージ＆ランダム1色→水または木ドロップ）==HP30％以下で使用==|
|5|&mons1624; %%%[[放浪の魔法使い・ウィジャス>モンスター図鑑/1624]]%%%		|ドラゴン|BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|5153097|204||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):#group#===先制===どれ、相手をしてやろう（999ターン状態異常無効）&br;時空結界（3ターン被ダメージ75％減）#group#&br;封時の錠（5ターン全ドロップの30％がロック状態で落ちてくる）==HP50％以下で使用、1度きり==&br;#group#タイムイリュージョン（5ターンドロップ操作時間1秒短縮）==1度きり==&br;終止の導き（12474ダメージ＆ドロップ3個→毒ドロップ）#group#&br;終止の導き（12474ダメージ＆ドロップ3個→毒ドロップ）&br;タイムピュリフィケイション（22453ダメージ＆毒→お邪魔ドロップ）==2回に1度、毒ドロップがあると使用==&br;ブレイクタイム（17464ダメージ＆横5行目→回復ドロップ）==2回に1度、毒ドロップがないと使用==&br;時空滅（計49896の連続攻撃）==HP10％以下で使用==&br;|
|6|&mons2967; %%%[[龍契士・ミル>モンスター図鑑/2967]]%%%		|ドラゴン|BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|6220833|560||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=闇属性のダメージ50％減&br;===先制===時を操る私の本当の姿を見つけなさい（5ターンドロップ操作時間2秒短縮）&br;===先制===時を操る私の本当の姿を見つけなさい（13950ダメージ＆ドロップが見えなくなる）==操作時間が短縮していると使用==&br;命折（残りHP80％ダメージ）&br;命折（残りHP99％ダメージ）==HP50％以下で使用==&br;色奪の朽刃（16275ダメージ＆ドロップ5個→お邪魔ドロップ）&br;色奪の朽刃（18600ダメージ＆ドロップ5個→お邪魔ドロップ）==HP50％以下で使用==&br;タイムスキップ（補助スキル解除）&br;タイムバインド（2体1ターンバインド）&br;タイムバインド（3体1ターンバインド）==HP50％以下で使用==&br;#group#ストレイン（1ターン5コンボ以下の攻撃吸収）==HP50％以下で使用、1度きり==&br;時檻の抜穴（パズル開始位置が固定される）#group#&br;ウォークローズ（残りHP200％ダメージ）==HP10％以下で使用==&br;|
|7|&mons2968; %%%[[無幻の時龍契士・ミル>モンスター図鑑/2968]]%%%		|ドラゴン/マシン|BGCOLOR(#f1f1a6):光|&color(#b00){''-''};|&color(#b00){1};|10140486|870||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=闇属性のダメージ50％減&br;#group#===先制===この姿が本当のわたしだと思う？（999ターン状態異常無効）&br;時空の歪み（5ターン50万以上のダメージ無効化）==チームに（*ツバキ・スミレ・カエデ）がいると台詞が異なる==#group#&br;タイムソー（計124860の連続攻撃）==HP20％以下で使用==&br;#group#ストレイン（1ターン6コンボ以下の攻撃吸収）==HP50％以下で使用、1度きり==&br;時檻の抜穴（パズル開始位置が固定される）#group#&br;※上から順に使用&br;#group#始終境界（19978ダメージ＆横3行目→回復・お邪魔ドロップ）&br;時檻の抜穴（パズル開始位置が固定される）#group#&br;針撃（計22474の連続攻撃）&br;タイムバインド（ランダム2体6ターンバインド）&br;#group#始終境界（19978ダメージ＆横3行目→回復・お邪魔ドロップ）&br;時檻の抜穴（パズル開始位置が固定される）#group#&br;針撃（計24972の連続攻撃）&br;タイムリープ（HP50％回復）&br;#group#始終境界（19978ダメージ＆横3行目→回復・お邪魔ドロップ）&br;時檻の抜穴（パズル開始位置が固定される）#group#&br;針撃（計27470の連続攻撃）&br;タイムスティール（5ターンドロップ操作時間3秒短縮）&br;タイムソー（計124860の連続攻撃）&br;|

//|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):#group#===先制===行動1（プレイヤーのHP全回復）&br;行動2（999ターン状態異常無効）#group#&br;&color(#999){特殊行動（ドロップ3個→回復ドロップ）};==チームに（*1）がいると使用、1度きり==&br;スキル1（9263ダメージ＆ドロップ3個→木ドロップ）&br;スキル2（計12350の連続攻撃）&br;スキル3（2ターンスキル使用不可）==HP70％以下で使用==&br;スキル4（5ターンドロップ操作時間2秒短縮）==HP70％以下で使用、1度きり==&br;スキル5（計30876の連続攻撃）==HP20％以下で使用==|

//=1=常時=1=木と光属性のダメージ50％減&br;
//===先制===ゲヒャハー！（全員のスキル1～4ターン遅延）&br;
//#group#===先制===行動1（プレイヤーのHP全回復）&br;
//行動2（999ターン状態異常無効）#group#&br;
//特殊行動（ドロップ3個→回復ドロップ）==チームに（*1）がいると使用、1度きり==&br;
//スキル1（9263ダメージ＆ドロップ3個→木ドロップ）&br;
//スキル2（計12350の連続攻撃）&br;
//スキル3（2ターンスキル使用不可）==HP70％以下で使用==&br;
//スキル4（5ターンドロップ操作時間2秒短縮）==HP50％以下で使用、1度きり==&br;
//スキル5（計30876の連続攻撃）==HP20％以下で使用==

- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||
//|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
//&br;

//*** 特殊行動の条件 [#xe8ecae4]

//- （*1）&mons1947; &mons1949; のいずれか
//- （*2）&mons1951; &mons1953; &mons2069; &mons2206; &mons2263; のいずれか

** チーム編成例 [#k1bb9830]

//- 

*** 超地獄級 [#vf132631]

|~Ver|~チーム編成（左右がリーダー）|~HP|~石|~備考|
|||RIGHT:|RIGHT:||c

//| |&mons000; &mons000; &mons000; &mons000; &mons000; &mons000;| | | |

#include(Parts/チーム編成例の注意,notitle)

* コメント [#x33afcb3]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
