* ミオン降臨！ [#lb428afc]

|~名称			|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|龍楽士 超地獄級	|50|7|126768|48115|&color(#080){''&calc(48115/50,1);''};|
|龍楽士 地獄級		|50|7|83240|32316|&color(#080){''&calc(32316/50,1);''};|

- 2016年09月29日配信 [[公式:http://pad.gungho.jp/member/advent/160921_live.html]]

//&color(#b00){''TIPS''}; [[精霊の宝玉イベント>スペシャルダンジョン/精霊の宝玉イベント]]

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=水と木属性のダメージ50％減&br;#group#===先制===トランスペアレントメロディ（999ターン状態異常無効）&br;堅守のオーヴァチュア（1ターン被ダメージ99％減）#group#&br;#group#さぁ、あなたのパズルを奏でて♪（1ターン5コンボ以下の攻撃吸収）==1ターン目に使用==&br;緊張の幕開け（1ターンドロップ操作時間25％短縮）#group#&br;#group#もっといい音色が出せるはずよ！（残りHP99％ダメージ）==2ターン目、HP100％で使用==&br;加護のファンタジア（5ターン50万以上のダメージ無効化）#group#&br;#group#私も負けてられないわね♪（20895ダメージ＆ランダム1体4ターンバインド）==2ターン目、HP99％以下で使用==&br;鋼鉄のアラベスク（5ターン被ダメージ50％減）#group#&br;#group#ドロップの音色が聴こえるはずよ♪（1ターン特定位置のドロップ4個が見えなくなる）&br;虹のセプテット（17910ダメージ＆全ドロップ→火・水・木・光・闇・回復・お邪魔）#group#&br;#group#心で音色を感じとって♪（1ターン特定位置のドロップ4個が見えなくなる）&br;虹のセプテット（17910ダメージ＆全ドロップ→火・水・木・光・闇・回復・お邪魔）#group#&br;氷剣のオブリガート（19403ダメージ＆ドロップ10個をロック）&br;氷華のカルテット（計23880の連続攻撃）&br;戦士達のマーチ（999ターン攻撃力1.5倍）==HP50％以下で使用、1度きり==&br;冥河へのバルカローラ（2ターン6コンボ以下の攻撃吸収）==HP30％以下で使用、1度きり==&br;次があなたの最後の演奏よ（1ターン横1行が雲で隠れる）==HP30％以下で使用、1度きり==&br;千律のレクイエム（計746250の連続攻撃）==HP30％以下で使用==&br;|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):龍楽士 地獄級|
|1|&mons091; %%%[[セイレーン>モンスター図鑑/0091]]%%%		|回復|BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};|2333222|360||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===防御態勢・水（火→回復ドロップ）&br;アフリクトノイズ（縦6列目→毒ドロップ）==2ターンに1回使用==&br;束縛の音色（6493ダメージ＆ランダム1体2ターンバインド）&br;スパークリングボイス（8116ダメージ＆ドロップ1個→水ドロップ）&br;|
|~|&mons1077; %%%[[べりドラ>モンスター図鑑/1077]]%%%		|ドラゴン|BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};|525972|240||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ブルーベリーみつけた（ドロップ3個→水ドロップ）&br;もぐもぐもぐ（4042ダメージ＆水→お邪魔ドロップ）&br;ぼくのおやつないの？（全員のスキル2～4ターン遅延）&br;ぺぺぺぺぺぺっ（残りHP75％ダメージ）==3ターン目に使用==&br;|
|~|&mons690; %%%[[突撃兵・マリンゴブリン>モンスター図鑑/0690]]%%%	|攻撃|BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};|510219|390||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===突撃（8853）&br;乱れ撃ち（計4426～17704の連続攻撃）|
|2|&mons2196; %%%[[アクアギア>モンスター図鑑/2196]]%%%	|マシン/悪魔|BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){1};|29|888889||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):スリープモード（全員のスキル1ターン遅延）==HP100％で使用==&br;起動した（999ターン攻撃力2倍）&br;アクアパルス（2倍時、15165ダメージ＆ドロップ3個→水ドロップ）|
|~|&mons3063; %%%[[悠久の緑龍喚士・ソニアたまドラ>モンスター図鑑/3063]]%%%		|ドラゴン/悪魔|BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|3622292|160||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===止めるたまぁ！（99ターン5コンボ以下の攻撃吸収）&br;ドラゴンフレア（11361ダメージ＆ドロップ3個→火ドロップ）&br;継界召龍陣・たまぁ～！（何もしない）==HP40％以下で使用、1度きり==&br;メテオフレイム（56805ダメージ＆ドロップ10個→火ドロップ）==HP40％以下で使用==&br;|
|~|&mons2197; [[ウィンドギア>モンスター図鑑/2197]]	|マシン/悪魔|BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|29|888889||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):スリープモード（全員のスキル1ターン遅延）==HP100％で使用==&br;起動した（999ターン攻撃力2倍）&br;ウィンドパルス（2倍時、15165ダメージ＆ドロップ3個→木ドロップ）|
|3|&mons759; %%%[[角砦龍・フォートトイトプス>モンスター図鑑/0759]]%%%	|ドラゴン/バランス|BGCOLOR(#bbf1a6):木水|&color(#b00){''-''};|&color(#b00){1};|4614524|55644||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ディフェンディング（999ターン状態異常無効）&br;スーパーホーン（12258）&br;グランドラッシュ（10215ダメージ＆ドロップ6個→お邪魔ドロップ）&br;アブソリュートガード（1ターン被ダメージ75％減）==HP50％以下で使用、1度きり==&br;デスクラッシュ（20430ダメージ＆10ターンスキル使用不可）==HP30％以下で使用==&br;デスクラッシュ（計61290の連続攻撃）==HP30％以下で使用==|
|4|&mons974; %%%[[紅の海賊龍・バーソロミュー>モンスター図鑑/0974]]%%%	|ドラゴン|BGCOLOR(#f1bba6):火水|&color(#b00){''14541''};|&color(#b00){1};|3106160|5520||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ダイヤモンドクロス（20ターン状態異常無効）&br;ブラック・バート（3ターン攻撃力3倍）==初回1度きり==&br;主砲発射（18176ダメージ＆ランダム1色→火ドロップ）&br;ロイヤル・フォーチュン（計23264の連続攻撃）==HP50％以下で使用==|
|5|&mons1119; %%%[[覚醒サンダルフォン>モンスター図鑑/1119]]%%%	|神/回復|BGCOLOR(#f1f1a6):光水|&color(#b00){''-''};|&color(#b00){1};|4720699|804||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===天使の賛美歌（3ターンスキル使用不可）&br;浄化の旋律（11238ダメージ＆闇ドロップ→光ドロップ）&br;ソード・オブ・マルクト（計16858の連続攻撃）&br;幽閉の鳥籠（神タイプ10ターンバインド）==HP50％以下で使用、1度きり==&br;裁きの瞑奏（計29502の連続攻撃）==HP30％以下で使用==|
|6|&mons2748; %%%[[覚醒ヘルメス>モンスター図鑑/2748]]%%%	|悪魔/攻撃|BGCOLOR(#a6f1f1):水火|&color(#b00){''-''};|&color(#b00){1};|6720174|252||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=HP75％以上で、HPが0になる攻撃を受けてもHPが1残る&br;#group#===先制===ナレッジバリア（999ターン状態異常無効）&br;魔障壁（1ターン被ダメージ50％減）#group#&br;シャドウタッチ（5690ダメージ＆1体2ターンバインド）==HP75％以上で、2ターンに1回使用==&br;ポイズンアルケミー（7879ダメージ＆ドロップ3個→毒ドロップ）==HP75％以上で使用==&br;#group#ヒーリングエレメント（4377ダメージ＆全ドロップ→火・光・闇ドロップ）==HP75％以下で使用==&br;ハインダーライン（横3行目→お邪魔ドロップ）#group#&br;ハインダーアルケミー（7879ダメージ＆ドロップ5個→お邪魔ドロップ）==HP75～50％以上で、2ターンに1回使用==&br;ヒートアンドコールド（7003ダメージ＆ドロップ2個ずつ→火・水ドロップ）==HP75％以下で使用==&br;#group#ケミカルリアクション（自身の属性を木・光・闇のいずれかに変更）==HP50～25％で使用==&br;ウィークネスレス（5ターン火・光・闇のいずれかを吸収）#group#&br;ハイポイズンアルケミー（8754ダメージ＆お邪魔→猛毒ドロップ）==HP50～25％でお邪魔ドロップがあると使用==&br;ハインダーアルケミー（7879ダメージ＆ドロップ5個→お邪魔ドロップ）==HP50～25％で、2ターンに1回使用==&br;コントラインディケーション（17508ダメージ＆全ドロップ→火・水・木・光・闇・回復・お邪魔・毒・猛毒）==HP25％以下で使用==&br;|
|7|&mons3221; %%%[[蒼響の龍楽士・ミオン>モンスター図鑑/3221]]%%%		|バランス/ドラゴン|BGCOLOR(#a6f1f1):水木|&color(#b00){''-''};|&color(#b00){1};|8656389|570||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=水と木属性のダメージ50％減&br;#group#===先制===トランスペアレントメロディ（999ターン状態異常無効）&br;堅守のオーヴァチュア（1ターン被ダメージ99％減）#group#&br;#group#さぁ、あなたのパズルを奏でて♪（1ターン5コンボ以下の攻撃吸収）==1ターン目に使用==&br;緊張の幕開け（1ターンドロップ操作時間25％短縮）#group#&br;#group#もっといい音色が出せるはずよ！（残りHP99％ダメージ）==2ターン目、HP100％で使用==&br;加護のファンタジア（5ターン50万以上のダメージ無効化）#group#&br;#group#私も負けてられないわね♪（14272ダメージ＆ランダム1体4ターンバインド）==2ターン目、HP99％以下で使用==&br;鋼鉄のアラベスク（5ターン被ダメージ50％減）#group#&br;#group#ドロップの音色が聴こえるはずよ♪（1ターン特定位置のドロップ4個が見えなくなる）&br;虹のセプテット（12233ダメージ＆全ドロップ→火・水・木・光・闇・回復・お邪魔）#group#&br;#group#心で音色を感じとって♪（1ターン特定位置のドロップ4個が見えなくなる）&br;虹のセプテット（12233ダメージ＆全ドロップ→火・水・木・光・闇・回復・お邪魔）#group#&br;氷剣のオブリガート（13252ダメージ＆ドロップ10個をロック）&br;氷華のカルテット（計16312の連続攻撃）&br;戦士達のマーチ（999ターン攻撃力1.5倍）==HP50％以下で使用、1度きり==&br;冥河へのバルカローラ（2ターン6コンボ以下の攻撃吸収）==HP30％以下で使用、1度きり==&br;次があなたの最後の演奏よ（1ターン横1行が雲で隠れる）==HP30％以下で使用、1度きり==&br;千律のレクイエム（計509700の連続攻撃）==HP30％以下で使用==&br;|


- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||
//|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
//&br;

//*** 特殊行動の条件 [#xe8ecae4]

//- （*1）&mons1947; &mons1949; のいずれか
//- （*2）&mons1951; &mons1953; &mons2069; &mons2206; &mons2263; のいずれか

** チーム編成例 [#k1bb9830]

//- 

*** 超地獄級 [#vf132631]

|~Ver|~チーム編成（左右がリーダー）|~HP|~石|~備考|
|||RIGHT:|RIGHT:||c

//| |&mons000; &mons000; &mons000; &mons000; &mons000; &mons000;| | | |

#include(Parts/チーム編成例の注意,notitle)

* コメント [#x33afcb3]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
