* 神羅万象チョコ コラボ2 [#f04aa968]

|~名称		|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|一鬼火勢 超地獄級（テクニカル）	|50|7|17000|24000|&color(#080){''&calc(24000/50,1);''};|
|一鬼火勢 地獄級（テクニカル）	|45|7|14000|19000|&color(#080){''&calc(19000/45,1);''};|
|一鬼火勢 超級（テクニカル）	|40|7|10000|13000|&color(#080){''&calc(13000/40,1);''};|
|一鬼火勢 上級（テクニカル）	|25|7|2200|1000|&color(#080){''&calc(1000/25,1);''};|
|一鬼火勢 中級（テクニカル）	|15|5|700|340|&color(#080){''&calc(340/15,1);''};|

- [[神羅万象チョコ コラボレーション第5弾:http://pad.gungho.jp/member/150304_shinra.html]]で登場
- 2015/08/03 聖姫アルマとカード2種が追加
- 2016/01/11 翠輝星の麒麟・サクヤ アナザー カードが追加

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):エナジー・シャワー（4230ダメージ＆ランダム1色→回復ドロップ）&br;フラワー・Ｅ・シャワー（5076ダメージ＆縦2,5列目→木・回復ドロップ）==HP50％以下で使用==|
|5|&mons2242; %%%[[聖姫アルマ>モンスター図鑑/2242]]%%%	||BGCOLOR(#f1bba6):火光|&color(#b00){''7710''};|&color(#b00){1};|2253150|420||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===聞こえる…風のささやき、炎の揺らめき、水のせせらぎが…（999ターン状態異常無効）&br;伝説の6枚翼（計9252の連続攻撃）&br;ホーリーライト・レクイエム（11565ダメージ＆全ドロップ→火・木・光）==HP50％以下で使用==|
|6|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons1989; %%%[[ゴン・イエイエ>モンスター図鑑/1989]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){2};|857100|280|※稀に[[神羅聖魔神アーク カード>モンスター図鑑/1997]]をドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):雪玉爆撃（計10476～15714の連続攻撃）&br;コゴ・エール（全員3ターンバインド）==HP50％以下で使用、1度きり==|
|~|&mons1993; %%%[[ヘル・ラード>モンスター図鑑/1993]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''24030''};|&color(#b00){3};|1337100|280|※稀に[[神羅聖龍神サイガ カード>モンスター図鑑/2003]]をドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ブーブー・ボンバー（残りHP99％ダメージ）&br;オイルパニック（12015ダメージ＆ランダム1色→お邪魔ドロップ）|
|7|&mons1983; %%%[[烈火の火牙刀>モンスター図鑑/1983]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|3603750|500|※稀に[[ポラリス カード>モンスター図鑑/2275]]をドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===烈火の武者（999ターン状態異常無効）&br;鬼炎斬（8790ダメージ＆横3列目→火ドロップ）&br;二天双極・鬼炎斬（3カウント後、計87900の連続攻撃）==HP80％以下で使用==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):一鬼火勢 超級|
||&mons1986; %%%[[フロギスト>モンスター図鑑/1986]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''2684''};|&color(#b00){1};|82147|112|※稀に[[神羅魂獣神サイ カード>モンスター図鑑/2001]]をドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):フレイム・ソウル（2013ダメージ＆ランダム1色→火ドロップ）|
||&mons1988; %%%[[雪獣イエイエ>モンスター図鑑/1988]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''3904''};|&color(#b00){2};|143147|112|※稀に[[神羅聖魔神アーク カード>モンスター図鑑/1997]]をドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):雪玉爆撃（計4684～7026の連続攻撃）|
||&mons1990; %%%[[ガードナー・ポーチカ>モンスター図鑑/1990]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''1464''};|&color(#b00){1};|71980|112|※稀に[[アスモディエス アナザー カード>モンスター図鑑/1994]]をドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):エナジー・シャワー（1464ダメージ＆ランダム1色→回復ドロップ）|
||&mons1992; %%%[[ラード>モンスター図鑑/1992]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''7259''};|&color(#b00){3};|519313|112|※稀に[[神羅聖龍神サイガ カード>モンスター図鑑/2003]]をドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):オイルパニック（3630ダメージ＆ランダム1色→お邪魔ドロップ）|
||&mons2004; %%%[[ウエハーマンパパ>モンスター図鑑/2004]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''1830''};|&color(#b00){1};|8133|70||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ウエハースはおいしいんじゃゾ！（何もしない）|
||&mons680; %%%[[聖龍石>モンスター図鑑/0680]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){4};|15|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):封印魔破（15600）|
||&mons1985; %%%[[水晶天子ヒカリ・一鬼>モンスター図鑑/1985]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''5348''};|&color(#b00){1};|22|500000|※稀に出現、確定ドロップ（確率で[[バランシール アナザー カード>モンスター図鑑/2274]]）|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):光輝・天照輪（4813ダメージ＆1体2～3ターンバインド）==HP80％以下で使用==|
|3|&mons1987; %%%[[ベム・ギスト>モンスター図鑑/1987]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''3965''};|&color(#b00){1};|367423|196|※稀に[[神羅魂獣神サイ カード>モンスター図鑑/2001]]をドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):フレイム・ソウル（2974ダメージ＆ランダム1色→火ドロップ）&br;渦巻きファイヤー（4758ダメージ＆横1,5列目または縦1,6列目→火ドロップ）==HP50％以下で使用==|
|~|&mons1991; %%%[[ルル・ポーチカ>モンスター図鑑/1991]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|265757|196|※稀に[[アスモディエス アナザー カード>モンスター図鑑/1994]]をドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):エナジー・シャワー（2867ダメージ＆ランダム1色→回復ドロップ）&br;フラワー・Ｅ・シャワー（3440ダメージ＆縦2,5列目→木・回復ドロップ）==HP50％以下で使用==|
|5|&mons2242; %%%[[聖姫アルマ>モンスター図鑑/2242]]%%%	||BGCOLOR(#f1bba6):火光|&color(#b00){''5226''};|&color(#b00){1};|2979165|546||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===聞こえる…風のささやき、炎の揺らめき、水のせせらぎが…（999ターン状態異常無効）&br;伝説の6枚翼（計6270の連続攻撃）&br;ホーリーライト・レクイエム（7839ダメージ＆全ドロップ→火・木・光）==HP50％以下で使用==|
|6|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons1989; %%%[[ゴン・イエイエ>モンスター図鑑/1989]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){2};|580923|196|※稀に[[神羅聖魔神アーク カード>モンスター図鑑/1997]]をドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):雪玉爆撃（計7100～10650の連続攻撃）&br;コゴ・エール（全員3ターンバインド）==HP50％以下で使用、1度きり==|
|~|&mons1993; %%%[[ヘル・ラード>モンスター図鑑/1993]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''16287''};|&color(#b00){3};|906257|196|※稀に[[神羅聖龍神サイガ カード>モンスター図鑑/2003]]をドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ブーブー・ボンバー（残りHP99％ダメージ）&br;オイルパニック（8144ダメージ＆ランダム1色→お邪魔ドロップ）|
|7|&mons1983; %%%[[烈火の火牙刀>モンスター図鑑/1983]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|2442542|350|※稀に[[ポラリス カード>モンスター図鑑/2275]]をドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===烈火の武者（999ターン状態異常無効）&br;鬼炎斬（5958ダメージ＆横3列目→火ドロップ）&br;二天双極・鬼炎斬（3カウント後、計59580の連続攻撃）==HP80％以下で使用==|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):一鬼火勢 上級|
||&mons1986; %%%[[フロギスト>モンスター図鑑/1986]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''557''};|&color(#b00){1};|82147|32|※稀に[[神羅魂獣神サイ カード>モンスター図鑑/2001]]をドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):フレイム・ソウル（2013ダメージ＆ランダム1色→火ドロップ）|
||&mons1988; %%%[[雪獣イエイエ>モンスター図鑑/1988]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''811''};|&color(#b00){2};|143147|32|※稀に[[神羅聖魔神アーク カード>モンスター図鑑/1997]]をドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):雪玉爆撃（計4684～7026の連続攻撃）|
||&mons1990; %%%[[ガードナー・ポーチカ>モンスター図鑑/1990]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''304''};|&color(#b00){1};|71980|32|※稀に[[アスモディエス アナザー カード>モンスター図鑑/1994]]をドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):エナジー・シャワー（1464ダメージ＆ランダム1色→回復ドロップ）|
||&mons1992; %%%[[ラード>モンスター図鑑/1992]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''1507''};|&color(#b00){3};|519313|32|※稀に[[神羅聖龍神サイガ カード>モンスター図鑑/2003]]をドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):オイルパニック（3630ダメージ＆ランダム1色→お邪魔ドロップ）|
||&mons2004; %%%[[ウエハーマンパパ>モンスター図鑑/2004]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''90''};|&color(#b00){1};|8133|10||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ウエハースはおいしいんじゃゾ！（何もしない）|
||&mons680; %%%[[聖龍石>モンスター図鑑/0680]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){4};|15|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):深い輝きをたたえている（何もしない）|
||&mons1985; %%%[[水晶天子ヒカリ・一鬼>モンスター図鑑/1985]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''1110''};|&color(#b00){1};|9|500000|※稀に出現、確定ドロップ（確率で[[バランシール アナザー カード>モンスター図鑑/2274]]）|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|5|&mons2241; %%%[[眠り姫アルマ>モンスター図鑑/2242]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''540''};|&color(#b00){1};|116428|60||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|7|&mons1982; %%%[[真城火牙刀>モンスター図鑑/1982]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''1050''};|&color(#b00){1};|235021|84|※稀に[[ポラリス カード>モンスター図鑑/2275]]をドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):一鬼火勢 中級|
||&mons1986; %%%[[フロギスト>モンスター図鑑/1986]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''132''};|&color(#b00){1};|4040|16|※稀に[[神羅魂獣神サイ カード>モンスター図鑑/2001]]をドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons1988; %%%[[雪獣イエイエ>モンスター図鑑/1988]]%%%	||BGCOLOR(#a6f1f1):水|&color(#b00){''192''};|&color(#b00){2};|7040|16|※稀に[[神羅聖魔神アーク カード>モンスター図鑑/1997]]をドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons1990; %%%[[ガードナー・ポーチカ>モンスター図鑑/1990]]%%%	||BGCOLOR(#bbf1a6):木|&color(#b00){''72''};|&color(#b00){1};|3540|16|※稀に[[アスモディエス アナザー カード>モンスター図鑑/1994]]をドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons1992; %%%[[ラード>モンスター図鑑/1992]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''357''};|&color(#b00){3};|25540|16|※稀に[[神羅聖龍神サイガ カード>モンスター図鑑/2003]]をドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
||&mons2004; %%%[[ウエハーマンパパ>モンスター図鑑/2004]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''90''};|&color(#b00){1};|400|10||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):ウエハースはおいしいんじゃゾ！（何もしない）|
||&mons680; %%%[[聖龍石>モンスター図鑑/0680]]%%%	||BGCOLOR(#bba6f1):闇|&color(#b00){''-''};|&color(#b00){4};|10|600000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):深い輝きをたたえている（何もしない）|
||&mons1985; %%%[[水晶天子ヒカリ・一鬼>モンスター図鑑/1985]]%%%	||BGCOLOR(#f1f1a6):光|&color(#b00){''263''};|&color(#b00){1};|6|500000|※稀に出現、確定ドロップ（確率で[[バランシール アナザー カード>モンスター図鑑/2274]]）|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|4|&mons2241; %%%[[眠り姫アルマ>モンスター図鑑/2242]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''128''};|&color(#b00){1};|27575|30||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
|5|&mons1982; %%%[[真城火牙刀>モンスター図鑑/1982]]%%%	||BGCOLOR(#f1bba6):火|&color(#b00){''141''};|&color(#b00){1};|31570|28|※稀に[[ポラリス カード>モンスター図鑑/2275]]をドロップ|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|

- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||	||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||	||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||

** 公開履歴 [#i301a466]

//最新3件
|~ |~日時|~備考|
|3|2016/01/11～2016/01/17|コラボ第7弾、協力プレイに対応|
|2|2015/08/03～2015/08/09|コラボ第6弾|
|1|2015/03/30～2015/04/12|コラボ第5弾|

** スキル上げ用途 [#h16c68b6]

|~素材|~スキル（最大Lv）|~対象モンスター|
|&mons1987;|ダブル防御態勢・火 (6)|&mons1511; &mons1309;|
|&mons1989;|ダブル防御態勢・水 (6)|&mons1512; &mons1042; &mons1635;|
|&mons1991;|ダブル防御態勢・木 (6)|&mons1513; &mons953; &mons1478;|
|&mons1993;|ダブル防御態勢・闇 (6)|&mons1515; &mons959;|
|&mons2004;|ダブル防御態勢・光 (6)|&mons1514; &mons1044; &mons1639; &mons1475;|
|&mons680;|第三の目 (8)|&mons1112; &mons1113;|
|&mons1994;|純血の柱駒 (5)|&mons2249;|
|&mons1997;|超神羅・聖魔神滅覇 (6)|&mons1975;|
|&mons2001;|超神羅・叢雲神滅覇 (6)|&mons1979;|
|&mons2003;|超神羅・聖龍神滅覇 (6)|&mons1981;|
|&mons2274;|天地創造 (6)|&mons2245;|
|&mons2275;|鎧羅族の王 (6)|&mons2247; &mons2248;|

** チーム編成例 [#mcc934e9]

*** [[スコア機能>Tips/スコア機能]] Sランク [#i1c5d737]

- 100000でSランク

|~Ver|~チーム編成（左右がリーダー）|~HP|~石|~備考|
|||RIGHT:|RIGHT:||c

//| |&mons000; &mons000; &mons000; &mons000; &mons000; &mons000;| | | |

- 編成の参考に。左右がリーダー。HPはフレンドを含めたもの。
- レベルやスキルレベルは省略しているので&color(#dc143c){あくまで参考程度に。};

* コメント [#ceeee9f6]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
