* リバティーガイスト降臨！ [#lb428afc]

|~名称			|~スタミナ|~バトル|~取得コイン|~取得EXP|~EXP効率|
||RIGHT:|RIGHT:|RIGHT:|RIGHT:|RIGHT:|c
|闘機王 絶地獄級		|50|7|131424|36784|&color(#080){''&calc(36784/50,1);''};|
|闘機王 超地獄級		|50|7|94704|26631|&color(#080){''&calc(26631/50,1);''};|

- 2016年06月30日配信 [[公式:http://pad.gungho.jp/member/advent/160622_padx.html]]

//&color(#b00){''TIPS''}; [[精霊の宝玉イベント>スペシャルダンジョン/精霊の宝玉イベント]]

|~面|~名前	|~タイプ|~属性|~攻撃力|~後|~HP|~防御|~備考|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ヒートチャージ（8929）&br;ラウドロアー（全員のスキル1ターン遅延）&br;ブレイズクロー（12756ダメージ＆縦5列目→火ドロップ）&br;バーニングファング（残りHP70％ダメージ）&br;炎獅の咆哮（10ターン火ドロップの出現率15％上昇）==HP50％以下で使用、1度きり==&br;レオクレスト・メテオ（76536）==HP10％以下で使用==&br;|
|4|&mons2128; %%%[[闇の機神将・ハイスフェルゼン>モンスター図鑑/2128]]%%%	|体力/マシン/悪魔|BGCOLOR(#bba6f1):闇火|&color(#b00){''-''};|&color(#b00){2};|7242835|574||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===インヴィンシブルボディ（5ターン被ダメージ50％減）&br;※上から順に使用&br;イグニスソウ（28976ダメージ＆ランダム1色→火ドロップ）&br;デストロイアーム（34771ダメージ＆2体5ターンバインド）&br;デスペリアレイ（96585ダメージ＆縦3,4列目→毒ドロップ）|
|5|&mons2191; %%%[[氷牙機導獣・アルフェッカ>モンスター図鑑/2191]]%%%		|マシン/体力|BGCOLOR(#a6f1f1):水闇|&color(#b00){''-''};|&color(#b00){1};|5948517|420||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=HP75％以上で、HPが0になる攻撃を受けてもHPが1残る&br;#group#===先制===アークティックコーティング（5ターン状態異常無効）&br;フローズングランド（全ドロップ→水・木・光・闇ドロップ）#group#&br;#group#ブリザードシグナル（13217ダメージ＆縦6列目→水ドロップ）&br;蒸気を放出した（ドロップが見えなくなる）#group#&br;#group#ブリザードシグナル（13217ダメージ＆縦6列目→水ドロップ）&br;有毒ガスを噴き出した（ドロップ3個→毒ドロップ）#group#&br;#group#ブリザードシグナル（13217ダメージ＆縦6列目→水ドロップ）&br;土塊を撒き散らした（ドロップ3個→お邪魔ドロップ）#group#&br;オートスイーパー（39651ダメージ＆お邪魔ドロップ→水ドロップ）==お邪魔ドロップがあると使用==&br;オートフリーザー（33043ダメージ＆毒ドロップ→水ドロップ）==毒ドロップがあると使用==&br;#group#サファイアドライブ（3ターン水属性吸収）==HP75％以下で使用==&br;ブリザードシグナル・ダブル（21147ダメージ＆縦1,2列目→水ドロップ）#group#&br;ブリザードシグナル・オール（79302ダメージ＆全ドロップ→水ドロップ）==HP20％以下で使用==&br;#group#ブリザードシグナル・オール（79302ダメージ＆全ドロップ→水ドロップ）==HP1％以下で使用==&br;メトゥルリペア（HP76％回復）#group#&br;|
|6|&mons3014; %%%[[リバティーガイスト>モンスター図鑑/3014]]%%%		|マシン/攻撃|BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|9634326|552||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):#group#===先制===ヒートスモーク（5ターンお邪魔・毒ドロップの出現率15％上昇）&br;拳に力を溜め始めた（3ターン被ダメージ50％減）#group#&br;※上から順に使用&br;3（何もしない）&br;2（火ドロップ→お邪魔ドロップ）&br;1（999ターン攻撃力10倍）&br;バーンデストラクションフィスト（10倍時、1220000ダメージ）&br;|
|7|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons3015; %%%[[闘機王・リバティーガイスト>モンスター図鑑/3015]]%%%		|マシン/攻撃|BGCOLOR(#f1bba6):火木|&color(#b00){''-''};|&color(#b00){1};|11449700|798||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=光と闇属性のダメージ50％減&br;#group#===先制===バーニングフレーム（99ターン5コンボ以下の攻撃吸収）&br;パワークロウ（火・木ドロップをロック）#group#&br;フレアアーマー（3ターン被ダメージ50％減）==1ターン目、HP70％以上で使用、1度きり==&br;#group#パワーイレース（3ターン50万以上のダメージ無効化）==1ターン目、HP70％以下で使用、1度きり==&br;メタルスライサー（残りHP99％ダメージ）#group#&br;ダークフレア（25199ダメージ＆ドロップが見えなくなる）==HP70％以上で使用、1度きり==&br;デッドクロウ（16305ダメージ＆ランダム1色→毒ドロップ）&br;クラッシュクロウ（16305ダメージ＆ランダム1色→お邪魔ドロップ）&br;イービルホールド（17788ダメージ＆お邪魔・毒ドロップをロック）&br;エレメントホールド（17788ダメージ＆ドロップ7個をロック）&br;ヒートチェーン（19270ダメージ＆3ターンスキル使用不可）&br;クリーブラッシュ（計20752の連続攻撃）&br;パワークロウ（11858ダメージ＆ドロップ8個をロック）==HP70％以下で使用、1度きり==&br;ヒートアップ（999ターン攻撃力1.5倍）==HP50％以下で使用==&br;デストロイクロウ（16305ダメージ＆ドロップ8個→お邪魔・毒ドロップ4個ずつ）==HP30％以下で使用==&br;メルトクロウ（計23716の連続攻撃）==HP30％以下で使用==&br;エクスプロードスキューア（111173ダメージ＆全ドロップをロック）==HP15％以下で使用==&br;|
|~|&mons3017; %%%[[闘機帝・アナザーガイスト>モンスター図鑑/3017]]%%%		|マシン/悪魔|BGCOLOR(#bba6f1):闇光|&color(#b00){''-''};|&color(#b00){1};|12470535|1372|※稀に出現|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=光と闇属性のダメージ50％減&br;#group#===先制===ダークネスフレーム（99ターン5コンボ以下の攻撃吸収）&br;パワークロウ（光・闇ドロップをロック）#group#&br;ガンメタリックアーマー（3ターン被ダメージ50％減）==1ターン目、HP70％以上で使用、1度きり==&br;#group#パワーイーター（3ターン50万以上のダメージ吸収）==1ターン目、HP70％以下で使用、1度きり==&br;メタルスライサー（残りHP99％ダメージ）#group#&br;ダークボルト（33754ダメージ＆ドロップが見えなくなる）==HP70％以上で使用、1度きり==&br;ネメシスクロウ（21940ダメージ＆ランダム1色→毒ドロップ）&br;ブレイククロウ（21940ダメージ＆ランダム1色→お邪魔ドロップ）&br;イービルグラブ（23628ダメージ＆お邪魔・毒ドロップをロック）&br;エレメントグラブ（23628ダメージ＆ドロップ10個をロック）&br;ハイメタルチェーン（23628ダメージ＆5ターンスキル使用不可）&br;クリーブコンボ（計27004の連続攻撃）&br;パワークロウ（16877ダメージ＆ドロップ8個をロック）==HP70％以下で使用、1度きり==&br;インクリース（999ターン攻撃力2倍）==HP50％以下で使用==&br;デストラクションクロウ（21940ダメージ＆ドロップ8個→お邪魔・毒ドロップ4個ずつ）==HP30％以下で使用==&br;ライデンクロウ（計33756の連続攻撃）==HP30％以下で使用==&br;アルティメットスキューア（168770ダメージ＆全ドロップをロック）==HP15％以下で使用==&br;|
|>|>|>|>|>|>|>|>|BGCOLOR(#afd3af):闘機王 超地獄級|
|1|&mons2195; %%%[[フレイムギア>モンスター図鑑/2195]]%%%	|マシン/悪魔|BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|25|866667||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):スリープモード（全員のスキル1ターン遅延）==HP100％で使用==&br;起動した（999ターン攻撃力2倍）&br;フレイムパルス（2倍時、11648ダメージ＆ドロップ3個→火ドロップ）|
|~|&mons080; %%%[[アイスゴーレム>モンスター図鑑/0080]]%%%		|体力/マシン|BGCOLOR(#a6f1f1):水|&color(#b00){''-''};|&color(#b00){4};|1020000|200000||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===アイスカスケード（20ターン水ドロップの出現率15％上昇）&br;フリーズパンチ（27200ダメージ＆ドロップ1個→水ドロップ）|
|~|&mons2197; %%%[[ウィンドギア>モンスター図鑑/2197]]%%%	|マシン/悪魔|BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|25|866667||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):スリープモード（全員のスキル1ターン遅延）==HP100％で使用==&br;起動した（999ターン攻撃力2倍）&br;ウィンドパルス（2倍時、11648ダメージ＆ドロップ3個→木ドロップ）|
|2|&mons2582; %%%[[フレイムキーパー>モンスター図鑑/2582]]%%%		|マシン|BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|1977733|288||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ヘビーレイド（残りHP80％ダメージ）&br;エグゾーストヒット（8676ダメージ＆ドロップが見えなくなる）&br;警告（全員のスキル1ターン遅延）&br;セブンスモッグ（ドロップ7個→毒ドロップ）&br;レッドアラート（10604ダメージ＆火ドロップをロック）&br;キャプチャーネット（2体3ターンバインド）==HP50％以下で使用、1度きり==&br;キリングコード（計28920の連続攻撃）==HP30％以下で使用==|
|3|&mons2649; %%%[[磨羯の鉄星龍・カプリコン>モンスター図鑑/2649]]%%%		|マシン/ドラゴン|BGCOLOR(#bbf1a6):木|&color(#b00){''-''};|&color(#b00){1};|3123233|450||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===スターダストステップ（5ターン3コンボ以下の攻撃吸収）&br;グリーンベステージ（10133ダメージ＆横4行目→木ドロップ）&br;フローラルベステージ（9212ダメージ＆横3行目→火・水・光・闇ドロップ）&br;トランプルベステージ（8291ダメージ＆横5行目→お邪魔ドロップ）&br;樹角の蔓籠（サブ全員1ターンバインド）==HP50％以下で使用、1度きり==&br;カプリコンクレスト・レイ（計27635の連続攻撃）==HP10％以下で使用==&br;|
|~|&mons2647; %%%[[獅子の鉄星龍・レオ>モンスター図鑑/2647]]%%%		|マシン/ドラゴン|BGCOLOR(#f1bba6):火|&color(#b00){''9372''};|&color(#b00){1};|3118793|450||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===ヒートチャージ（6560）&br;ラウドロアー（全員のスキル1ターン遅延）&br;ブレイズクロー（9372ダメージ＆縦5列目→火ドロップ）&br;バーニングファング（残りHP70％ダメージ）&br;炎獅の咆哮（10ターン火ドロップの出現率15％上昇）==HP50％以下で使用、1度きり==&br;レオクレスト・メテオ（56232）==HP10％以下で使用==&br;|
|4|&mons2128; %%%[[闇の機神将・ハイスフェルゼン>モンスター図鑑/2128]]%%%	|体力/マシン/悪魔|BGCOLOR(#bba6f1):闇火|&color(#b00){''-''};|&color(#b00){2};|3799520|328||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):===先制===インヴィンシブルボディ（5ターン被ダメージ50％減）&br;※上から順に使用&br;イグニスソウ（15200ダメージ＆ランダム1色→火ドロップ）&br;デストロイアーム（18239ダメージ＆2体5ターンバインド）&br;デスペリアレイ（50665ダメージ＆縦3,4列目→毒ドロップ）|
|5|&mons2191; %%%[[氷牙機導獣・アルフェッカ>モンスター図鑑/2191]]%%%		|マシン/体力|BGCOLOR(#a6f1f1):水闇|&color(#b00){''-''};|&color(#b00){1};|4063194|300||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=HP75％以上で、HPが0になる攻撃を受けてもHPが1残る&br;#group#===先制===アークティックコーティング（5ターン状態異常無効）&br;フローズングランド（全ドロップ→水・木・光・闇ドロップ）#group#&br;#group#ブリザードシグナル（9028ダメージ＆縦6列目→水ドロップ）&br;蒸気を放出した（ドロップが見えなくなる）#group#&br;#group#ブリザードシグナル（9028ダメージ＆縦6列目→水ドロップ）&br;有毒ガスを噴き出した（ドロップ3個→毒ドロップ）#group#&br;#group#ブリザードシグナル（9028ダメージ＆縦6列目→水ドロップ）&br;土塊を撒き散らした（ドロップ3個→お邪魔ドロップ）#group#&br;オートスイーパー（27084ダメージ＆お邪魔ドロップ→水ドロップ）==お邪魔ドロップがあると使用==&br;オートフリーザー（22570ダメージ＆毒ドロップ→水ドロップ）==毒ドロップがあると使用==&br;#group#サファイアドライブ（3ターン水属性吸収）==HP75％以下で使用==&br;ブリザードシグナル・ダブル（14445ダメージ＆縦1,2列目→水ドロップ）#group#&br;ブリザードシグナル・オール（54168ダメージ＆全ドロップ→水ドロップ）==HP20％以下で使用==&br;#group#ブリザードシグナル・オール（54168ダメージ＆全ドロップ→水ドロップ）==HP1％以下で使用==&br;メトゥルリペア（HP76％回復）#group#&br;|
|6|&mons3014; %%%[[リバティーガイスト>モンスター図鑑/3014]]%%%		|マシン/攻撃|BGCOLOR(#f1bba6):火|&color(#b00){''-''};|&color(#b00){1};|7820069|460||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):#group#===先制===ヒートスモーク（5ターンお邪魔・毒ドロップの出現率15％上昇）&br;拳に力を溜め始めた（3ターン被ダメージ50％減）#group#&br;※上から順に使用&br;3（何もしない）&br;2（火ドロップ→お邪魔ドロップ）&br;1（999ターン攻撃力10倍）&br;バーンデストラクションフィスト（10倍時、990300ダメージ）&br;|
|7|>|>|>|>|>|>|>|BGCOLOR(#ffffff):いずれか1体が出現|
|~|&mons3015; %%%[[闘機王・リバティーガイスト>モンスター図鑑/3015]]%%%		|マシン/攻撃|BGCOLOR(#f1bba6):火木|&color(#b00){''-''};|&color(#b00){1};|7820833|570||
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=光と闇属性のダメージ50％減&br;#group#===先制===バーニングフレーム（99ターン5コンボ以下の攻撃吸収）&br;パワークロウ（火・木ドロップをロック）#group#&br;フレアアーマー（3ターン被ダメージ50％減）==1ターン目、HP70％以上で使用、1度きり==&br;#group#パワーイレース（3ターン50万以上のダメージ無効化）==1ターン目、HP70％以下で使用、1度きり==&br;メタルスライサー（残りHP99％ダメージ）#group#&br;ダークフレア（17213ダメージ＆ドロップが見えなくなる）==HP70％以上で使用、1度きり==&br;デッドクロウ（11138ダメージ＆ランダム1色→毒ドロップ）&br;クラッシュクロウ（11138ダメージ＆ランダム1色→お邪魔ドロップ）&br;イービルホールド（12150ダメージ＆お邪魔・毒ドロップをロック）&br;エレメントホールド（12150ダメージ＆ドロップ7個をロック）&br;ヒートチェーン（13163ダメージ＆3ターンスキル使用不可）&br;クリーブラッシュ（計14176の連続攻撃）&br;パワークロウ（8100ダメージ＆ドロップ8個をロック）==HP70％以下で使用、1度きり==&br;ヒートアップ（999ターン攻撃力1.5倍）==HP50％以下で使用==&br;デストロイクロウ（11138ダメージ＆ドロップ8個→お邪魔・毒ドロップ4個ずつ）==HP30％以下で使用==&br;メルトクロウ（計16200の連続攻撃）==HP30％以下で使用==&br;エクスプロードスキューア（75938ダメージ＆全ドロップをロック）==HP15％以下で使用==&br;|
|~|&mons3017; %%%[[闘機帝・アナザーガイスト>モンスター図鑑/3017]]%%%		|マシン/悪魔|BGCOLOR(#bba6f1):闇光|&color(#b00){''-''};|&color(#b00){1};|8518125|980|※稀に出現|
|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):=1=常時=1=光と闇属性のダメージ50％減&br;#group#===先制===ダークネスフレーム（99ターン5コンボ以下の攻撃吸収）&br;パワークロウ（光・闇ドロップをロック）#group#&br;ガンメタリックアーマー（3ターン被ダメージ50％減）==1ターン目、HP70％以上で使用、1度きり==&br;#group#パワーイーター（3ターン50万以上のダメージ吸収）==1ターン目、HP70％以下で使用、1度きり==&br;メタルスライサー（残りHP99％ダメージ）#group#&br;ダークボルト（23056ダメージ＆ドロップが見えなくなる）==HP70％以上で使用、1度きり==&br;ネメシスクロウ（14986ダメージ＆ランダム1色→毒ドロップ）&br;ブレイククロウ（14986ダメージ＆ランダム1色→お邪魔ドロップ）&br;イービルグラブ（16139ダメージ＆お邪魔・毒ドロップをロック）&br;エレメントグラブ（16139ダメージ＆ドロップ10個をロック）&br;ハイメタルチェーン（16139ダメージ＆5ターンスキル使用不可）&br;クリーブコンボ（計18444の連続攻撃）&br;パワークロウ（16877ダメージ＆ドロップ8個をロック）==HP70％以下で使用、1度きり==&br;インクリース（999ターン攻撃力2倍）==HP50％以下で使用==&br;デストラクションクロウ（14986ダメージ＆ドロップ8個→お邪魔・毒ドロップ4個ずつ）==HP30％以下で使用==&br;ライデンクロウ（計33756の連続攻撃）==HP30％以下で使用==&br;アルティメットスキューア（115280ダメージ＆全ドロップをロック）==HP15％以下で使用==&br;|

//|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):#group#===先制===行動1（プレイヤーのHP全回復）&br;行動2（999ターン状態異常無効）#group#&br;&color(#999){特殊行動（ドロップ3個→回復ドロップ）};==チームに（*1）がいると使用、1度きり==&br;スキル1（9263ダメージ＆ドロップ3個→木ドロップ）&br;スキル2（計12350の連続攻撃）&br;スキル3（2ターンスキル使用不可）==HP70％以下で使用==&br;スキル4（5ターンドロップ操作時間2秒短縮）==HP70％以下で使用、1度きり==&br;スキル5（計30876の連続攻撃）==HP20％以下で使用==|

//=1=常時=1=木と光属性のダメージ50％減&br;
//===先制===ゲヒャハー！（全員のスキル1～4ターン遅延）&br;
//#group#===先制===行動1（プレイヤーのHP全回復）&br;
//行動2（999ターン状態異常無効）#group#&br;
//特殊行動（ドロップ3個→回復ドロップ）==チームに（*1）がいると使用、1度きり==&br;
//スキル1（9263ダメージ＆ドロップ3個→木ドロップ）&br;
//スキル2（計12350の連続攻撃）&br;
//スキル3（2ターンスキル使用不可）==HP70％以下で使用==&br;
//スキル4（5ターンドロップ操作時間2秒短縮）==HP50％以下で使用、1度きり==&br;
//スキル5（計30876の連続攻撃）==HP20％以下で使用==

- 攻撃ターン数は表記より1ターン前後することがあります
- ドロップ報告はコメント欄を参照してください

//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#f1bba6):火|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#a6f1f1):水|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#bbf1a6):木|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#f1f1a6):光|&color(#b00){''?''};|&color(#b00){?};||||
//||&mons000; %%%[[?>モンスター図鑑/0000]]%%%		||BGCOLOR(#bba6f1):闇|&color(#b00){''?''};|&color(#b00){?};||||
//|~|~|>|>|>|>|>|>|BGCOLOR(#fbfdff):|
//&br;

//*** 特殊行動の条件 [#xe8ecae4]

//- （*1）&mons1947; &mons1949; のいずれか
//- （*2）&mons1951; &mons1953; &mons2069; &mons2206; &mons2263; のいずれか

** チーム編成例 [#k1bb9830]

//- 

*** 超地獄級 [#vf132631]

|~Ver|~チーム編成（左右がリーダー）|~HP|~石|~備考|
|||RIGHT:|RIGHT:||c

//| |&mons000; &mons000; &mons000; &mons000; &mons000; &mons000;| | | |

#include(Parts/チーム編成例の注意,notitle)

* コメント [#x33afcb3]

#pcomment

RIGHT:&color(#dc143c){事前に[[コメントポリシー]]を参照してください。};
